cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,793599,68.0283,79.5542
1,0,1m,47p,795240,67.7855,79.5542
1,0,1m,100p,797120,67.5088,79.5542
1,0,1m,220p,801408,66.8731,79.5542
1,0,1m,470p,810475,65.5061,79.5542
1,0,1m,1n,830727,62.3893,79.5542
1,0,1m,2.2n,880910,54.0537,79.5542
1,0,1m,4.7n,959748,32.5336,79.5542
1,0,430,1f,793585,67.9212,79.5542
1,0,430,47p,795226,67.6782,79.5542
1,0,430,100p,797105,67.4013,79.5542
1,0,430,220p,801392,66.765,79.5542
1,0,430,470p,810459,65.3969,79.5542
1,0,430,1n,830710,62.2774,79.5542
1,0,430,2.2n,880887,53.9355,79.5542
1,0,430,4.7n,959719,32.406,79.5542
1,6,1m,1f,794506,68.0364,79.702
1,6,1m,47p,794877,67.9748,79.702
1,6,1m,100p,795170,67.9062,79.702
1,6,1m,220p,795338,67.7647,79.702
1,6,1m,470p,794060,67.5768,79.702
1,6,1m,1n,790176,67.5267,79.702
1,6,1m,2.2n,786342,67.6713,79.702
1,6,1m,4.7n,784606,67.8025,79.7019
1,6,430,1f,794491,67.9293,79.702
1,6,430,47p,794862,67.8676,79.702
1,6,430,100p,795156,67.799,79.702
1,6,430,220p,795323,67.6575,79.702
1,6,430,470p,794046,67.4697,79.702
1,6,430,1n,790162,67.4202,79.702
1,6,430,2.2n,786329,67.5652,79.702
1,6,430,4.7n,784592,67.6967,79.7019
1,12,1m,1f,794749,68.0385,79.7412
1,12,1m,47p,794846,68.0229,79.7412
1,12,1m,100p,794931,68.0054,79.7412
1,12,1m,220p,795026,67.9677,79.7412
1,12,1m,470p,794846,67.9078,79.7412
1,12,1m,1n,793825,67.8669,79.7412
1,12,1m,2.2n,792393,67.8994,79.7412
1,12,1m,4.7n,791623,67.9477,79.7412
1,12,430,1f,794734,67.9313,79.7412
1,12,430,47p,794832,67.9157,79.7412
1,12,430,100p,794917,67.8982,79.7412
1,12,430,220p,795012,67.8605,79.7412
1,12,430,470p,794832,67.8006,79.7412
1,12,430,1n,793810,67.7599,79.7412
1,12,430,2.2n,792379,67.7925,79.7412
1,12,430,4.7n,791609,67.841,79.7412
2,0,1m,1f,797532,68.0623,80.202
2,0,1m,47p,799225,67.8166,80.2019
2,0,1m,100p,801143,67.5371,80.2019
2,0,1m,220p,805519,66.8947,80.2019
2,0,1m,470p,814832,65.5109,80.2019
2,0,1m,1n,835736,62.3481,80.2019
2,0,1m,2.2n,887728,53.8491,80.2019
2,0,1m,4.7n,969393,31.7578,80.2019
2,0,430,1f,797517,67.9548,80.2019
2,0,430,47p,799210,67.7088,80.2019
2,0,430,100p,801128,67.429,80.2019
2,0,430,220p,805504,66.7861,80.2019
2,0,430,470p,814816,65.4011,80.2019
2,0,430,1n,835718,62.2355,80.2019
2,0,430,2.2n,887704,53.73,80.2019
2,0,430,4.7n,969363,31.6289,80.2019
2,6,1m,1f,798458,68.0705,80.3605
2,6,1m,47p,798807,68.0088,80.3605
2,6,1m,100p,799004,67.942,80.3605
2,6,1m,220p,798751,67.8219,80.3605
2,6,1m,470p,796856,67.7308,80.3605
2,6,1m,1n,794012,67.7818,80.3605
2,6,1m,2.2n,792276,67.8835,80.3605
2,6,1m,4.7n,791599,67.9459,80.3605
2,6,430,1f,798444,67.9628,80.3605
2,6,430,47p,798792,67.901,80.3605
2,6,430,100p,798989,67.8343,80.3605
2,6,430,220p,798736,67.7142,80.3605
2,6,430,470p,796841,67.6233,80.3605
2,6,430,1n,793998,67.6747,80.3605
2,6,430,2.2n,792262,67.7766,80.3605
2,6,430,4.7n,791585,67.8392,80.3605
2,12,1m,1f,798706,68.0727,80.4032
2,12,1m,47p,798799,68.0569,80.4032
2,12,1m,100p,798866,68.0395,80.4032
2,12,1m,220p,798868,68.0052,80.4032
2,12,1m,470p,798458,67.967,80.4032
2,12,1m,1n,797536,67.9683,80.4032
2,12,1m,2.2n,796801,68.0018,80.4032
2,12,1m,4.7n,796494,68.0265,80.4032
2,12,430,1f,798691,67.965,80.4032
2,12,430,47p,798784,67.9492,80.4032
2,12,430,100p,798851,67.9318,80.4032
2,12,430,220p,798853,67.8975,80.4032
2,12,430,470p,798444,67.8594,80.4032
2,12,430,1n,797521,67.8608,80.4032
2,12,430,2.2n,796786,67.8944,80.4032
2,12,430,4.7n,796479,67.9191,80.4032
