pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,785943,71.1757,80.3195
1,10k,47p,787584,70.9316,80.3195
1,10k,100p,789363,70.6539,80.3195
1,10k,220p,793084,70.0178,80.3195
1,10k,470p,799397,68.6765,80.3195
1,10k,1n,804510,65.9945,80.3195
1,10k,1.5n,799278,63.9777,80.3196
1,10k,2.2n,781688,62.1926,80.3196
1,10k,2.7n,766347,61.5281,80.3196
1,10k,3.3n,748031,61.1809,80.3197
1,10k,4.7n,711679,61.3743,80.3198
2,10k,1f,785943,71.1757,80.3195
2,10k,47p,787633,70.9294,80.3195
2,10k,100p,789547,70.6492,80.3195
2,10k,220p,793917,70.0055,80.3195
2,10k,470p,803405,68.6137,80.3195
2,10k,1n,824547,65.4379,80.3195
2,10k,1.5n,845905,62.1213,80.3194
2,10k,2.2n,877799,56.8788,80.3194
2,10k,2.7n,901222,52.6805,80.3194
2,10k,3.3n,928023,47.2078,80.3194
2,10k,4.7n,966071,34.2756,80.3194
1,50k,1f,786957,71.1821,80.4992
1,50k,47p,788619,70.9356,80.4992
1,50k,100p,790420,70.655,80.4992
1,50k,220p,794186,70.0122,80.4992
1,50k,470p,800601,68.6556,80.4992
1,50k,1n,805722,65.9464,80.4992
1,50k,1.5n,800339,63.9145,80.4992
1,50k,2.2n,782433,62.1264,80.4992
1,50k,2.7n,766892,61.4663,80.4992
1,50k,3.3n,748393,61.1266,80.4992
1,50k,4.7n,711799,61.3364,80.4992
2,50k,1f,786957,71.1821,80.4992
2,50k,47p,788655,70.9352,80.4992
2,50k,100p,790580,70.6543,80.4992
2,50k,220p,794988,70.0084,80.4992
2,50k,470p,804539,68.6123,80.4992
2,50k,1n,825840,65.4247,80.4992
2,50k,1.5n,847379,62.0934,80.4992
2,50k,2.2n,879620,56.82,80.4992
2,50k,2.7n,903304,52.5931,80.4992
2,50k,3.3n,930403,47.0794,80.4992
2,50k,4.7n,968704,34.0576,80.4991
