pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,848463,72.858,80.3525
1,10k,47p,850548,72.5949,80.3525
1,10k,100p,852854,72.2931,80.3525
1,10k,220p,857714,71.5959,80.3525
1,10k,470p,865753,70.1132,80.3526
1,10k,1n,871703,67.1203,80.3526
1,10k,1.5n,864175,64.8959,80.3526
1,10k,2.2n,841455,62.9891,80.3527
1,10k,2.7n,822758,62.297,80.3527
1,10k,3.3n,801272,61.9344,80.3528
1,10k,4.7n,760451,62.0896,80.3529
2,10k,1f,848463,72.858,80.3525
2,10k,47p,850610,72.5929,80.3525
2,10k,100p,853099,72.2893,80.3525
2,10k,220p,858834,71.5882,80.3525
2,10k,470p,871078,70.0671,80.3525
2,10k,1n,899392,66.5078,80.3525
2,10k,1.5n,928895,62.6663,80.3525
2,10k,2.2n,974737,56.307,80.3525
2,10k,2.7n,1.00931E+06,50.975,80.3525
2,10k,3.3n,1.0473E+06,43.9061,80.3525
2,10k,4.7n,1.07971E+06,28.818,80.3524
1,50k,1f,849586,72.8731,80.5318
1,50k,47p,851712,72.6069,80.5318
1,50k,100p,854064,72.3015,80.5318
1,50k,220p,858986,71.5968,80.5318
1,50k,470p,867118,70.0979,80.5318
1,50k,1n,873105,67.0727,80.5318
1,50k,1.5n,865336,64.8336,80.5318
1,50k,2.2n,842228,62.9247,80.5318
1,50k,2.7n,823302,62.2377,80.5318
1,50k,3.3n,801619,61.8829,80.5318
1,50k,4.7n,760551,62.0544,80.5318
2,50k,1f,849586,72.8731,80.5318
2,50k,47p,851761,72.6068,80.5318
2,50k,100p,854277,72.3021,80.5318
2,50k,220p,860043,71.599,80.5318
2,50k,470p,872395,70.0723,80.5318
2,50k,1n,900934,66.4987,80.5318
2,50k,1.5n,930707,62.638,80.5318
2,50k,2.2n,977083,56.2347,80.5318
2,50k,2.7n,1.01218E+06,50.851,80.5318
2,50k,3.3n,1.05073E+06,43.7061,80.5317
2,50k,4.7n,1.08279E+06,28.5436,80.5317
