col0,col1
20.0,73.488468
22.4403691,73.3324858
25.1785082,73.1435593
28.2507509,72.916684
31.6978638,72.6468355
35.5655882,72.3292635
39.9052463,71.9598323
44.7744228,71.5353646
50.2377286,71.0539373
56.3676586,70.5150733
63.2455532,69.9197916
70.9626778,69.2705038
79.6214341,68.5707806
89.3367184,67.8250328
100.237447,67.0381636
112.468265,66.2152419
126.191469,65.3612324
141.589157,64.4807981
158.865647,63.5781752
178.250188,62.6571112
200.0,61.7208511
224.403691,60.772157
251.785082,59.8133476
282.507509,58.8463478
316.978638,57.8727415
355.655882,56.8938228
399.052463,55.9106428
447.744228,54.9240518
502.377286,53.9347348
563.676586,52.9432422
632.455532,51.9500153
709.626778,50.9554074
796.214341,49.959701
893.367184,48.9631216
1002.37447,47.9658497
1124.68265,46.9680292
1261.91469,45.9697755
1415.89157,44.9711811
1588.65647,43.9723206
1782.50188,42.9732544
2000.0,41.9740322
2244.03691,40.9746953
2517.85082,39.975279
2825.07509,38.9758143
3169.78638,37.9763296
3556.55882,36.9768525
3990.52463,35.9774108
4477.44228,34.9780341
5023.77286,33.9787555
5636.76586,32.9796136
6324.55532,31.9806537
7096.26778,30.9819313
7962.14341,29.9835139
8933.67184,28.9854857
10023.7447,27.9879508
11246.8265,26.9910396
12619.1469,25.994915
14158.9157,24.9997809
15886.5647,24.0058925
17825.0188,23.0135689
20000.0,22.0232092
22440.3691,21.0353113
25178.5082,20.0504952
28250.7509,19.0695313
31697.8638,18.0933731
35565.5882,17.1231965
39905.2463,16.1604432
44774.4228,15.20687
50237.7286,14.2645987
56367.6586,13.3361665
63245.5532,12.4245676
70962.6778,11.5332785
79621.4341,10.6662548
89336.7184,9.82788501
100237.447,9.02288477
112468.265,8.25612049
126191.469,7.53235658
141589.157,6.85593587
158865.647,6.23042028
178250.188,5.65823641
200000.0,5.14038118
