col0,col1
20.0,81.943809
22.4403691,81.7879662
25.1785082,81.5992021
28.2507509,81.3725123
31.6978638,81.1028721
35.5655882,80.7855293
39.9052463,80.4163442
44.7744228,79.9921346
50.2377286,79.510971
56.3676586,78.9723695
63.2455532,78.3773422
70.9626778,77.7282949
79.6214341,77.0287936
89.3367184,76.283246
100.237447,75.4965538
112.468265,74.6737858
126.191469,73.8199078
141.589157,72.9395843
158.865647,72.0370537
178.250188,71.1160659
200.0,70.179868
224.403691,69.2312242
251.785082,68.2724551
282.507509,67.3054871
316.978638,66.3319057
355.655882,65.3530058
399.052463,64.3698397
447.744228,63.383258
502.377286,62.3939463
563.676586,61.4024552
632.455532,60.4092262
709.626778,59.4146123
796.214341,58.4188956
893.367184,57.4223013
1002.37447,56.4250089
1124.68265,55.4271613
1261.91469,54.4288724
1415.89157,53.4302329
1588.65647,52.4313149
1782.50188,51.4321759
2000.0,50.4328615
2244.03691,49.4334083
2517.85082,48.4338452
2825.07509,47.4341956
3169.78638,46.434478
3556.55882,45.4347075
3990.52463,44.4348963
4477.44228,43.4350545
5023.77286,42.4351904
5636.76586,41.4353113
6324.55532,40.4354237
7096.26778,39.4355335
7962.14341,38.4356466
8933.67184,37.435769
10023.7447,36.4359072
11246.8265,35.4360686
12619.1469,34.4362617
14158.9157,33.4364968
15886.5647,32.4367865
17825.0188,31.4371461
20000.0,30.4375947
22440.3691,29.4381562
25178.5082,28.4388603
28250.7509,27.4397444
31697.8638,26.4408553
35565.5882,25.4422517
39905.2463,24.4440073
44774.4228,23.4462145
50237.7286,22.4489892
56367.6586,21.4524764
63245.5532,20.4568577
70962.6778,19.4623598
79621.4341,18.4692654
89336.7184,17.4779261
100237.447,16.488778
112468.265,15.5023601
126191.469,14.5193355
141589.157,13.5405164
158865.647,12.5668906
178250.188,11.5996517
200000.0,10.6402298
