col0,col1
20.0,63.9350108
22.4403691,64.305754
25.1785082,64.7314431
28.2507509,65.2138348
31.6978638,65.7532167
35.5655882,66.3483597
39.9052463,66.9966216
44.7744228,67.6941787
50.2377286,68.4363376
56.3676586,69.2178699
63.2455532,70.0333216
70.9626778,70.8772606
79.6214341,71.7444476
89.3367184,72.6299299
100.237447,73.5290672
112.468265,74.4375049
126.191469,75.3511082
141.589157,76.2658712
158.865647,77.1778126
178.250188,78.0828663
200.0,78.9767779
224.403691,79.8550158
251.785082,80.7127093
282.507509,81.5446265
316.978638,82.3452076
355.655882,83.1086661
399.052463,83.8291643
447.744228,84.5010606
502.377286,85.1192047
563.676586,85.6792427
632.455532,86.1778778
709.626778,86.6130308
796.214341,86.9838579
893.367184,87.2906125
1002.37447,87.5343693
1124.68265,87.7166596
1261.91469,87.8390778
1415.89157,87.902922
1588.65647,87.9089186
1782.50188,87.8570626
2000.0,87.7465932
2244.03691,87.5761033
2517.85082,87.343773
2825.07509,87.0476955
3169.78638,86.6862501
3556.55882,86.2584629
3990.52463,85.7642913
4477.44228,85.2047768
5023.77286,84.5820395
5636.76586,83.8991165
6324.55532,83.1596791
7096.26778,82.3676823
7962.14341,81.5270034
8933.67184,80.6411129
10023.7447,79.7128103
11246.8265,78.7440346
12619.1469,77.7357562
14158.9157,76.687946
15886.5647,75.5996221
17825.0188,74.4689771
20000.0,73.2935857
22440.3691,72.0706972
25178.5082,70.7976002
28250.7509,69.4720385
31697.8638,68.0926361
35565.5882,66.6592797
39905.2463,65.1734014
44774.4228,63.6381217
50237.7286,62.0582369
56367.6586,60.440066
63245.5532,58.7911956
70962.6778,57.1201714
79621.4341,55.436174
89336.7184,53.7487036
100237.447,52.0672756
112468.265,50.4011168
126191.469,48.758849
141589.157,47.1481535
158865.647,45.5754312
178250.188,44.0454872
200000.0,42.5612865
