cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
s06,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.0009735,0.593229,,SOPRA,"pavimento di C a 0.600 s, cond 1"
s06,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.0009717,0.844229,,SOPRA,"pavimento di C a 0.800 s, cond 1"
s06,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,8.098e-05,0.739458,,sotto,"pavimento di C a 0.600 s, cond 1"
s06,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,8.177e-05,0.900458,,sotto,"pavimento di C a 0.800 s, cond 1"
s06,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,8.098e-05,0.739458,,sotto,"pavimento di C a 0.600 s, cond 1"
s06,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,8.177e-05,0.900458,,sotto,"pavimento di C a 0.800 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001221,1.108990,,SOPRA,"pavimento di C a 1.000 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001226,1.308969,,SOPRA,"pavimento di C a 1.200 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001752,1.108990,,SOPRA,"pavimento di C a 1.000 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001882,1.308969,,SOPRA,"pavimento di C a 1.200 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001752,1.108990,,SOPRA,"pavimento di C a 1.000 s, cond 1"
s10,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001882,1.308969,,SOPRA,"pavimento di C a 1.200 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001213,1.553000,,SOPRA,"pavimento di C a 1.400 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001199,1.585469,,SOPRA,"pavimento di C a 1.600 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001718,1.553000,,SOPRA,"pavimento di C a 1.400 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.000171,1.707979,,SOPRA,"pavimento di C a 1.600 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001718,1.553000,,SOPRA,"pavimento di C a 1.400 s, cond 1"
s14,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.000171,1.707979,,SOPRA,"pavimento di C a 1.600 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001229,1.894969,,SOPRA,"pavimento di C a 1.800 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001208,2.070979,,SOPRA,"pavimento di C a 2.000 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001892,1.894969,,SOPRA,"pavimento di C a 1.800 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001752,2.070979,,SOPRA,"pavimento di C a 2.000 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001892,1.894969,,SOPRA,"pavimento di C a 1.800 s, cond 1"
s18,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001752,2.070979,,SOPRA,"pavimento di C a 2.000 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001236,2.246469,,SOPRA,"pavimento di C a 2.200 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001198,2.439469,,SOPRA,"pavimento di C a 2.400 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001776,2.246469,,SOPRA,"pavimento di C a 2.200 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001678,2.598990,,SOPRA,"pavimento di C a 2.400 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001776,2.246469,,SOPRA,"pavimento di C a 2.200 s, cond 1"
s22,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001678,2.598990,,SOPRA,"pavimento di C a 2.400 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001202,2.726469,,SOPRA,"pavimento di C a 2.600 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001219,2.823479,,SOPRA,"pavimento di C a 2.750 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001678,2.598990,,SOPRA,"pavimento di C a 2.600 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001714,2.823479,,SOPRA,"pavimento di C a 2.750 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001678,2.598990,,SOPRA,"pavimento di C a 2.600 s, cond 1"
s26,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001714,2.823479,,SOPRA,"pavimento di C a 2.750 s, cond 1"
