cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.00123,1.034448,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001226,1.099000,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001876,1.034448,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.000183,1.171448,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001876,1.034448,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.000183,1.171448,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001255,1.178469,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001255,1.178469,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.000184,1.028490,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001837,1.283490,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.000184,1.028490,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001837,1.283490,,SOPRA,"pavimento di C a 1.100 s, cond 1"
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,MAINJACK,0.0006917,1.264479,2.000,SOPRA,contro p_mai_1k_10u
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,FIXJACK1,0.0002204,2.354948,2.000,SOPRA,contro p_mai_1k_10u
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,FIXJACK2,0.0002204,2.354948,2.000,SOPRA,contro p_mai_1k_10u
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,MAINJACK,0.0001667,1.010010,,SOPRA,"pavimento di C a 1.000 s, cond 7.22"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,MAINJACK,0.0001667,1.160010,,SOPRA,"pavimento di C a 1.100 s, cond 7.22"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,FIXJACK1,1.015e-05,1.009583,,sotto,"pavimento di C a 1.000 s, cond 7.22"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,FIXJACK1,1.015e-05,1.159625,,sotto,"pavimento di C a 1.100 s, cond 7.22"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,FIXJACK2,1.015e-05,1.009583,,sotto,"pavimento di C a 1.000 s, cond 7.22"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,FIXJACK2,1.015e-05,1.159625,,sotto,"pavimento di C a 1.100 s, cond 7.22"
p_mai_20_5u,nessuna,20,3.818,10,100k,C_pav,MAINJACK,0.0001667,1.060031,,SOPRA,"pavimento di C a 1.000 s, cond 7.22"
