cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
t10_07,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.0009713,0.866229,,SOPRA,"pavimento di C a 0.700 s, cond 1"
t10_07,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001191,1.616000,,SOPRA,"pavimento di C a 1.500 s, cond 1"
t10_07,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,8.362e-05,0.749448,,sotto,"pavimento di C a 0.700 s, cond 1"
t10_07,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001784,1.507937,,SOPRA,"pavimento di C a 1.500 s, cond 1"
t10_07,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,8.362e-05,0.749448,,sotto,"pavimento di C a 0.700 s, cond 1"
t10_07,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001784,1.507937,,SOPRA,"pavimento di C a 1.500 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.00122,1.993010,,SOPRA,"pavimento di C a 2.000 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001208,2.697448,,SOPRA,"pavimento di C a 2.700 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001836,2.049948,,SOPRA,"pavimento di C a 2.000 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001857,2.837937,,SOPRA,"pavimento di C a 2.700 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001836,2.049948,,SOPRA,"pavimento di C a 2.000 s, cond 1"
t10_20,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001857,2.837937,,SOPRA,"pavimento di C a 2.700 s, cond 1"
