carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,848886,72.7593,79.4614
1,1m,47p,850658,72.5138,79.4613
1,1m,100p,852706,72.2336,79.4614
1,1m,220p,857400,71.5889,79.4613
1,1m,470p,867313,70.203,79.4613
1,1m,1n,889338,67.0443,79.4613
1,1m,2.2n,943112,58.6248,79.4613
1,1m,4.7n,1.01892E+06,37.5855,79.4613
1,430,1f,848869,72.6444,79.4614
1,430,47p,850641,72.3987,79.4614
1,430,100p,852688,72.1182,79.4614
1,430,220p,857383,71.4729,79.4614
1,430,470p,867294,70.0857,79.4613
1,430,1n,889318,66.9241,79.4613
1,430,2.2n,943085,58.4978,79.4613
1,430,4.7n,1.0189E+06,37.4491,79.4613
2,1m,1f,848134,72.7669,79.3681
2,1m,47p,849900,72.522,79.3681
2,1m,100p,851920,72.2429,79.3681
2,1m,220p,856598,71.5995,79.3681
2,1m,470p,866474,70.2166,79.3681
2,1m,1n,888388,67.0665,79.3681
2,1m,2.2n,941809,58.6787,79.3681
2,1m,4.7n,1.01733E+06,37.7214,79.368
2,430,1f,848116,72.6521,79.3681
2,430,47p,849882,72.4069,79.3681
2,430,100p,851901,72.1276,79.3681
2,430,220p,856580,71.4836,79.3681
2,430,470p,866454,70.0995,79.3681
2,430,1n,888367,66.9465,79.3681
2,430,2.2n,941782,58.5518,79.3681
2,430,4.7n,1.0173E+06,37.5853,79.368
