mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,883525,67.5414,81.7451,100k
0db,1m,1,47p,885747,67.262,81.7451,100k
0db,1m,1,100p,888154,66.9423,81.7451,100k
0db,1m,1,220p,893231,66.2026,81.7451,100k
0db,1m,1,470p,901685,64.6233,81.7451,100k
0db,1m,1,1n,907386,61.4539,81.7451,100k
0db,1m,1,1.5n,898666,59.1458,81.7451,100k
0db,1m,1,2.2n,874264,57.2342,81.7451,100k
0db,1m,1,2.7n,854778,56.5777,81.7451,100k
0db,1m,1,3.3n,832737,56.2722,81.7451,100k
0db,1m,1,4.7n,791730,56.5534,81.7451,100k
0db,1m,2,1f,883525,67.5414,81.7451,100k
0db,1m,2,47p,885796,67.2622,81.7451,100k
0db,1m,2,100p,888372,66.9438,81.7451,100k
0db,1m,2,220p,894355,66.2069,81.7451,100k
0db,1m,2,470p,907298,64.6012,81.7451,100k
0db,1m,2,1n,936933,60.8421,81.7451,100k
0db,1m,2,1.5n,967868,56.7659,81.7451,100k
0db,1m,2,2.2n,1.01527E+06,50.0118,81.745,100k
0db,1m,2,2.7n,1.04978E+06,44.3944,81.745,100k
0db,1m,2,3.3n,1.08562E+06,37.0622,81.745,100k
0db,1m,2,4.7n,1.10635E+06,22.1664,81.745,100k
0db,1k,1,1f,883463,67.265,81.7451,100k
0db,1k,1,47p,885683,66.9848,81.7451,100k
0db,1k,1,100p,888090,66.6645,81.7451,100k
0db,1k,1,220p,893164,65.9233,81.7451,100k
0db,1k,1,470p,901616,64.3415,81.7451,100k
0db,1k,1,1n,907316,61.1707,81.7451,100k
0db,1k,1,1.5n,898600,58.8654,81.7451,100k
0db,1k,1,2.2n,874206,56.9613,81.7451,100k
0db,1k,1,2.7n,854727,56.3106,81.7451,100k
0db,1k,1,3.3n,832690,56.0119,81.7451,100k
0db,1k,1,4.7n,791692,56.3056,81.7451,100k
0db,1k,2,1f,883463,67.265,81.7451,100k
0db,1k,2,47p,885732,66.985,81.7451,100k
0db,1k,2,100p,888308,66.6659,81.7451,100k
0db,1k,2,220p,894288,65.9272,81.7451,100k
0db,1k,2,470p,907227,64.3176,81.7451,100k
0db,1k,2,1n,936848,60.5501,81.7451,100k
0db,1k,2,1.5n,967769,56.465,81.7451,100k
0db,1k,2,2.2n,1.01515E+06,49.698,81.745,100k
0db,1k,2,2.7n,1.04964E+06,44.0721,81.745,100k
0db,1k,2,3.3n,1.08546E+06,36.7311,81.745,100k
