cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,937572,67.5034,78.2891
1,0,1m,47p,939826,67.2156,78.2891
1,0,1m,100p,942380,66.8879,78.2891
1,0,1m,220p,948211,66.1334,78.2891
1,0,1m,470p,960705,64.4997,78.2891
1,0,1m,1n,988699,60.7349,78.2891
1,0,1m,2.2n,1.05713E+06,50.4743,78.289
1,0,1m,4.7n,1.12691E+06,26.5149,78.289
1,0,430,1f,937548,67.3771,78.2891
1,0,430,47p,939802,67.089,78.2891
1,0,430,100p,942356,66.761,78.2891
1,0,430,220p,948187,66.0057,78.2891
1,0,430,470p,960679,64.3704,78.2891
1,0,430,1n,988669,60.602,78.289
1,0,430,2.2n,1.05708E+06,50.333,78.289
1,0,430,4.7n,1.12687E+06,26.3655,78.289
1,6,1m,1f,938645,67.508,78.4252
1,6,1m,47p,939136,67.4354,78.4252
1,6,1m,100p,939485,67.3557,78.4252
1,6,1m,220p,939490,67.2,78.4252
1,6,1m,470p,937296,67.0315,78.4252
1,6,1m,1n,932331,67.0497,78.4252
1,6,1m,2.2n,928407,67.2146,78.4252
1,6,1m,4.7n,926763,67.3345,78.4252
1,6,430,1f,938622,67.3815,78.4252
1,6,430,47p,939112,67.3089,78.4252
1,6,430,100p,939461,67.2292,78.4252
1,6,430,220p,939466,67.0734,78.4252
1,6,430,470p,937272,66.9052,78.4252
1,6,430,1n,932309,66.9241,78.4252
1,6,430,2.2n,928384,67.0895,78.4252
1,6,430,4.7n,926740,67.2096,78.4252
1,12,1m,1f,938928,67.5092,78.4613
1,12,1m,47p,939057,67.4908,78.4613
1,12,1m,100p,939163,67.4703,78.4613
1,12,1m,220p,939246,67.4278,78.4613
1,12,1m,470p,938866,67.3681,78.4613
1,12,1m,1n,937444,67.3469,78.4613
1,12,1m,2.2n,935857,67.3941,78.4613
1,12,1m,4.7n,935100,67.4407,78.4613
1,12,430,1f,938904,67.3827,78.4613
1,12,430,47p,939034,67.3643,78.4613
1,12,430,100p,939140,67.3438,78.4613
1,12,430,220p,939223,67.3013,78.4613
1,12,430,470p,938843,67.2417,78.4613
1,12,430,1n,937420,67.2206,78.4613
1,12,430,2.2n,935834,67.2681,78.4613
1,12,430,4.7n,935076,67.3148,78.4613
2,0,1m,1f,942161,67.5236,78.8847
2,0,1m,47p,944460,67.2329,78.8847
2,0,1m,100p,947066,66.9018,78.8847
2,0,1m,220p,953016,66.1393,78.8847
2,0,1m,470p,965908,64.4833,78.8847
2,0,1m,1n,994716,60.663,78.8847
2,0,1m,2.2n,1.06577E+06,50.1805,78.8847
2,0,1m,4.7n,1.13677E+06,25.7061,78.8847
2,0,430,1f,942137,67.3967,78.8847
2,0,430,47p,944436,67.1057,78.8847
2,0,430,100p,947042,66.7743,78.8847
2,0,430,220p,952991,66.0109,78.8847
2,0,430,470p,965881,64.3533,78.8847
2,0,430,1n,994686,60.5293,78.8847
2,0,430,2.2n,1.06573E+06,50.0381,78.8847
2,0,430,4.7n,1.13673E+06,25.5555,78.8847
2,6,1m,1f,943237,67.5287,79.03
2,6,1m,47p,943688,67.4562,79.03
2,6,1m,100p,943880,67.3802,79.03
2,6,1m,220p,943277,67.258,79.03
2,6,1m,470p,940604,67.2026,79.03
2,6,1m,1n,937461,67.2844,79.03
2,6,1m,2.2n,935740,67.3844,79.03
2,6,1m,4.7n,935088,67.4398,79.03
2,6,430,1f,943214,67.4016,79.03
2,6,430,47p,943666,67.329,79.03
2,6,430,100p,943857,67.2531,79.03
2,6,430,220p,943254,67.131,79.03
2,6,430,470p,940582,67.0758,79.03
2,6,430,1n,937439,67.1581,79.03
2,6,430,2.2n,935718,67.2584,79.03
2,6,430,4.7n,935066,67.3138,79.03
2,12,1m,1f,943523,67.53,79.0691
2,12,1m,47p,943646,67.5115,79.0691
2,12,1m,100p,943721,67.4915,79.0691
2,12,1m,220p,943661,67.4546,79.0691
2,12,1m,470p,943020,67.4237,79.0691
2,12,1m,1n,941929,67.4384,79.0691
2,12,1m,2.2n,941198,67.4735,79.0691
2,12,1m,4.7n,940909,67.4956,79.0691
2,12,430,1f,943499,67.4029,79.0691
2,12,430,47p,943622,67.3844,79.0691
2,12,430,100p,943697,67.3643,79.0691
2,12,430,220p,943637,67.3275,79.0691
2,12,430,470p,942996,67.2967,79.0691
2,12,430,1n,941906,67.3115,79.0691
2,12,430,2.2n,941175,67.3467,79.0691
2,12,430,4.7n,940885,67.3689,79.0691
