cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,794257,68.0016,78.8305
1,0,1m,47p,795627,67.7762,78.8305
1,0,1m,100p,797176,67.5203,78.8305
1,0,1m,220p,800695,66.9342,78.8305
1,0,1m,470p,808066,65.683,78.8305
1,0,1m,1n,824094,62.8814,78.8305
1,0,1m,2.2n,861057,55.7579,78.8305
1,0,1m,4.7n,914786,38.773,78.8305
1,0,430,1f,794243,67.8944,78.8305
1,0,430,47p,795612,67.6689,78.8305
1,0,430,100p,797162,67.4128,78.8305
1,0,430,220p,800680,66.8262,78.8305
1,0,430,470p,808051,65.574,78.8305
1,0,430,1n,824077,62.7704,78.8305
1,0,430,2.2n,861036,55.6422,78.8305
1,0,430,4.7n,914761,38.6508,78.8305
1,6,1m,1f,795136,68.0045,78.9671
1,6,1m,47p,795437,67.9476,78.9671
1,6,1m,100p,795658,67.8848,78.9671
1,6,1m,220p,795701,67.7572,78.9671
1,6,1m,470p,794334,67.5944,78.9671
1,6,1m,1n,790624,67.5662,78.9671
1,6,1m,2.2n,787113,67.7125,78.9671
1,6,1m,4.7n,785573,67.8377,78.9671
1,6,430,1f,795121,67.8973,78.9671
1,6,430,47p,795422,67.8403,78.9671
1,6,430,100p,795644,67.7775,78.9671
1,6,430,220p,795686,67.6499,78.9671
1,6,430,470p,794320,67.4873,78.9671
1,6,430,1n,790610,67.4596,78.9671
1,6,430,2.2n,787099,67.6063,78.9671
1,6,430,4.7n,785559,67.7318,78.9671
1,12,1m,1f,795368,68.0053,79.0034
1,12,1m,47p,795448,67.9908,79.0034
1,12,1m,100p,795514,67.9747,79.0034
1,12,1m,220p,795573,67.9406,79.0034
1,12,1m,470p,795354,67.8876,79.0034
1,12,1m,1n,794342,67.8557,79.0034
1,12,1m,2.2n,793014,67.8911,79.0034
1,12,1m,4.7n,792326,67.9379,79.0034
1,12,430,1f,795354,67.898,79.0034
1,12,430,47p,795433,67.8835,79.0034
1,12,430,100p,795499,67.8675,79.0034
1,12,430,220p,795558,67.8333,79.0034
1,12,430,470p,795339,67.7803,79.0034
1,12,430,1n,794328,67.7486,79.0034
1,12,430,2.2n,793000,67.7842,79.0034
1,12,430,4.7n,792312,67.8311,79.0034
2,0,1m,1f,798017,68.0145,79.4282
2,0,1m,47p,799415,67.7869,79.4282
2,0,1m,100p,800994,67.5285,79.4282
2,0,1m,220p,804582,66.9366,79.4282
2,0,1m,470p,812099,65.6723,79.4282
2,0,1m,1n,828581,62.8345,79.4282
2,0,1m,2.2n,866741,55.5947,79.4282
2,0,1m,4.7n,922291,38.2556,79.4282
2,0,430,1f,798003,67.9069,79.4282
2,0,430,47p,799400,67.6791,79.4282
2,0,430,100p,800980,67.4205,79.4282
2,0,430,220p,804567,66.8281,79.4282
2,0,430,470p,812083,65.5628,79.4282
2,0,430,1n,828564,62.7229,79.4282
2,0,430,2.2n,866720,55.4782,79.4282
2,0,430,4.7n,922265,38.1325,79.4282
2,6,1m,1f,798900,68.0178,79.574
2,6,1m,47p,799178,67.961,79.574
2,6,1m,100p,799309,67.9003,79.574
2,6,1m,220p,798972,67.7938,79.574
2,6,1m,470p,797106,67.7203,79.574
2,6,1m,1n,794454,67.7785,79.574
2,6,1m,2.2n,792891,67.8774,79.574
2,6,1m,4.7n,792301,67.9364,79.574
2,6,430,1f,798885,67.9101,79.574
2,6,430,47p,799164,67.8532,79.574
2,6,430,100p,799294,67.7925,79.574
2,6,430,220p,798957,67.6861,79.574
2,6,430,470p,797092,67.6128,79.574
2,6,430,1n,794439,67.6714,79.574
2,6,430,2.2n,792877,67.7705,79.574
2,6,430,4.7n,792287,67.8296,79.574
2,12,1m,1f,799134,68.0187,79.6132
2,12,1m,47p,799210,68.0042,79.6132
2,12,1m,100p,799258,67.9883,79.6132
2,12,1m,220p,799232,67.9575,79.6132
2,12,1m,470p,798813,67.9251,79.6132
2,12,1m,1n,797943,67.9303,79.6132
2,12,1m,2.2n,797276,67.9635,79.6132
2,12,1m,4.7n,797006,67.987,79.6132
2,12,430,1f,799120,67.9109,79.6132
2,12,430,47p,799195,67.8964,79.6132
2,12,430,100p,799243,67.8805,79.6132
2,12,430,220p,799217,67.8498,79.6132
2,12,430,470p,798799,67.8174,79.6132
2,12,430,1n,797928,67.8227,79.6132
2,12,430,2.2n,797262,67.856,79.6132
2,12,430,4.7n,796992,67.8795,79.6132
