cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,950990,65.1184,80.1458
1,0,1m,47p,953731,64.8037,80.1458
1,0,1m,100p,956895,64.4432,80.1458
1,0,1m,220p,964236,63.6069,80.1458
1,0,1m,470p,980055,61.7765,80.1458
1,0,1m,1n,1.01694E+06,57.419,80.1458
1,0,1m,2.2n,1.1161E+06,44.3798,80.1458
1,0,1m,4.7n,1.18832E+06,14.4287,80.1457
1,0,430,1f,950966,64.9902,80.1458
1,0,430,47p,953707,64.6752,80.1458
1,0,430,100p,956870,64.3143,80.1458
1,0,430,220p,964210,63.477,80.1458
1,0,430,470p,980027,61.6446,80.1458
1,0,430,1n,1.01691E+06,57.2824,80.1458
1,0,430,2.2n,1.11605E+06,44.231,80.1458
1,0,430,4.7n,1.18828E+06,14.2713,80.1457
1,6,1m,1f,952105,65.1316,80.2955
1,6,1m,47p,952713,65.0516,80.2955
1,6,1m,100p,953175,64.9626,80.2955
1,6,1m,220p,953351,64.7839,80.2955
1,6,1m,470p,951192,64.5776,80.2955
1,6,1m,1n,945940,64.5675,80.2955
1,6,1m,2.2n,941601,64.7285,80.2954
1,6,1m,4.7n,939735,64.852,80.2954
1,6,430,1f,952082,65.0033,80.2955
1,6,430,47p,952689,64.9232,80.2955
1,6,430,100p,953152,64.8341,80.2955
1,6,430,220p,953327,64.6554,80.2955
1,6,430,470p,951169,64.4494,80.2955
1,6,430,1n,945917,64.44,80.2955
1,6,430,2.2n,941578,64.6016,80.2954
1,6,430,4.7n,939713,64.7254,80.2954
1,12,1m,1f,952398,65.1351,80.3352
1,12,1m,47p,952557,65.1148,80.3352
1,12,1m,100p,952694,65.0921,80.3352
1,12,1m,220p,952829,65.0439,80.3352
1,12,1m,470p,952488,64.9732,80.3352
1,12,1m,1n,951010,64.9399,80.3352
1,12,1m,2.2n,949310,64.9827,80.3352
1,12,1m,4.7n,948478,65.0296,80.3352
1,12,430,1f,952374,65.0067,80.3352
1,12,430,47p,952534,64.9865,80.3352
1,12,430,100p,952670,64.9637,80.3352
1,12,430,220p,952806,64.9155,80.3352
1,12,430,470p,952465,64.8448,80.3352
1,12,430,1n,950987,64.8118,80.3352
1,12,430,2.2n,949287,64.8547,80.3352
1,12,430,4.7n,948455,64.9018,80.3352
2,0,1m,1f,955773,65.1752,80.8024
2,0,1m,47p,958645,64.8555,80.8024
2,0,1m,100p,961911,64.4903,80.8024
2,0,1m,220p,969413,63.6447,80.8024
2,0,1m,470p,985753,61.7876,80.8024
2,0,1m,1n,1.02381E+06,57.358,80.8024
2,0,1m,2.2n,1.12776E+06,43.934,80.8024
2,0,1m,4.7n,1.1988E+06,13.3956,80.8024
2,0,430,1f,955749,65.0464,80.8024
2,0,430,47p,958620,64.7263,80.8024
2,0,430,100p,961886,64.3607,80.8024
2,0,430,220p,969388,63.5141,80.8024
2,0,430,470p,985726,61.655,80.8024
2,0,430,1n,1.02377E+06,57.2205,80.8024
2,0,430,2.2n,1.1277E+06,43.7839,80.8024
2,0,430,4.7n,1.19876E+06,13.2369,80.8024
2,6,1m,1f,956919,65.1883,80.9633
2,6,1m,47p,957501,65.1078,80.9633
2,6,1m,100p,957799,65.0217,80.9633
2,6,1m,220p,957273,64.878,80.9633
2,6,1m,470p,954449,64.7993,80.9633
2,6,1m,1n,951088,64.871,80.9633
2,6,1m,2.2n,949202,64.9712,80.9633
2,6,1m,4.7n,948468,65.0285,80.9633
2,6,430,1f,956895,65.0593,80.9633
2,6,430,47p,957477,64.9788,80.9633
2,6,430,100p,957774,64.8926,80.9633
2,6,430,220p,957249,64.7491,80.9633
2,6,430,470p,954426,64.6707,80.9633
2,6,430,1n,951065,64.7429,80.9633
2,6,430,2.2n,949179,64.8433,80.9633
2,6,430,4.7n,948445,64.9007,80.9633
2,12,1m,1f,957224,65.1918,81.0066
2,12,1m,47p,957381,65.1712,81.0066
2,12,1m,100p,957487,65.1487,81.0066
2,12,1m,220p,957462,65.1061,81.0066
2,12,1m,470p,956799,65.0671,81.0066
2,12,1m,1n,955611,65.0772,81.0066
2,12,1m,2.2n,954801,65.112,81.0066
2,12,1m,4.7n,954477,65.1348,81.0066
2,12,430,1f,957200,65.0628,81.0066
2,12,430,47p,957357,65.0422,81.0066
2,12,430,100p,957462,65.0197,81.0066
2,12,430,220p,957438,64.977,81.0066
2,12,430,470p,956774,64.9382,81.0066
2,12,430,1n,955587,64.9485,81.0066
2,12,430,2.2n,954778,64.9834,81.0066
2,12,430,4.7n,954454,65.0061,81.0066
