carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,662193,69.7324,81.4418
1,1m,47p,663188,69.5416,81.4418
1,1m,100p,664312,69.3253,81.4418
1,1m,220p,666866,68.8305,81.4418
1,1m,470p,672219,67.7774,81.4418
1,1m,1n,683886,65.4348,81.4418
1,1m,2.2n,711220,59.5451,81.4418
1,1m,4.7n,761029,44.9806,81.4417
1,430,1f,662185,69.643,81.4418
1,430,47p,663180,69.4521,81.4418
1,430,100p,664304,69.2356,81.4418
1,430,220p,666858,68.7405,81.4418
1,430,470p,672210,67.6867,81.4418
1,430,1n,683876,65.3425,81.4418
1,430,2.2n,711209,59.4493,81.4418
1,430,4.7n,761014,44.8786,81.4417
2,1m,1f,661667,69.7385,81.3387
2,1m,47p,662659,69.548,81.3387
2,1m,100p,663780,69.3321,81.3387
2,1m,220p,666326,68.8381,81.3387
2,1m,470p,671661,67.787,81.3387
2,1m,1n,683273,65.4496,81.3387
2,1m,2.2n,710464,59.5758,81.3386
2,1m,4.7n,759998,45.0622,81.3385
2,430,1f,661659,69.6491,81.3387
2,430,47p,662651,69.4586,81.3387
2,430,100p,663772,69.2425,81.3387
2,430,220p,666318,68.7482,81.3387
2,430,470p,671653,67.6964,81.3387
2,430,1n,683264,65.3574,81.3386
2,430,2.2n,710453,59.4801,81.3386
2,430,4.7n,759983,44.9603,81.3385
