cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001222,1.085490,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001234,1.288469,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.00018,1.049438,,sotto,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001799,1.231948,,sotto,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.00018,1.049438,,sotto,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_10u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001799,1.231948,,sotto,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001223,1.005469,,SOPRA,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,MAINJACK,0.001222,1.229469,,SOPRA,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001736,1.005469,,sotto,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001732,1.125469,,sotto,"pavimento di C a 1.100 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001736,1.005469,,sotto,"pavimento di C a 1.000 s, cond 1"
p_mai_1k_5u,nessuna,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001732,1.125469,,sotto,"pavimento di C a 1.100 s, cond 1"
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,MAINJACK,0.0006761,1.931990,2.000,SOPRA,contro p_mai_1k_10u
pav_num_1k,nessuna,1000,3.818,10,100k,C2_pav,MAINJACK,0.0006592,1.069448,,sotto,"pavimento di C2 contro p_mai_1k_10u, cond 1"
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,FIXJACK1,0.0002164,1.931990,2.000,SOPRA,contro p_mai_1k_10u
pav_num_1k,nessuna,1000,3.818,10,100k,C2_pav,FIXJACK1,0.000211,1.069448,,sotto,"pavimento di C2 contro p_mai_1k_10u, cond 1"
pav_num_1k,nessuna,1000,3.818,10,100k,A_pav,FIXJACK2,0.0002164,1.931990,2.000,SOPRA,contro p_mai_1k_10u
pav_num_1k,nessuna,1000,3.818,10,100k,C2_pav,FIXJACK2,0.000211,1.069448,,sotto,"pavimento di C2 contro p_mai_1k_10u, cond 1"
p_mai_20_10u,nessuna,20,3.818,10,100k,C_pav,MAINJACK,0.0001667,1.010010,,sotto,"pavimento di C a 1.000 s, cond 7.22"
