cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
gr4_100k_bmsempre,g4_serie,1000,3.818,10,100k,B1,MAINJACK,1.652e-06,6.527510,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_bmsempre,g4_serie,1000,3.818,10,100k,B1,FIXJACK1,6.289e-07,6.527510,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_bmsempre,g4_serie,1000,3.818,10,100k,B1,FIXJACK2,6.289e-07,6.527510,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_lzsempre,g4_serie,1000,0,10,100k,B1,MAINJACK,1.735e-18,0.962229,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_lzsempre,g4_serie,1000,0,10,100k,B1,FIXJACK1,6.043e-19,3.712302,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_lzsempre,g4_serie,1000,0,10,100k,B1,FIXJACK2,5.98e-19,2.907437,,sotto,"riferimento sempre in mute, da 0,5 s"
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_ins,MAINJACK,12.79,1.000031,1.100,SOPRA,riferimento gr4_100k_b20sempre
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_rel,MAINJACK,12.79,2.100031,2.000,SOPRA,riferimento gr4_100k_b20mai
gr4_100k_b20,g4_serie,20,3.818,10,100k,B2,MAINJACK,1.176e-06,2.037448,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gr4_100k_b20,g4_serie,20,3.818,10,100k,C1_ins,MAINJACK,0.06227,1.450208,,SOPRA,"diagnostica, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C1_rel,MAINJACK,0.06206,2.650406,,SOPRA,"diagnostica, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C2_ins,MAINJACK,0.06227,1.450208,,SOPRA,"riferimento gr4_100k_b20sempre, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C2_rel,MAINJACK,0.06217,2.650375,,SOPRA,"riferimento gr4_100k_b20mai, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_ins,FIXJACK1,4.062,1.000031,1.100,SOPRA,riferimento gr4_100k_b20sempre
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_rel,FIXJACK1,4.062,2.100031,2.000,SOPRA,riferimento gr4_100k_b20mai
gr4_100k_b20,g4_serie,20,3.818,10,100k,B2,FIXJACK1,4.477e-07,2.037479,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gr4_100k_b20,g4_serie,20,3.818,10,100k,C1_ins,FIXJACK1,0.01984,1.474177,,SOPRA,"diagnostica, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C1_rel,FIXJACK1,0.02011,2.650063,,SOPRA,"diagnostica, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C2_ins,FIXJACK1,0.01984,1.474177,,SOPRA,"riferimento gr4_100k_b20sempre, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,C2_rel,FIXJACK1,0.02012,2.650063,,SOPRA,"riferimento gr4_100k_b20mai, cond 7.22"
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_ins,FIXJACK2,4.062,1.000031,1.100,SOPRA,riferimento gr4_100k_b20sempre
gr4_100k_b20,g4_serie,20,3.818,10,100k,A_rel,FIXJACK2,4.062,2.100031,2.000,SOPRA,riferimento gr4_100k_b20mai
gr4_100k_b20,g4_serie,20,3.818,10,100k,B2,FIXJACK2,4.477e-07,2.037479,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gr4_100k_b20,g4_serie,20,3.818,10,100k,C1_ins,FIXJACK2,0.01984,1.474177,,SOPRA,"diagnostica, cond 7.22"
