cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_ins,MAINJACK,12.69,1.000021,0.120,SOPRA,riferimento gr1_100k_bmsempre
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_rel,MAINJACK,12.69,1.120021,2.000,SOPRA,riferimento gr1_100k_bmmai
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,B2,MAINJACK,0.02009,1.076885,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_ins,MAINJACK,3.34,1.123010,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_rel,MAINJACK,3.34,1.123010,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_ins,MAINJACK,3.338,1.123010,,SOPRA,"riferimento gr1_100k_bmsempre, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_rel,MAINJACK,3.339,1.123010,,SOPRA,"riferimento gr1_100k_bmmai, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_ins,FIXJACK1,4.028,1.000021,0.120,SOPRA,riferimento gr1_100k_bmsempre
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_rel,FIXJACK1,4.028,1.120021,2.000,SOPRA,riferimento gr1_100k_bmmai
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,B2,FIXJACK1,0.006582,1.041406,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_ins,FIXJACK1,1.047,1.126000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_rel,FIXJACK1,1.047,1.126000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_ins,FIXJACK1,1.047,1.126000,,SOPRA,"riferimento gr1_100k_bmsempre, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_rel,FIXJACK1,1.047,1.126000,,SOPRA,"riferimento gr1_100k_bmmai, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_ins,FIXJACK2,4.028,1.000021,0.120,SOPRA,riferimento gr1_100k_bmsempre
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,A_rel,FIXJACK2,4.028,1.120021,2.000,SOPRA,riferimento gr1_100k_bmmai
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,B2,FIXJACK2,0.006582,1.041406,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_ins,FIXJACK2,1.047,1.126000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C1_rel,FIXJACK2,1.047,1.126000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_ins,FIXJACK2,1.047,1.126000,,SOPRA,"riferimento gr1_100k_bmsempre, cond 1"
gr1_100k_bm20ms,g1_jack,1000,3.818,10,100k,C2_rel,FIXJACK2,1.047,1.126000,,SOPRA,"riferimento gr1_100k_bmmai, cond 1"
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,A_ins,MAINJACK,12.69,1.000021,0.300,SOPRA,riferimento gr1_100k_bmsempre
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,A_rel,MAINJACK,12.69,1.300021,2.000,SOPRA,riferimento gr1_100k_bmmai
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,B2,MAINJACK,0.02009,1.220885,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,C1_ins,MAINJACK,0.4209,1.338000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,C1_rel,MAINJACK,0.4209,1.338000,,SOPRA,"diagnostica, cond 1"
gr1_100k_bm200ms,g1_jack,1000,3.818,10,100k,C2_ins,MAINJACK,0.419,1.338000,,SOPRA,"riferimento gr1_100k_bmsempre, cond 1"
