col0,col1,col2,col3,col4,col5
0.00300427131,0.0145664269,0.00300427131,-0.0145499498,0.00300427131,0.0819222634
0.00300927131,0.0145786043,0.00300927131,-0.0145385303,0.00300927131,0.201723239
0.00301427131,0.014590756,0.00301427131,-0.0145271279,0.00301427131,0.321308677
0.00301927131,0.0146028726,0.00301927131,-0.0145157555,0.00301927131,0.44056056
0.00302427131,0.0146149394,0.00302427131,-0.0145044227,0.00302427131,0.559361211
0.00302927131,0.0146269473,0.00302927131,-0.0144931425,0.00302927131,0.677593388
0.00303427131,0.0146388819,0.00303427131,-0.0144819242,0.00303427131,0.795140419
0.00303927131,0.0146507339,0.00303927131,-0.0144707808,0.00303927131,0.911886303
0.00304427131,0.0146624892,0.00304427131,-0.0144597215,0.00304427131,1.02771583
0.00304927131,0.0146741389,0.00304927131,-0.014448759,0.00304927131,1.14251471
0.00305427131,0.0146856689,0.00305427131,-0.0144379026,0.00305427131,1.25616963
0.00305927131,0.0146970705,0.00305927131,-0.0144271648,0.00305927131,1.36856846
0.00306427131,0.0147083299,0.00306427131,-0.0144165543,0.00306427131,1.47960026
0.00306927131,0.0147194387,0.00306927131,-0.0144060837,0.00306927131,1.58915548
0.00307427131,0.0147303835,0.00307427131,-0.0143957615,0.00307427131,1.697126
0.00307927131,0.014741156,0.00307927131,-0.0143855997,0.00307927131,1.80340528
0.00308427131,0.0147517433,0.00308427131,-0.0143756068,0.00308427131,1.90788842
0.00308927131,0.0147621374,0.00308927131,-0.0143657943,0.00308927131,2.01047235
0.00309427131,0.0147723257,0.00309427131,-0.0143561704,0.00309427131,2.1110558
0.00309927131,0.0147823008,0.00309927131,-0.0143467464,0.00309927131,2.20953955
0.00310427131,0.0147920504,0.00310427131,-0.0143375299,0.00310427131,2.30582639
0.00310927131,0.0148015675,0.00310927131,-0.0143285319,0.00310927131,2.39982131
0.00311427131,0.0148108402,0.00311427131,-0.0143197595,0.00311427131,2.49143155
0.00311927131,0.0148198622,0.00311927131,-0.0143112233,0.00311927131,2.58056673
0.00312427131,0.014828622,0.00312427131,-0.0143029301,0.00312427131,2.66713886
0.00312927131,0.0148371136,0.00312927131,-0.0142948899,0.00312927131,2.75106253
0.00313427131,0.0148453262,0.00313427131,-0.014287109,0.00313427131,2.83225491
0.00313927131,0.0148532544,0.00313927131,-0.0142795968,0.00313927131,2.91063589
0.00314427131,0.0148608878,0.00314427131,-0.0142723592,0.00314427131,2.98612812
0.00314927131,0.0148682217,0.00314927131,-0.0142654051,0.00314927131,3.0586571
0.00315427131,0.0148752462,0.00315427131,-0.0142587398,0.00315427131,3.12815125
0.00315927131,0.0148819572,0.00315927131,-0.0142523716,0.00315927131,3.19454201
0.00316427131,0.0148883455,0.00316427131,-0.0142463051,0.00316427131,3.25776384
0.00316927131,0.0148944074,0.00316927131,-0.0142405482,0.00316927131,3.31775438
0.00317427131,0.0149001346,0.00317427131,-0.0142351049,0.00317427131,3.3744544
0.00317927131,0.0149055239,0.00317927131,-0.0142299824,0.00317927131,3.42780797
