col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
8.01832911e-06,0.208694805,8.01832911e-06,0.218822056,8.01832911e-06,0.211536754,8.01832911e-06,0.215993733,8.01832911e-06,0.0841407777,8.01832911e-06,0.552891049,8.01832911e-06,0.18791035,8.01832911e-06,0.0
1.30183291e-05,0.204371091,1.30183291e-05,0.222966221,1.30183291e-05,0.209982914,1.30183291e-05,0.21754622,1.30183291e-05,0.0817300622,1.30183291e-05,0.929095354,1.30183291e-05,0.306964066,1.30183291e-05,0.0
1.80183291e-05,0.199991346,1.80183291e-05,0.227035913,1.80183291e-05,0.208429856,1.80183291e-05,0.21909167,1.80183291e-05,0.0793215405,1.80183291e-05,1.30437672,1.80183291e-05,0.425696273,1.80183291e-05,0.0
2.30183291e-05,0.195560352,2.30183291e-05,0.231027455,2.30183291e-05,0.20687895,2.30183291e-05,0.220628589,2.30183291e-05,0.0769182712,2.30183291e-05,1.67835821,2.30183291e-05,0.544000653,2.30183291e-05,0.0
2.80183291e-05,0.191083368,2.80183291e-05,0.23493792,2.80183291e-05,0.205331949,2.80183291e-05,0.222155494,2.80183291e-05,0.0745221294,2.80183291e-05,2.05067838,2.80183291e-05,0.661750198,2.80183291e-05,0.0
3.30183291e-05,0.186565689,3.30183291e-05,0.238764129,3.30183291e-05,0.203790259,3.30183291e-05,0.223670925,3.30183291e-05,0.0721361181,3.30183291e-05,2.42096173,3.30183291e-05,0.778838391,3.30183291e-05,0.0
3.80183291e-05,0.182013014,3.80183291e-05,0.242503707,3.80183291e-05,0.202255618,3.80183291e-05,0.22517344,3.80183291e-05,0.0697621764,3.80183291e-05,2.78885128,3.80183291e-05,0.895140575,3.80183291e-05,0.0
4.30183291e-05,0.177431102,4.30183291e-05,0.246153982,4.30183291e-05,0.200729462,4.30183291e-05,0.226661619,4.30183291e-05,0.0674032271,4.30183291e-05,3.15397563,4.30183291e-05,1.01055054,4.30183291e-05,0.0
4.80183291e-05,0.172826058,4.80183291e-05,0.249713116,4.80183291e-05,0.199213508,4.80183291e-05,0.228134063,4.80183291e-05,0.0650612682,4.80183291e-05,3.51598288,4.80183291e-05,1.12494637,4.80183291e-05,0.0
5.30183291e-05,0.168204053,5.30183291e-05,0.253178938,5.30183291e-05,0.197709213,5.30183291e-05,0.229589399,5.30183291e-05,0.0627391304,5.30183291e-05,3.87450772,5.30183291e-05,1.23822269,5.30183291e-05,0.0
5.80183291e-05,0.16357156,5.80183291e-05,0.256550129,5.80183291e-05,0.196218267,5.80183291e-05,0.231026275,5.80183291e-05,0.0604388565,5.80183291e-05,4.22920434,5.80183291e-05,1.35026071,5.80183291e-05,0.0
6.30183291e-05,0.158935107,6.30183291e-05,0.259825004,6.30183291e-05,0.194742137,6.30183291e-05,0.23244337,6.30183291e-05,0.0581631787,6.30183291e-05,4.57971521,6.30183291e-05,1.4609564,6.30183291e-05,0.0
6.80183291e-05,0.154301479,6.80183291e-05,0.263002736,6.80183291e-05,0.193282484,6.80183291e-05,0.233839381,6.80183291e-05,0.0559141665,6.80183291e-05,4.92570185,6.80183291e-05,1.57019445,6.80183291e-05,0.0
7.30183291e-05,0.149677502,7.30183291e-05,0.266082101,7.30183291e-05,0.191840773,7.30183291e-05,0.235213043,7.30183291e-05,0.0536944502,7.30183291e-05,5.26681598,7.30183291e-05,1.67787269,7.30183291e-05,0.0
7.80183291e-05,0.145070216,7.80183291e-05,0.269062739,7.80183291e-05,0.190418627,7.80183291e-05,0.236563107,7.80183291e-05,0.0515061067,7.80183291e-05,5.60272773,7.80183291e-05,1.78387966,7.80183291e-05,0.0
8.30183291e-05,0.140486679,8.30183291e-05,0.271943853,8.30183291e-05,0.189017506,8.30183291e-05,0.237888367,8.30183291e-05,0.0493516607,8.30183291e-05,5.93309946,8.30183291e-05,1.88811556,8.30183291e-05,0.0
8.80183291e-05,0.135934122,8.80183291e-05,0.274725515,8.80183291e-05,0.187638985,8.80183291e-05,0.239187629,8.80183291e-05,0.0472331778,8.80183291e-05,6.25761125,8.80183291e-05,1.9904731,8.80183291e-05,0.0
9.30183291e-05,0.131419764,9.30183291e-05,0.277407321,9.30183291e-05,0.186284507,9.30183291e-05,0.240459751,9.30183291e-05,0.0451530738,9.30183291e-05,6.5759374,9.30183291e-05,2.09085534,9.30183291e-05,0.0
9.80183291e-05,0.126950959,9.80183291e-05,0.27998973,9.80183291e-05,0.184955595,9.80183291e-05,0.241703598,9.80183291e-05,0.043113384,9.80183291e-05,6.88776922,9.80183291e-05,2.1891595,9.80183291e-05,0.0
0.000103018329,0.122535015,0.000103018329,0.28247269,0.000103018329,0.183653667,0.000103018329,0.242918091,0.000103018329,0.0411164116,0.000103018329,7.19279418,0.000103018329,2.28529197,0.000103018329,0.0
0.000108018329,0.118179334,0.000108018329,0.284857007,0.000108018329,0.182380186,0.000108018329,0.244102159,0.000108018329,0.0391641444,0.000108018329,7.4907161,0.000108018329,2.37915481,0.000108018329,0.0
0.000113018329,0.113891237,0.000113018329,0.287142931,0.000113018329,0.181136534,0.000113018329,0.245254789,0.000113018329,0.0372587686,0.000113018329,7.7812368,0.000113018329,2.47065818,0.000113018329,0.0
0.000118018329,0.109678096,0.000118018329,0.289331568,0.000118018329,0.17992411,0.000118018329,0.246374971,0.000118018329,0.0354022078,0.000118018329,8.06407383,0.000118018329,2.55970926,0.000118018329,0.0
0.000123018329,0.105547171,0.000123018329,0.291423423,0.000123018329,0.17874425,0.000123018329,0.247461764,0.000123018329,0.0335965264,0.000123018329,8.33894447,0.000123018329,2.64622245,0.000123018329,0.0
0.000128018329,0.101505728,0.000128018329,0.293419849,0.000128018329,0.177598281,0.000128018329,0.248514222,0.000128018329,0.0318435689,0.000128018329,8.60558117,0.000128018329,2.73011035,0.000128018329,0.0
0.000133018329,0.0975608824,0.000133018329,0.295321557,0.000133018329,0.176487484,0.000133018329,0.249531474,0.000133018329,0.0301452724,0.000133018329,8.86371775,0.000133018329,2.81129199,0.000133018329,0.0
0.000138018329,0.0937197167,0.000138018329,0.297130093,0.000138018329,0.17541311,0.000138018329,0.250512639,0.000138018329,0.0285033882,0.000138018329,9.11310266,0.000138018329,2.88968564,0.000138018329,0.0
0.000143018329,0.0899891271,0.000143018329,0.298846324,0.000143018329,0.174376376,0.000143018329,0.25145692,0.000143018329,0.0269197209,0.000143018329,9.35348722,0.000143018329,2.96521538,0.000143018329,0.0
0.000148018329,0.0863759333,0.000148018329,0.300471935,0.000148018329,0.173378447,0.000148018329,0.252363502,0.000148018329,0.0253959154,0.000148018329,9.58463695,0.000148018329,3.03780542,0.000148018329,0.0
0.000153018329,0.0828867346,0.000153018329,0.302007895,0.000153018329,0.172420472,0.000153018329,0.253231661,0.000153018329,0.0239336386,0.000153018329,9.80632159,0.000153018329,3.10738522,0.000153018329,0.0
0.000158018329,0.0795280133,0.000158018329,0.303455979,0.000158018329,0.171503523,0.000158018329,0.254060647,0.000158018329,0.0225344171,0.000158018329,10.0183247,0.000158018329,3.17388517,0.000158018329,0.0
0.000163018329,0.0763059969,0.000163018329,0.304817205,0.000163018329,0.170628671,0.000163018329,0.254849815,0.000163018329,0.0211997745,0.000163018329,10.2204353,0.000163018329,3.23724046,0.000163018329,0.0
0.000168018329,0.0732267575,0.000168018329,0.306093386,0.000168018329,0.169796893,0.000168018329,0.255598479,0.000168018329,0.0199311087,0.000168018329,10.4124559,0.000168018329,3.29738789,0.000168018329,0.0
0.000173018329,0.0702960796,0.000173018329,0.307285541,0.000173018329,0.169009173,0.000173018329,0.25630607,0.000173018329,0.0187297944,0.000173018329,10.5941956,0.000173018329,3.35426868,0.000173018329,0.0
0.000178018329,0.0675195565,0.000178018329,0.308395467,0.000178018329,0.168266385,0.000178018329,0.256971971,0.000178018329,0.0175970916,0.000178018329,10.7654767,0.000178018329,3.40782622,0.000178018329,0.0
0.000183018329,0.0649024629,0.000183018329,0.309424141,0.000183018329,0.167569422,0.000183018329,0.257595686,0.000183018329,0.0165342211,0.000183018329,10.9261289,0.000183018329,3.45800804,0.000183018329,0.0
0.000188018329,0.0624498494,0.000188018329,0.310373299,0.000188018329,0.166919052,0.000188018329,0.258176667,0.000188018329,0.0155422963,0.000188018329,11.0759952,0.000188018329,3.50476433,0.000188018329,0.0
0.000193018329,0.0601664194,0.000193018329,0.311243827,0.000193018329,0.166316069,0.000193018329,0.258714495,0.000193018329,0.0146223796,0.000193018329,11.2149266,0.000193018329,3.54804916,0.000193018329,0.0
0.000198018329,0.058056623,0.000198018329,0.31203736,0.000198018329,0.165761128,0.000198018329,0.25920869,0.000198018329,0.013775431,0.000198018329,11.3427872,0.000198018329,3.58781967,0.000198018329,0.0
0.000203018329,0.0561245373,0.000203018329,0.312754655,0.000203018329,0.165254922,0.000203018329,0.259658909,0.000203018329,0.0130023499,0.000203018329,11.4594501,0.000203018329,3.62403671,0.000203018329,0.0
0.000208018329,0.0543739602,0.000208018329,0.313397203,0.000208018329,0.164797991,0.000208018329,0.260064738,0.000208018329,0.0123039373,0.000208018329,11.5648009,0.000208018329,3.65666449,0.000208018329,0.0
0.000213018329,0.0528082945,0.000213018329,0.3139656,0.000213018329,0.164390917,0.000213018329,0.260425913,0.000213018329,0.0116809256,0.000213018329,11.6587352,0.000213018329,3.68567081,0.000213018329,0.0
0.000218018329,0.0514306423,0.000218018329,0.314461162,0.000218018329,0.164034124,0.000218018329,0.260742087,0.000218018329,0.0111339523,0.000218018329,11.7411609,0.000218018329,3.71102709,0.000218018329,0.0
0.000223018329,0.0502436918,0.000223018329,0.314884291,0.000223018329,0.163728083,0.000223018329,0.261013072,0.000223018329,0.0106635802,0.000223018329,11.8119962,0.000223018329,3.73270823,0.000223018329,0.0
0.000228018329,0.0492498135,0.000228018329,0.3152361,0.000228018329,0.163473094,0.000228018329,0.26123859,0.000228018329,0.0102702793,0.000228018329,11.8711716,0.000228018329,3.75069293,0.000228018329,0.0
0.000233018329,0.0484509488,0.000233018329,0.315516778,0.000233018329,0.163269515,0.000233018329,0.261418529,0.000233018329,0.0099544412,0.000233018329,11.9186283,0.000233018329,3.76496332,0.000233018329,0.0
0.000238018329,0.0478487091,0.000238018329,0.31572721,0.000238018329,0.163117524,0.000238018329,0.261552679,0.000238018329,0.0097163659,0.000238018329,11.9543197,0.000238018329,3.77550546,0.000238018329,0.0
0.000243018329,0.0474442655,0.000243018329,0.315867357,0.000243018329,0.163017359,0.000243018329,0.261641005,0.000243018329,0.00955627246,0.000243018329,11.9782103,0.000243018329,3.78230879,0.000243018329,0.0
0.000248018329,0.0472384517,0.000248018329,0.315937866,0.000248018329,0.162969075,0.000248018329,0.261683364,0.000248018329,0.0094742899,0.000248018329,11.9902764,0.000248018329,3.78536675,0.000248018329,0.0
0.000253018329,0.0472316536,0.000253018329,0.315938456,0.000253018329,0.162972793,0.000253018329,0.261679798,0.000253018329,0.00947046442,0.000253018329,11.990506,0.000253018329,3.78467616,0.000253018329,0.0
0.000258018329,0.0474239174,0.000258018329,0.315869527,0.000258018329,0.163028442,0.000258018329,0.261630232,0.000258018329,0.00954475377,0.000258018329,11.9788986,0.000258018329,3.78023785,0.000258018329,0.0
0.000263018329,0.0478148376,0.000263018329,0.31573056,0.000263018329,0.163136024,0.000263018329,0.261534785,0.000263018329,0.00969703188,0.000263018329,11.9554655,0.000263018329,3.77205606,0.000263018329,0.0
0.000268018329,0.0484036724,0.000268018329,0.315521709,0.000268018329,0.163295343,0.000268018329,0.261393449,0.000268018329,0.00992708598,0.000268018329,11.9202296,0.000268018329,3.76013899,0.000268018329,0.0
0.000273018329,0.0491892283,0.000273018329,0.315242217,0.000273018329,0.163506283,0.000273018329,0.26120642,0.000273018329,0.0102346193,0.000273018329,11.8732255,0.000273018329,3.74449827,0.000273018329,0.0
0.000278018329,0.0501699841,0.000278018329,0.314891999,0.000278018329,0.163768524,0.000278018329,0.260973759,0.000278018329,0.0106192503,0.000278018329,11.8144993,0.000278018329,3.72514946,0.000278018329,0.0
0.000283018329,0.0513439717,0.000283018329,0.314470075,0.000283018329,0.164081833,0.000283018329,0.260695736,0.000283018329,0.0110805138,0.000283018329,11.744109,0.000283018329,3.70211152,0.000283018329,0.0
0.000288018329,0.0527089089,0.000288018329,0.313976135,0.000288018329,0.164445767,0.000288018329,0.260372483,0.000288018329,0.0116178625,0.000288018329,11.6621236,0.000288018329,3.6754073,0.000288018329,0.0
0.000293018329,0.0542620754,0.000293018329,0.31340899,0.000293018329,0.164859978,0.000293018329,0.260004344,0.000293018329,0.0122306662,0.000293018329,11.5686241,0.000293018329,3.64506304,0.000293018329,0.0
0.000298018329,0.0560004559,0.000298018329,0.312768125,0.000298018329,0.165323904,0.000298018329,0.259591521,0.000298018329,0.0129182151,0.000298018329,11.4637025,0.000298018329,3.61110879,0.000298018329,0.0
0.000303018329,0.0579206095,0.000303018329,0.312052169,0.000303018329,0.165837082,0.000303018329,0.259134434,0.000303018329,0.0136797185,0.000303018329,11.3474623,0.000303018329,3.57357795,0.000303018329,0.0
0.000308018329,0.0600188244,0.000308018329,0.311260424,0.000308018329,0.166398834,0.000308018329,0.258633352,0.000308018329,0.0145143087,0.000308018329,11.2200178,0.000308018329,3.53250764,0.000308018329,0.0
0.000313018329,0.0622909788,0.000313018329,0.310391366,0.000313018329,0.167008589,0.000313018329,0.258088771,0.000313018329,0.0154210391,0.000313018329,11.081495,0.000313018329,3.48793831,0.000313018329,0.0
0.000318018329,0.0647327093,0.000318018329,0.309444148,0.000318018329,0.167665557,0.000318018329,0.257501031,0.000318018329,0.0163988892,0.000318018329,10.93203,0.000318018329,3.43991401,0.000318018329,0.0
0.000323018329,0.0673392608,0.000323018329,0.308417128,0.000323018329,0.168369058,0.000323018329,0.256870703,0.000323018329,0.0174467626,0.000323018329,10.7717706,0.000323018329,3.38848206,0.000323018329,0.0
0.000328018329,0.0701056701,0.000328018329,0.307309342,0.000328018329,0.169118195,0.000328018329,0.256198194,0.000328018329,0.0185634918,0.000328018329,10.6008744,0.000328018329,3.33369327,0.000328018329,0.0
0.000333018329,0.0730266037,0.000333018329,0.306119072,0.000333018329,0.16991219,0.000333018329,0.25548415,0.000333018329,0.0197478368,0.000333018329,10.4195102,0.000333018329,3.27560167,0.000333018329,0.0
0.000338018329,0.0760965572,0.000338018329,0.304845281,0.000338018329,0.17075004,0.000338018329,0.254729049,0.000338018329,0.0209984898,0.000338018329,10.2278566,0.000338018329,3.21426459,0.000338018329,0.0
0.000343018329,0.0793096796,0.000343018329,0.303486214,0.000343018329,0.171630871,0.000343018329,0.253933611,0.000343018329,0.0223140739,0.000343018329,10.0261026,0.000343018329,3.14974256,0.000343018329,0.0
0.000348018329,0.0826599896,0.000348018329,0.302040808,0.000348018329,0.172553585,0.000348018329,0.253098382,0.000348018329,0.0236931486,0.000348018329,9.81444716,0.000348018329,3.08209924,0.000348018329,0.0
0.000353018329,0.0861411851,0.000353018329,0.300507321,0.000353018329,0.173517219,0.000353018329,0.252224156,0.000353018329,0.0251342077,0.000353018329,9.59309903,0.000353018329,3.01140141,0.000353018329,0.0
0.000358018329,0.0897468771,0.000358018329,0.298884707,0.000358018329,0.174520581,0.000358018329,0.25131155,0.000358018329,0.0266356855,0.000358018329,9.36227633,0.000358018329,2.93771879,0.000358018329,0.0
0.000363018329,0.0934703833,0.000363018329,0.29717129,0.000363018329,0.175562625,0.000363018329,0.250361429,0.000363018329,0.0281959549,0.000363018329,9.12220685,0.000363018329,2.86112413,0.000363018329,0.0
0.000368018329,0.0973049801,0.000368018329,0.295366094,0.000368018329,0.176642077,0.000368018329,0.249374477,0.000368018329,0.0298133332,0.000368018329,8.87312715,0.000368018329,2.78169298,0.000368018329,0.0
0.000373018329,0.101243679,0.000373018329,0.293467558,0.000373018329,0.177757813,0.000373018329,0.248351633,0.000373018329,0.0314860809,0.000373018329,8.61528307,0.000373018329,2.69950378,0.000373018329,0.0
0.000378018329,0.105279499,0.000378018329,0.291474826,0.000378018329,0.178908481,0.000378018329,0.247293651,0.000378018329,0.0332124072,0.000378018329,8.3489287,0.000378018329,2.61463755,0.000378018329,0.0
0.000383018329,0.10940522,0.000383018329,0.289386508,0.000383018329,0.18009289,0.000383018329,0.246201536,0.000383018329,0.0349904693,0.000383018329,8.07432694,0.000383018329,2.52717814,0.000383018329,0.0
0.000388018329,0.113613682,0.000388018329,0.28720192,0.000388018329,0.181309616,0.000388018329,0.245076112,0.000388018329,0.0368183774,0.000388018329,7.79174843,0.000388018329,2.43721175,0.000388018329,0.0
0.000393018329,0.117897514,0.000393018329,0.284919894,0.000393018329,0.182557408,0.000393018329,0.243918454,0.000393018329,0.0386941945,0.000393018329,7.5014721,0.000393018329,2.34482728,0.000393018329,0.0
0.000398018329,0.122249452,0.000398018329,0.282539972,0.000398018329,0.183834777,0.000398018329,0.242729449,0.000398018329,0.0406159414,0.000398018329,7.20378408,0.000398018329,2.25011578,0.000398018329,0.0
0.000403018329,0.126662053,0.000403018329,0.280061257,0.000403018329,0.18514042,0.000403018329,0.241510242,0.000403018329,0.0425815967,0.000403018329,6.8989782,0.000403018329,2.15317084,0.000403018329,0.0
0.000408018329,0.13112803,0.000408018329,0.277483566,0.000408018329,0.186472794,0.000408018329,0.240261784,0.000408018329,0.0445891011,0.000408018329,6.58735499,0.000408018329,2.05408799,0.000408018329,0.0
0.000413018329,0.135639943,0.000413018329,0.274806326,0.000413018329,0.187830549,0.000413018329,0.238985284,0.000413018329,0.0466363589,0.000413018329,6.26922204,0.000413018329,1.95296517,0.000413018329,0.0
0.000418018329,0.140190557,0.000418018329,0.272029677,0.000418018329,0.189212094,0.000418018329,0.237681758,0.000418018329,0.0487212405,0.000418018329,5.94489303,0.000418018329,1.849902,0.000418018329,0.0
0.000423018329,0.144772513,0.000423018329,0.269153414,0.000423018329,0.190616044,0.000423018329,0.236352476,0.000423018329,0.0508415857,0.000423018329,5.61468812,0.000423018329,1.74500037,0.000423018329,0.0
0.000428018329,0.149378703,0.000428018329,0.266178042,0.000428018329,0.192040769,0.000428018329,0.234998517,0.000428018329,0.0529952048,0.000428018329,5.27893295,0.000428018329,1.63836364,0.000428018329,0.0
0.000433018329,0.15400192,0.000433018329,0.26310377,0.000433018329,0.193484852,0.000433018329,0.233621209,0.000433018329,0.0551798829,0.000433018329,4.93795895,0.000433018329,1.5300972,0.000433018329,0.0
0.000438018329,0.158635254,0.000438018329,0.259931509,0.000438018329,0.194946634,0.000438018329,0.232221689,0.000438018329,0.0573933805,0.000438018329,4.59210243,0.000438018329,1.42030773,0.000438018329,0.0
0.000443018329,0.163271718,0.000443018329,0.256661916,0.000443018329,0.196424676,0.000443018329,0.230801345,0.000443018329,0.0596334379,0.000443018329,4.24170481,0.000443018329,1.30910377,0.000443018329,0.0
0.000448018329,0.167904666,0.000448018329,0.253296344,0.000448018329,0.197917296,0.000448018329,0.229361366,0.000448018329,0.0618977757,0.000448018329,3.88711172,0.000448018329,1.19659486,0.000448018329,0.0
0.000453018329,0.172527397,0.000453018329,0.249835932,0.000453018329,0.199423042,0.000453018329,0.227903194,0.000453018329,0.0641840995,0.000453018329,3.52867322,0.000453018329,1.08289225,0.000453018329,0.0
0.000458018329,0.177133589,0.000458018329,0.246282502,0.000458018329,0.200940215,0.000458018329,0.226428071,0.000458018329,0.0664901003,0.000458018329,3.16674291,0.000458018329,0.968107934,0.000458018329,0.0
0.000463018329,0.181716882,0.000463018329,0.2426377,0.000463018329,0.202467361,0.000463018329,0.224937487,0.000463018329,0.0688134587,0.000463018329,2.80167811,0.000463018329,0.852355407,0.000463018329,0.0
0.000468018329,0.186271336,0.000468018329,0.238903842,0.000468018329,0.20400277,0.000468018329,0.223432733,0.000468018329,0.0711518458,0.000468018329,2.43383899,0.000468018329,0.7357487,0.000468018329,0.0
0.000473018329,0.190790984,0.000473018329,0.235083097,0.000473018329,0.205544991,0.000473018329,0.221915344,0.000473018329,0.0735029273,0.000473018329,2.06358872,0.000473018329,0.618403099,0.000473018329,0.0
0.000478018329,0.195270315,0.000478018329,0.231178292,0.000478018329,0.207092315,0.000478018329,0.220386655,0.000478018329,0.0758643643,0.000478018329,1.69129261,0.000478018329,0.500434204,0.000478018329,0.0
0.000483018329,0.1997038,0.000483018329,0.227192133,0.000483018329,0.208643299,0.000483018329,0.21884824,0.000483018329,0.0782338171,0.000483018329,1.31731824,0.000483018329,0.381958653,0.000483018329,0.0
0.000488018329,0.204086395,0.000488018329,0.223127962,0.000488018329,0.21019624,0.000488018329,0.217301473,0.000488018329,0.0806089462,0.000488018329,0.942034625,0.000488018329,0.263093157,0.000488018329,0.0
0.000493018329,0.20841305,0.000493018329,0.218989025,0.000493018329,0.211749713,0.000493018329,0.215747964,0.000493018329,0.082987416,0.000493018329,0.56581232,0.000493018329,0.143955244,0.000493018329,0.0
0.000498018329,0.21267922,0.000498018329,0.214779181,0.000498018329,0.213302029,0.000498018329,0.214189121,0.000498018329,0.085366896,0.000498018329,0.189022568,0.000498018329,0.0246622757,0.000498018329,0.0
0.000503018329,0.216880359,0.000503018329,0.210502213,0.000503018329,0.214851785,0.000503018329,0.212626582,0.000503018329,0.0877450638,0.000503018329,-0.187962569,0.000503018329,-0.0946677943,0.000503018329,0.0
0.000508018329,0.221012451,0.000508018329,0.206162489,0.000508018329,0.216397311,0.000508018329,0.211061783,0.000508018329,0.0901196069,0.000508018329,-0.564771077,0.000508018329,-0.213917417,0.000508018329,0.0
0.000513018329,0.225071474,0.000513018329,0.201764316,0.000513018329,0.217937235,0.000513018329,0.209496386,0.000513018329,0.092488225,0.000513018329,-0.941030862,0.000513018329,-0.332968678,0.000513018329,0.0
0.000518018329,0.229053953,0.000518018329,0.197312552,0.000518018329,0.219469913,0.000518018329,0.20793185,0.000518018329,0.0948486327,0.000518018329,-1.31637061,0.000518018329,-0.451704305,0.000518018329,0.0
0.000523018329,0.232956407,0.000523018329,0.192812008,0.000523018329,0.220994006,0.000523018329,0.206369853,0.000523018329,0.0971985602,0.000523018329,-1.69041966,0.000523018329,-0.57000689,0.000523018329,0.0
0.000528018329,0.236775909,0.000528018329,0.188268012,0.000528018329,0.222507905,0.000528018329,0.20481187,0.000528018329,0.0995357575,0.000528018329,-2.06280887,0.000528018329,-0.687759899,0.000528018329,0.0
0.000533018329,0.240509521,0.000533018329,0.183685848,0.000533018329,0.22401031,0.000533018329,0.203259588,0.000533018329,0.101857994,0.000533018329,-2.43317048,0.000533018329,-0.804846892,0.000533018329,0.0
0.000538018329,0.244154866,0.000538018329,0.179071281,0.000538018329,0.225499647,0.000538018329,0.201714491,0.000538018329,0.104163062,0.000538018329,-2.80113898,0.000538018329,-0.921152536,0.000538018329,0.0
0.000543018329,0.247709544,0.000543018329,0.174430033,0.000543018329,0.226974664,0.000543018329,0.20017827,0.000543018329,0.106448779,0.000543018329,-3.16635096,0.000543018329,-1.03656182,0.000543018329,0.0
0.000548018329,0.25117172,0.000548018329,0.169768266,0.000548018329,0.228433828,0.000548018329,0.198652411,0.000548018329,0.108712989,0.000548018329,-3.52844597,0.000548018329,-1.15096106,0.000548018329,0.0
0.000553018329,0.254539518,0.000553018329,0.165092097,0.000553018329,0.229875936,0.000553018329,0.197138601,0.000553018329,0.110953563,0.000553018329,-3.88706642,0.000553018329,-1.26423714,0.000553018329,0.0
0.000558018329,0.257811629,0.000558018329,0.160408036,0.000558018329,0.231299502,0.000558018329,0.195638319,0.000558018329,0.113168402,0.000558018329,-4.24185835,0.000558018329,-1.37627847,0.000558018329,0.0
0.000563018329,0.260986684,0.000563018329,0.155722546,0.000563018329,0.232703377,0.000563018329,0.19415324,0.000563018329,0.11535544,0.000563018329,-4.59247136,0.000563018329,-1.48697425,0.000563018329,0.0
0.000568018329,0.264063873,0.000568018329,0.151042433,0.000568018329,0.234086124,0.000568018329,0.192684833,0.000568018329,0.117512644,0.000568018329,-4.93855941,0.000568018329,-1.59621546,0.000568018329,0.0
0.000573018329,0.26704231,0.000573018329,0.146374446,0.000573018329,0.235446651,0.000573018329,0.19123475,0.000573018329,0.119638014,0.000573018329,-5.27978067,0.000573018329,-1.70389405,0.000573018329,0.0
