col0,col1,col2,col3,col4,col5
0.0030043538,0.0146361038,0.0030043538,-0.0144812974,0.0030043538,0.0838504943
0.0030093538,0.0146992471,0.0030093538,-0.0144196057,0.0030093538,0.203645241
0.0030143538,0.0147622307,0.0030143538,-0.014358095,0.0030143538,0.323222548
0.0030193538,0.0148249951,0.0030193538,-0.0142968279,0.0030193538,0.442464394
0.0030243538,0.0148874757,0.0030243538,-0.0142358625,0.0030243538,0.561253124
0.0030293538,0.014949613,0.0030293538,-0.0141752609,0.0030293538,0.679471495
0.0030343538,0.0150113431,0.0030343538,-0.0141150805,0.0030343538,0.797002863
0.0030393538,0.0150726074,0.0030393538,-0.0140553825,0.0030393538,0.913731228
0.0030443538,0.0151333424,0.0030443538,-0.0139962233,0.0030443538,1.02954142
0.0030493538,0.0151934907,0.0030493538,-0.0139376631,0.0030493538,1.14431912
0.0030543538,0.0152529897,0.0030543538,-0.0138797571,0.0030543538,1.25795111
0.0030593538,0.015311783,0.0030593538,-0.0138225641,0.0030593538,1.37032521
0.0030643538,0.0153698096,0.0030643538,-0.013766138,0.0030643538,1.48133056
0.0030693538,0.0154270144,0.0030693538,-0.0137105359,0.0030693538,1.5908576
0.0030743538,0.0154833378,0.0030743538,-0.0136558104,0.0030743538,1.69879826
0.0030793538,0.0155387264,0.0030793538,-0.0136020166,0.0030793538,1.80504601
0.0030843538,0.0155931223,0.0030843538,-0.0135492052,0.0030843538,1.90949602
0.0030893538,0.0156464739,0.0030893538,-0.0134974295,0.0030893538,2.01204519
0.0030943538,0.0156987255,0.0030943538,-0.0134467382,0.0030943538,2.11259236
0.0030993538,0.0157498275,0.0030993538,-0.0133971826,0.0030993538,2.21103828
0.0031043538,0.0157997262,0.0031043538,-0.0133488088,0.0031043538,2.30728582
0.0031093538,0.0158483744,0.0031093538,-0.0133016659,0.0031093538,2.40123999
0.0031143538,0.0158957208,0.0031143538,-0.0132557978,0.0031143538,2.49280809
0.0031193538,0.0159417208,0.0031193538,-0.013211251,0.0031193538,2.58189975
0.0031243538,0.0159863256,0.0031243538,-0.0131680668,0.0031243538,2.66842706
0.0031293538,0.0160294933,0.0031293538,-0.013126289,0.0031293538,2.75230462
0.0031343538,0.0160711779,0.0031343538,-0.0130859562,0.0031343538,2.83344968
0.0031393538,0.0161113403,0.0031393538,-0.0130471094,0.0031393538,2.91178216
0.0031443538,0.0161499377,0.0031443538,-0.0130097843,0.0031443538,2.98722475
0.0031493538,0.0161869339,0.0031493538,-0.0129740189,0.0031493538,3.05970301
0.0031543538,0.0162222892,0.0031543538,-0.012939846,0.0031543538,3.12914543
0.0031593538,0.0162559708,0.0031593538,-0.0129073005,0.0031593538,3.19548346
0.0031643538,0.0162879421,0.0031643538,-0.012876412,0.0031643538,3.25865165
0.0031693538,0.0163181738,0.0031693538,-0.0128472121,0.0031693538,3.31858767
0.0031743538,0.0163466327,0.0031743538,-0.0128197272,0.0031743538,3.37523236
0.0031793538,0.0163732929,0.0031793538,-0.0127939857,0.0031793538,3.42852983
0.0031843538,0.016398125,0.0031843538,-0.0127700105,0.0031843538,3.47842748
0.0031893538,0.0164211066,0.0031893538,-0.0127478266,0.0031893538,3.52487608
0.0031943538,0.016442212,0.0031943538,-0.0127274536,0.0031943538,3.56782978
0.0031993538,0.0164614225,0.0031993538,-0.0127089129,0.0031993538,3.6072462
0.0032043538,0.0164787163,0.0032043538,-0.0126922205,0.0032043538,3.64308643
0.0032093538,0.0164940785,0.0032093538,-0.0126773944,0.0032093538,3.67531511
0.0032143538,0.016507491,0.0032143538,-0.0126644469,0.0032143538,3.70390044
0.0032193538,0.016518943,0.0032193538,-0.0126533923,0.0032193538,3.72881419
0.0032243538,0.0165284203,0.0032243538,-0.0126442394,0.0032243538,3.75003179
0.0032293538,0.016535916,0.0032293538,-0.0126369989,0.0032293538,3.76753229
0.0032343538,0.0165414199,0.0032343538,-0.0126316758,0.0032343538,3.78129841
0.0032393538,0.0165449292,0.0032393538,-0.0126282771,0.0032393538,3.79131658
0.0032443538,0.0165464377,0.0032443538,-0.0126268042,0.0032443538,3.7975769
0.0032493538,0.0165459465,0.0032493538,-0.0126272603,0.0032493538,3.80007318
0.0032543538,0.0165434535,0.0032543538,-0.0126296431,0.0032543538,3.79880297
0.0032593538,0.0165389638,0.0032593538,-0.0126339522,0.0032593538,3.7937675
0.0032643538,0.0165324795,0.0032643538,-0.0126401814,0.0032643538,3.78497175
0.0032693538,0.0165240096,0.0032693538,-0.0126483266,0.0032693538,3.77242438
0.0032743538,0.0165135602,0.0032743538,-0.0126583781,0.0032743538,3.75613778
0.0032793538,0.0165011443,0.0032793538,-0.0126703281,0.0032793538,3.73612802
