col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1.81903815e-05,0.208048929,1.81903815e-05,0.219499102,1.81903815e-05,0.2083764,1.81903815e-05,0.219144698,1.81903815e-05,0.0841306301,1.81903815e-05,0.428135307,1.81903815e-05,0.42977665,1.81903815e-05,0.0
2.31903815e-05,0.206331702,2.31903815e-05,0.221223594,2.31903815e-05,0.206825685,2.31903815e-05,0.220681314,2.31903815e-05,0.0833701904,2.31903815e-05,0.546931618,2.31903815e-05,0.548060763,2.31903815e-05,0.0
2.81903815e-05,0.204622149,2.81903815e-05,0.222940207,2.81903815e-05,0.205278761,2.81903815e-05,0.22220783,2.81903815e-05,0.082613311,2.81903815e-05,0.665182685,2.81903815e-05,0.665792406,2.81903815e-05,0.0
3.31903815e-05,0.202921686,3.31903815e-05,0.224647052,3.31903815e-05,0.203737363,3.31903815e-05,0.22372286,3.31903815e-05,0.0818599253,3.31903815e-05,0.782779061,3.31903815e-05,0.782852718,3.31903815e-05,0.0
3.81903815e-05,0.201232279,3.81903815e-05,0.226342634,3.81903815e-05,0.202202915,3.81903815e-05,0.225224885,3.81903815e-05,0.0811115916,3.81903815e-05,0.899596848,3.81903815e-05,0.899128678,3.81903815e-05,0.0
4.31903815e-05,0.199555315,4.31903815e-05,0.228025101,4.31903815e-05,0.200677153,4.31903815e-05,0.226712566,4.31903815e-05,0.0803682649,4.31903815e-05,1.01552914,4.31903815e-05,1.01450322,4.31903815e-05,0.0
4.81903815e-05,0.197892745,4.81903815e-05,0.229692969,4.81903815e-05,0.199161509,4.81903815e-05,0.228184423,4.81903815e-05,0.0796314581,4.81903815e-05,1.13045275,4.81903815e-05,1.12886465,4.81903815e-05,0.0
5.31903815e-05,0.196245926,5.31903815e-05,0.231344427,5.31903815e-05,0.197657709,5.31903815e-05,0.229639168,5.31903815e-05,0.0789011576,5.31903815e-05,1.24426339,5.31903815e-05,1.24209812,5.31903815e-05,0.0
5.81903815e-05,0.194616784,5.81903815e-05,0.23297801,5.81903815e-05,0.196167187,5.81903815e-05,0.231075363,5.81903815e-05,0.0781788165,5.81903815e-05,1.35683941,5.81903815e-05,1.35409372,5.81903815e-05,0.0
6.31903815e-05,0.193006643,6.31903815e-05,0.234591953,6.31903815e-05,0.194691656,6.31903815e-05,0.232491777,6.31903815e-05,0.0774644589,6.31903815e-05,1.46807921,6.31903815e-05,1.46473926,6.31903815e-05,0.0
6.81903815e-05,0.191417393,6.81903815e-05,0.236184819,6.81903815e-05,0.193232539,6.81903815e-05,0.233887016,6.81903815e-05,0.0767594682,6.81903815e-05,1.57786346,6.81903815e-05,1.57392707,6.81903815e-05,0.0
7.31903815e-05,0.189850321,7.31903815e-05,0.237754893,7.31903815e-05,0.191791529,7.31903815e-05,0.235259911,7.31903815e-05,0.0760639082,7.31903815e-05,1.68609343,7.31903815e-05,1.68154804,7.31903815e-05,0.0
7.81903815e-05,0.188307272,7.81903815e-05,0.239300773,7.81903815e-05,0.190370031,7.81903815e-05,0.236609117,7.81903815e-05,0.0753790855,7.81903815e-05,1.79265273,7.81903815e-05,1.78749719,7.81903815e-05,0.0
8.31903815e-05,0.186789496,8.31903815e-05,0.240820798,8.31903815e-05,0.18896971,8.31903815e-05,0.237933526,8.31903815e-05,0.0747051041,8.31903815e-05,1.89744573,8.31903815e-05,1.89166887,8.31903815e-05,0.0
8.81903815e-05,0.185298781,8.81903815e-05,0.242313612,8.81903815e-05,0.187591946,8.81903815e-05,0.239231848,8.81903815e-05,0.0740431888,8.81903815e-05,2.00035964,8.81903815e-05,1.99396128,8.81903815e-05,0.0
9.31903815e-05,0.183836333,9.31903815e-05,0.243777609,9.31903815e-05,0.186238366,9.31903815e-05,0.240503041,9.31903815e-05,0.0733934818,9.31903815e-05,2.10130214,9.31903815e-05,2.09427258,9.31903815e-05,0.0
9.81903815e-05,0.18240388,9.81903815e-05,0.245211487,9.81903815e-05,0.184910318,9.81903815e-05,0.24174587,9.81903815e-05,0.0727571233,9.81903815e-05,2.20016458,9.81903815e-05,2.19250457,9.81903815e-05,0.0
0.000103190381,0.18100258,0.000103190381,0.246613701,0.000103190381,0.183609384,0.000103190381,0.24295936,0.000103190381,0.0721342901,0.000103190381,2.29685823,0.000103190381,2.28855965,0.000103190381,0.0
0.000108190381,0.179634088,0.000108190381,0.247983008,0.000108190381,0.18233687,0.000108190381,0.244142337,0.000108190381,0.0715260369,0.000108190381,2.39127911,0.000108190381,2.38234359,0.000108190381,0.0
0.000113190381,0.178299513,0.000113190381,0.249317928,0.000113190381,0.181094305,0.000113190381,0.245293892,0.000113190381,0.07093257,0.000113190381,2.48334234,0.000113190381,2.47376337,0.000113190381,0.0
0.000118190381,0.177000433,0.000118190381,0.250617286,0.000118190381,0.179882946,0.000118190381,0.246412915,0.000118190381,0.0703548586,0.000118190381,2.57294908,0.000118190381,2.56272918,0.000118190381,0.0
0.000123190381,0.175737899,0.000123190381,0.251879668,0.000123190381,0.178704262,0.000123190381,0.247498568,0.000123190381,0.0697931331,0.000123190381,2.6600186,0.000123190381,2.64915291,0.000123190381,0.0
0.000128190381,0.174513406,0.000128190381,0.253103975,0.000128190381,0.177559451,0.000128190381,0.248549803,0.000128190381,0.0692482781,0.000128190381,2.74445762,0.000128190381,2.73294951,0.000128190381,0.0
0.000133190381,0.173327945,0.000133190381,0.254288864,0.000133190381,0.176449917,0.000133190381,0.249565853,0.000133190381,0.0687205422,0.000133190381,2.82618987,0.000133190381,2.81403612,0.000133190381,0.0
0.000138190381,0.172182921,0.000138190381,0.255433315,0.000138190381,0.17537679,0.000138190381,0.250545737,0.000138190381,0.0682107265,0.000138190381,2.90512797,0.000138190381,2.89233284,0.000138190381,0.0
0.000143190381,0.171079259,0.000143190381,0.256536061,0.000143190381,0.174341398,0.000143190381,0.251488759,0.000143190381,0.0677190916,0.000143190381,2.98120041,0.000143190381,2.96776235,0.000143190381,0.0
0.000148190381,0.170018271,0.000148190381,0.257596166,0.000148190381,0.173344801,0.000148190381,0.252394005,0.000148190381,0.0672463574,0.000148190381,3.05432609,0.000148190381,3.04025022,0.000148190381,0.0
0.000153190381,0.169000812,0.000153190381,0.258612444,0.000153190381,0.172388243,0.000153190381,0.253260853,0.000153190381,0.0667927897,0.000153190381,3.12443857,0.000153190381,3.10972497,0.000153190381,0.0
0.000158190381,0.168028095,0.000158190381,0.259584045,0.000158190381,0.171472703,0.000158190381,0.254088456,0.000158190381,0.0663590296,0.000158190381,3.19146326,0.000158190381,3.17611794,0.000158190381,0.0
0.000163190381,0.1671009,0.000163190381,0.260509869,0.000163190381,0.170599339,0.000163190381,0.254876265,0.000163190381,0.0659453421,0.000163190381,3.2553391,0.000163190381,3.23936375,0.000163190381,0.0
0.000168190381,0.166220337,0.000168190381,0.261389158,0.000168190381,0.16976904,0.000168190381,0.255623501,0.000168190381,0.0655522917,0.000168190381,3.31599832,0.000168190381,3.29939983,0.000168190381,0.0
0.000173190381,0.165387107,0.000173190381,0.2622209,0.000173190381,0.168982871,0.000173190381,0.256329691,0.000173190381,0.0651801364,0.000173190381,3.37338548,0.000173190381,3.35616712,0.000173190381,0.0
0.000178190381,0.164602215,0.000178190381,0.263004431,0.000178190381,0.168241627,0.000178190381,0.256994125,0.000178190381,0.0648293665,0.000178190381,3.42743983,0.000178190381,3.40960938,0.000178190381,0.0
0.000183190381,0.163866278,0.000183190381,0.263738831,0.000183190381,0.167546273,0.000183190381,0.257616402,0.000183190381,0.0645002277,0.000183190381,3.47811185,0.000183190381,3.45967413,0.000183190381,0.0
0.000188190381,0.163180194,0.000188190381,0.264423534,0.000188190381,0.166897504,0.000188190381,0.258195882,0.000188190381,0.0641931385,0.000188190381,3.52534802,0.000188190381,3.50631169,0.000188190381,0.0
0.000193190381,0.162544491,0.000193190381,0.265057716,0.000193190381,0.166296179,0.000193190381,0.258732239,0.000193190381,0.0639083266,0.000193190381,3.56910496,0.000193190381,3.54947633,0.000193190381,0.0
0.000198190381,0.161959956,0.000198190381,0.26564091,0.000198190381,0.165742889,0.000198190381,0.259224904,0.000198190381,0.0636461414,0.000198190381,3.60933652,0.000198190381,3.58912513,0.000198190381,0.0
0.000203190381,0.161427027,0.000203190381,0.266172389,0.000203190381,0.165238384,0.000203190381,0.259673624,0.000203190381,0.0634067879,0.000203190381,3.6460057,0.000203190381,3.62521931,0.000203190381,0.0
0.000208190381,0.160946379,0.000208190381,0.26665179,0.000208190381,0.164783145,0.000208190381,0.260077899,0.000208190381,0.0631905483,0.000208190381,3.67907386,0.000208190381,3.6577229,0.000208190381,0.0
0.000213190381,0.160518355,0.000213190381,0.267078485,0.000213190381,0.164377809,0.000213190381,0.260437552,0.000213190381,0.0629976006,0.000213190381,3.7085106,0.000213190381,3.68660418,0.000213190381,0.0
0.000218190381,0.160143515,0.000218190381,0.267452216,0.000218190381,0.164022742,0.000218190381,0.260752153,0.000218190381,0.0628281624,0.000218190381,3.73428484,0.000218190381,3.71183428,0.000218190381,0.0
0.000223190381,0.159822107,0.000223190381,0.267772457,0.000223190381,0.163718465,0.000223190381,0.261021598,0.000223190381,0.0626823807,0.000223190381,3.75637295,0.000223190381,3.73338867,0.000223190381,0.0
0.000228190381,0.159554575,0.000228190381,0.268039055,0.000228190381,0.163465228,0.000228190381,0.26124553,0.000228190381,0.0625604102,0.000228190381,3.77475153,0.000228190381,3.75124571,0.000228190381,0.0
0.000233190381,0.159341067,0.000233190381,0.268251589,0.000233190381,0.163263433,0.000233190381,0.261423916,0.000233190381,0.062462364,0.000233190381,3.78940384,0.000233190381,3.76538816,0.000233190381,0.0
0.000238190381,0.159181914,0.000238190381,0.26841001,0.000238190381,0.16311321,0.000238190381,0.261556471,0.000238190381,0.062388336,0.000238190381,3.80031419,0.000238190381,3.77580166,0.000238190381,0.0
0.000243190381,0.159077161,0.000243190381,0.268514004,0.000243190381,0.16301484,0.000243190381,0.261643235,0.000243190381,0.062338402,0.000243190381,3.80747287,0.000243190381,3.78247633,0.000243190381,0.0
0.000248190381,0.159027023,0.000248190381,0.268563629,0.000248190381,0.162968334,0.000248190381,0.261683995,0.000248190381,0.0623125974,0.000248190381,3.8108719,0.000248190381,3.7854052,0.000248190381,0.0
0.000253190381,0.159031442,0.000253190381,0.268558676,0.000253190381,0.16297385,0.000253190381,0.261678864,0.000253190381,0.0623109586,0.000253190381,3.81050868,0.000253190381,3.78458575,0.000253190381,0.0
0.000258190381,0.15909052,0.000258190381,0.26849931,0.000258190381,0.163031277,0.000258190381,0.261627701,0.000258190381,0.0623334639,0.000258190381,3.80638293,0.000258190381,3.7800184,0.000258190381,0.0
0.000263190381,0.159204095,0.000263190381,0.26838543,0.000263190381,0.163140652,0.000263190381,0.26153069,0.000263190381,0.0623801084,0.000263190381,3.79849922,0.000263190381,3.77170805,0.000263190381,0.0
0.000268190381,0.159372153,0.000268190381,0.268217305,0.000268190381,0.163301741,0.000268190381,0.261387764,0.000268190381,0.0624508154,0.000268190381,3.78686492,0.000268190381,3.75966251,0.000268190381,0.0
0.000273190381,0.159594428,0.000273190381,0.267994942,0.000273190381,0.16351446,0.000273190381,0.261199178,0.000273190381,0.0625455373,0.000273190381,3.7714918,0.000273190381,3.74389404,0.000273190381,0.0
0.000278190381,0.159870793,0.000278190381,0.267718716,0.000278190381,0.163778455,0.000278190381,0.260964937,0.000278190381,0.0626641441,0.000278190381,3.75239481,0.000278190381,3.72441782,0.000278190381,0.0
0.000283190381,0.16020088,0.000283190381,0.267388741,0.000283190381,0.164093521,0.000283190381,0.260685369,0.000283190381,0.0628065443,0.000283190381,3.72959292,0.000283190381,3.70125344,0.000283190381,0.0
0.000288190381,0.160584448,0.000288190381,0.267005495,0.000288190381,0.164459184,0.000288190381,0.260360552,0.000288190381,0.0629725566,0.000288190381,3.70310856,0.000288190381,3.67442339,0.000288190381,0.0
0.000293190381,0.161021025,0.000293190381,0.266569199,0.000293190381,0.164875123,0.000293190381,0.259990885,0.000293190381,0.063162045,0.000293190381,3.67296783,0.000293190381,3.64395451,0.000293190381,0.0
0.000298190381,0.161510261,0.000298190381,0.266080434,0.000298190381,0.165340744,0.000298190381,0.259576519,0.000298190381,0.0633747784,0.000298190381,3.63920056,0.000298190381,3.6098765,0.000298190381,0.0
0.000303190381,0.162051583,0.000303190381,0.265539525,0.000303190381,0.165855612,0.000303190381,0.259117925,0.000303190381,0.0636105764,0.000303190381,3.60183992,0.000303190381,3.57222334,0.000303190381,0.0
0.000308190381,0.162644532,0.000308190381,0.264947153,0.000308190381,0.16641902,0.000308190381,0.258615327,0.000308190381,0.06386916,0.000308190381,3.56092294,0.000308190381,3.53103183,0.000308190381,0.0
0.000313190381,0.163288433,0.000313190381,0.264303749,0.000313190381,0.167030419,0.000313190381,0.258069266,0.000313190381,0.0641503042,0.000313190381,3.51648976,0.000313190381,3.48634296,0.000313190381,0.0
0.000318190381,0.163982725,0.000318190381,0.263610091,0.000318190381,0.167688993,0.000318190381,0.257480041,0.000318190381,0.0644536841,0.000318190381,3.46858449,0.000318190381,3.43820049,0.000318190381,0.0
0.000323190381,0.164726633,0.000323190381,0.262866711,0.000323190381,0.168394086,0.000323190381,0.256848263,0.000323190381,0.0647790305,0.000323190381,3.41725409,0.000323190381,3.38665227,0.000323190381,0.0
0.000328190381,0.165519492,0.000328190381,0.262074483,0.000328190381,0.169144774,0.000328190381,0.256174305,0.000328190381,0.0651259746,0.000328190381,3.36254954,0.000328190381,3.33174882,0.000328190381,0.0
0.000333190381,0.166360432,0.000333190381,0.26123404,0.000333190381,0.1699403,0.000333190381,0.255458849,0.000333190381,0.0654942038,0.000333190381,3.30452444,0.000333190381,3.27354465,0.000333190381,0.0
0.000338190381,0.167248692,0.000338190381,0.260346347,0.000338190381,0.170779639,0.000338190381,0.25470234,0.000338190381,0.0658833073,0.000338190381,3.24323642,0.000338190381,3.21209687,0.000338190381,0.0
0.000343190381,0.168183305,0.000343190381,0.259412133,0.000343190381,0.171661935,0.000343190381,0.25390553,0.000343190381,0.0662929301,0.000343190381,3.17874557,0.000343190381,3.14746644,0.000343190381,0.0
0.000348190381,0.169163417,0.000348190381,0.258432454,0.000348190381,0.172586069,0.000348190381,0.25306894,0.000348190381,0.0667226215,0.000348190381,3.1111159,0.000348190381,3.07971682,0.000348190381,0.0
0.000353190381,0.170187971,0.000353190381,0.257408131,0.000353190381,0.173551094,0.000353190381,0.252193389,0.000353190381,0.0671719854,0.000353190381,3.04041376,0.000353190381,3.00891516,0.000353190381,0.0
0.000358190381,0.171256022,0.000358190381,0.256340307,0.000358190381,0.1745558,0.000358190381,0.251279471,0.000358190381,0.0676405332,0.000358190381,2.9667093,0.000358190381,2.93513105,0.000358190381,0.0
0.000363190381,0.172366427,0.000363190381,0.255229893,0.000363190381,0.175599157,0.000363190381,0.250328077,0.000363190381,0.0681278293,0.000363190381,2.89007485,0.000363190381,2.85843758,0.000363190381,0.0
0.000368190381,0.173518155,0.000368190381,0.254078112,0.000368190381,0.176679872,0.000368190381,0.249339869,0.000368190381,0.0686333496,0.000368190381,2.81058642,0.000368190381,2.77891015,0.000368190381,0.0
0.000373190381,0.17470998,0.000373190381,0.252885962,0.000373190381,0.177796837,0.000373190381,0.248315808,0.000373190381,0.0691566206,0.000373190381,2.72832204,0.000373190381,2.69662752,0.000373190381,0.0
0.000378190381,0.175940791,0.000378190381,0.251654743,0.000378190381,0.178948683,0.000378190381,0.24725663,0.000378190381,0.0696970848,0.000378190381,2.64336329,0.000378190381,2.6116706,0.000378190381,0.0
0.000383190381,0.177209284,0.000383190381,0.250385536,0.000383190381,0.180134231,0.000383190381,0.24616336,0.000383190381,0.070254233,0.000383190381,2.55579361,0.000383190381,2.52412352,0.000383190381,0.0
0.000388190381,0.17851427,0.000388190381,0.249079712,0.000388190381,0.181352044,0.000388190381,0.245036804,0.000388190381,0.0708274766,0.000388190381,2.4656998,0.000388190381,2.4340724,0.000388190381,0.0
0.000393190381,0.179854375,0.000393190381,0.247738431,0.000393190381,0.182600881,0.000393190381,0.243878056,0.000393190381,0.0714162726,0.000393190381,2.37317038,0.000393190381,2.34160636,0.000393190381,0.0
0.000398190381,0.181228337,0.000398190381,0.246363131,0.000398190381,0.183879242,0.000398190381,0.24268799,0.000398190381,0.0720200039,0.000398190381,2.27829701,0.000398190381,2.24681641,0.000398190381,0.0
0.000403190381,0.182634715,0.000403190381,0.244955044,0.000403190381,0.185185833,0.000403190381,0.241467762,0.000403190381,0.0726380962,0.000403190381,2.18117298,0.000403190381,2.14979633,0.000403190381,0.0
0.000408190381,0.184072182,0.000408190381,0.243515671,0.000408190381,0.186519101,0.000408190381,0.240218317,0.000408190381,0.0732699061,0.000408190381,2.08189446,0.000408190381,2.05064162,0.000408190381,0.0
0.000413190381,0.185539235,0.000413190381,0.242046312,0.000413190381,0.187877703,0.000413190381,0.238940872,0.000413190381,0.0739148306,0.000413190381,1.9805591,0.000413190381,1.94945038,0.000413190381,0.0
0.000418190381,0.187034486,0.000418190381,0.240548524,0.000418190381,0.189260041,0.000418190381,0.237636437,0.000418190381,0.0745722025,0.000418190381,1.87726721,0.000418190381,1.84632223,0.000418190381,0.0
0.000423190381,0.188556377,0.000423190381,0.239023669,0.000423190381,0.190664734,0.000423190381,0.236306289,0.000423190381,0.0752413924,0.000423190381,1.77212042,0.000423190381,1.74135919,0.000423190381,0.0
0.000428190381,0.190103467,0.000428190381,0.237473356,0.000428190381,0.192090147,0.000428190381,0.234951503,0.000428190381,0.0759217123,0.000428190381,1.66522278,0.000428190381,1.63466459,0.000428190381,0.0
0.000433190381,0.191674145,0.000433190381,0.235899004,0.000433190381,0.193534869,0.000433190381,0.233573413,0.000433190381,0.0766125091,0.000433190381,1.55667951,0.000433190381,1.52634398,0.000433190381,0.0
0.000438190381,0.193266926,0.000438190381,0.234302266,0.000438190381,0.194997232,0.000438190381,0.232173153,0.000438190381,0.0773130762,0.000438190381,1.44659799,0.000438190381,1.41650402,0.000438190381,0.0
0.000443190381,0.194880153,0.000443190381,0.232684612,0.000443190381,0.196475805,0.000443190381,0.230752113,0.000443190381,0.07802274,0.000443190381,1.33508662,0.000443190381,1.30525333,0.000443190381,0.0
0.000448190381,0.196512298,0.000448190381,0.231047735,0.000448190381,0.1979689,0.000448190381,0.229311484,0.000448190381,0.0787407781,0.000448190381,1.22225565,0.000448190381,1.19270149,0.000448190381,0.0
0.000453190381,0.19816167,0.000453190381,0.229393147,0.000453190381,0.199475068,0.000453190381,0.227852707,0.000453190381,0.0794664988,0.000453190381,1.10821625,0.000453190381,1.07895979,0.000453190381,0.0
0.000458190381,0.199826706,0.000458190381,0.227722577,0.000458190381,0.200992609,0.000458190381,0.226377028,0.000458190381,0.0801991667,0.000458190381,0.993081139,0.000458190381,0.964140264,0.000458190381,0.0
0.000463190381,0.201505682,0.000463190381,0.226037575,0.000463190381,0.202520067,0.000463190381,0.224885934,0.000463190381,0.0809380753,0.000463190381,0.876963775,0.000463190381,0.848356452,0.000463190381,0.0
0.000468190381,0.203197007,0.000468190381,0.224339894,0.000468190381,0.204055735,0.000468190381,0.223380722,0.000468190381,0.0816824788,0.000468190381,0.759978917,0.000468190381,0.731722394,0.000468190381,0.0
0.000473190381,0.204898933,0.000473190381,0.222631118,0.000473190381,0.205598159,0.000473190381,0.22186292,0.000473190381,0.0824316587,0.000473190381,0.64224187,0.000473190381,0.614353425,0.000473190381,0.0
0.000478190381,0.206609848,0.000478190381,0.22091302,0.000478190381,0.207145634,0.000478190381,0.220333871,0.000478190381,0.0831848618,0.000478190381,0.523868967,0.000478190381,0.496365151,0.000478190381,0.0
0.000483190381,0.208327986,0.000483190381,0.219187206,0.000483190381,0.208696712,0.000483190381,0.218795144,0.000483190381,0.0839413605,0.000483190381,0.404976911,0.000483190381,0.377874243,0.000483190381,0.0
0.000488190381,0.21005172,0.000488190381,0.217455466,0.000488190381,0.210249697,0.000488190381,0.217248121,0.000488190381,0.0847003968,0.000488190381,0.285683152,0.000488190381,0.258997417,0.000488190381,0.0
0.000493190381,0.211779274,0.000493190381,0.215719424,0.000493190381,0.211803157,0.000493190381,0.215694402,0.000493190381,0.0854612372,0.000493190381,0.166105327,0.000493190381,0.139852218,0.000493190381,0.0
0.000498190381,0.213509012,0.000498190381,0.213980875,0.000498190381,0.213355409,0.000498190381,0.214135407,0.000498190381,0.0862231218,0.000498190381,0.0463615405,0.000498190381,0.0205560129,0.000498190381,0.0
0.000503190381,0.215239155,0.000503190381,0.212241456,0.000503190381,0.214905045,0.000503190381,0.212572763,0.000503190381,0.0869853143,0.000503190381,-0.0734301017,0.000503190381,-0.0987732416,0.000503190381,0.0
0.000508190381,0.216968065,0.000508190381,0.210502962,0.000508190381,0.216450404,0.000508190381,0.21100792,0.000508190381,0.0877470555,0.000508190381,-0.193151306,0.000508190381,-0.218017996,0.000508190381,0.0
0.000513190381,0.218693966,0.000513190381,0.208767033,0.000513190381,0.217990103,0.000513190381,0.209442525,0.000513190381,0.088507609,0.000513190381,-0.312683965,0.000513190381,-0.337060344,0.000513190381,0.0
0.000518190381,0.220415225,0.000518190381,0.207035459,0.000518190381,0.21952251,0.000518190381,0.207878052,0.000518190381,0.0892662196,0.000518190381,-0.43191006,0.000518190381,-0.455783017,0.000518190381,0.0
0.000523190381,0.222130076,0.000523190381,0.205309877,0.000523190381,0.221046277,0.000523190381,0.206316165,0.000523190381,0.0900221538,0.000523190381,-0.550711955,0.000523190381,-0.574068625,0.000523190381,0.0
0.000528190381,0.223836899,0.000528190381,0.203592065,0.000528190381,0.222559804,0.000528190381,0.204758353,0.000528190381,0.0907746626,0.000528190381,-0.668972365,0.000528190381,-0.691800646,0.000528190381,0.0
0.000533190381,0.225533943,0.000533190381,0.201883649,0.000533190381,0.224061782,0.000533190381,0.20320629,0.000533190381,0.0915230188,0.000533190381,-0.786574591,0.000533190381,-0.808862666,0.000533190381,0.0
0.000538190381,0.227219608,0.000538190381,0.200186389,0.000538190381,0.225550651,0.000538190381,0.201661474,0.000538190381,0.0922664824,0.000538190381,-0.903402549,0.000538190381,-0.92513937,0.000538190381,0.0
0.000543190381,0.228892165,0.000543190381,0.198501893,0.000543190381,0.227025143,0.000543190381,0.200125581,0.000543190381,0.0930043351,0.000543190381,-1.01934094,0.000543190381,-1.04051578,0.000543190381,0.0
0.000548190381,0.230550038,0.000548190381,0.196831894,0.000548190381,0.228483745,0.000548190381,0.198600114,0.000548190381,0.0937358487,0.000548190381,-1.13427533,0.000548190381,-1.15487825,0.000548190381,0.0
0.000553190381,0.232191531,0.000553190381,0.19517798,0.000553190381,0.229925235,0.000553190381,0.197086739,0.000553190381,0.0944603168,0.000553190381,-1.24809227,0.000553190381,-1.26811368,0.000553190381,0.0
0.000558190381,0.233815097,0.000558190381,0.19354185,0.000558190381,0.231348147,0.000558190381,0.195586958,0.000558190381,0.0951770254,0.000558190381,-1.36067944,0.000558190381,-1.38011054,0.000558190381,0.0
0.000563190381,0.235419075,0.000563190381,0.19192506,0.000563190381,0.232751313,0.000563190381,0.194102424,0.000563190381,0.0958852827,0.000563190381,-1.4719257,0.000563190381,-1.49075808,0.000563190381,0.0
