blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk
A,0,20000,0.4243,1,2,0.291963,0.292935,0.0246236,0.0156402,-0.0157469,-0.0247383,0.0867606,-0.00637953,0.0853914,0.011071,0.00148501,0.00166039,0.00982958,0.00981689,0.0631473,0.018923,0.0185718,0.00930393,0.00930312,3.97734E-07,7.95271E-08,0.00387058,0.00374983,0.00191117,2.06638E-09,0.00637677,6.63065E-06,0.291961,0.291962,0.409911
B,0,20000,0.4243,1,2,0.293201,0.293579,0.0201071,0.0200922,-0.0202005,-0.0202165,0.0868661,-0.00643611,0.0853009,0.0110716,0.00148501,0.00166036,0.00982964,0.00981687,0.0630864,0.0189537,0.0186018,0.00906197,0.00906197,3.83379E-07,7.58068E-08,0.00386988,0.00374981,8.93406E-10,0,4.35989E-06,0,0.293201,0.293201,0.395784
A,0,20000,0.4243,1,3,0.291959,0.292932,0.0246405,0.0156238,-0.0157305,-0.0247552,0.0867605,-0.00637929,0.0853914,0.011071,0.00148501,0.00166039,0.00982958,0.00981689,0.0631473,0.018923,0.0185718,0.00930573,0.00930492,3.97829E-07,7.95513E-08,0.00387059,0.00374983,4.36885E-08,0.00191116,3.04885E-05,0.00637676,0.291958,0.291958,0.409906
B,0,20000,0.4243,1,3,0.293201,0.293579,0.0201071,0.0200922,-0.0202005,-0.0202165,0.0868661,-0.00643611,0.0853009,0.0110716,0.00148501,0.00166036,0.00982964,0.00981687,0.0630864,0.0189537,0.0186018,0.00906197,0.00906197,3.83379E-07,7.58068E-08,0.00386988,0.00374981,8.93404E-10,0,4.35989E-06,0,0.293201,0.293201,0.395783
A,0,20000,0.4243,1,4,0.292899,0.29387,0.0201506,0.0200475,-0.0201698,-0.020249,0.086776,-0.0064359,0.0853913,0.0110717,0.00148501,0.0016604,0.00982964,0.00981689,0.0631473,0.0189231,0.0185717,0.00906155,0.00906283,3.83677E-07,7.57257E-08,0.00387005,0.00374983,4.37099E-08,2.06738E-09,3.04959E-05,6.63227E-06,0.292899,0.292899,0.409853
B,0,20000,0.4243,1,4,0.292261,0.29264,0.0245999,0.0156643,-0.0157699,-0.0247127,0.0868506,-0.00637978,0.085301,0.0110708,0.00148501,0.00166036,0.00982957,0.00981687,0.0630864,0.0189536,0.0186018,0.00930157,0.00929947,3.973E-07,7.95869E-08,0.00387041,0.00374981,0.00191096,0,0.00637642,0,0.29226,0.29226,0.395764
A,0,20000,1.4142,1,0,0.292769,0.293768,0.0202682,0.0199247,-0.0200754,-0.0203388,0.0867644,-0.00635379,0.0853923,0.0110713,0.00148503,0.00165999,0.00982939,0.00981674,0.0631479,0.0189225,0.0185715,0.00906087,0.00906201,3.85745E-07,7.73872E-08,0.00387059,0.00374983,4.85503E-07,2.29632E-08,0.000101636,2.21039E-05,0.292769,0.292769,1.3987
B,0,20000,1.4142,1,0,0.293167,0.293573,0.0201223,0.0200723,-0.0201799,-0.0202336,0.0868557,-0.0063547,0.0853019,0.0110712,0.00148502,0.00165996,0.00982939,0.00981673,0.063087,0.0189531,0.0186015,0.00906099,0.00906098,3.85188E-07,7.73578E-08,0.0038704,0.00374981,9.92822E-09,0,1.45341E-05,0,0.293167,0.293167,1.38314
A,0,20000,1.4142,1,1,0.312425,0.313447,0.0596039,-1.37983E-05,1.358E-05,-0.0599696,0.0865272,-0.00555693,0.0853947,0.0110192,0.00148501,0.0016626,0.00982297,0.00981706,0.0631483,0.0189203,0.018573,0.0228987,0.0228908,1.34072E-06,4.63401E-07,0.00391726,0.00374983,0.0212081,0.0212081,0.0212527,0.0212527,0.312425,0.312426,1.39998
B,0,20000,1.4142,1,1,0.283342,0.283739,0.0354828,0.0056715,-0.00578047,-0.0356141,0.0866857,-0.00615757,0.0853036,0.0110624,0.00148503,0.00165993,0.0098286,0.00981669,0.0630875,0.0189523,0.0186017,0.0117589,0.0117346,5.44027E-07,1.21542E-07,0.00387674,0.00374981,0.0211953,0,0.0212462,0,0.283342,0.283337,1.38549
A,0,20000,1.4142,1,2,0.282995,0.283988,0.0355616,0.00561346,-0.00572011,-0.0356859,0.0865949,-0.00615952,0.0853935,0.0110624,0.00148503,0.00165997,0.00982859,0.00981669,0.063148,0.0189219,0.0185718,0.0117945,0.0117713,5.46321E-07,1.21861E-07,0.003877,0.00374983,0.0212268,2.29506E-08,0.0212517,2.20978E-05,0.282994,0.282995,1.3984
B,0,20000,1.4142,1,2,0.293167,0.293573,0.0201223,0.0200724,-0.0201799,-0.0202335,0.0868558,-0.00635485,0.0853019,0.0110712,0.00148502,0.00165996,0.00982941,0.00981671,0.0630871,0.0189531,0.0186014,0.00906099,0.00906098,3.85192E-07,7.73551E-08,0.00387041,0.00374981,9.92279E-09,0,1.45301E-05,0,0.293166,0.293167,1.38498
A,0,20000,1.4142,1,3,0.282968,0.283961,0.0356225,0.005563,-0.00566949,-0.035747,0.0865942,-0.00615862,0.0853935,0.0110624,0.00148503,0.00165997,0.00982858,0.00981669,0.063148,0.0189219,0.0185718,0.0118152,0.011792,5.47452E-07,1.22166E-07,0.00387704,0.00374983,4.85236E-07,0.0212267,0.000101608,0.0212517,0.282967,0.282968,1.39838
B,0,20000,1.4142,1,3,0.293167,0.293573,0.0201223,0.0200724,-0.0201799,-0.0202335,0.0868558,-0.00635485,0.0853019,0.0110712,0.00148502,0.00165996,0.00982941,0.00981671,0.0630871,0.0189531,0.0186014,0.00906099,0.00906098,3.85192E-07,7.73551E-08,0.00387041,0.00374981,9.92276E-09,0,1.45301E-05,0,0.293166,0.293167,1.38497
A,0,20000,1.4142,1,4,0.292769,0.293768,0.0202683,0.0199247,-0.0200755,-0.0203388,0.0867644,-0.00635378,0.0853923,0.0110713,0.00148503,0.00165999,0.00982939,0.00981674,0.0631479,0.0189225,0.0185715,0.00906087,0.00906201,3.85746E-07,7.73869E-08,0.00387059,0.00374983,4.85497E-07,2.2963E-08,0.000101635,2.21037E-05,0.292769,0.292769,1.39835
B,0,20000,1.4142,1,4,0.283334,0.283727,0.0354757,0.00568481,-0.00579017,-0.0355986,0.0866857,-0.00616082,0.0853031,0.0110624,0.00148503,0.00165993,0.00982858,0.00981669,0.0630871,0.0189525,0.0186019,0.0117627,0.0117383,5.44152E-07,1.21543E-07,0.00387673,0.00374981,0.0212254,0,0.021251,0,0.283333,0.283333,1.38328
A,0,20000,2.8284,1,0,0.292342,0.293431,0.020432,0.0197438,-0.0199361,-0.0204623,0.0867254,-0.00623648,0.0853955,0.01107,0.00148507,0.00165863,0.00982847,0.00981636,0.0631499,0.0189204,0.0185708,0.00905861,0.00905929,3.92612E-07,8.29337E-08,0.00387235,0.00374982,1.94203E-06,9.18537E-08,0.000203273,4.42079E-05,0.292341,0.292342,2.81223
B,0,20000,2.8284,1,0,0.293055,0.293553,0.0201405,0.0200391,-0.0201461,-0.0202559,0.086821,-0.00623842,0.0853053,0.0110701,0.00148507,0.00165861,0.00982848,0.00981634,0.0630892,0.018951,0.0186007,0.00905773,0.00905769,3.91197E-07,8.25324E-08,0.0038721,0.0037498,3.97132E-08,0,2.90682E-05,0,0.293054,0.293055,2.79558
A,0,20000,2.8284,1,1,0.438208,0.439795,0.118753,-0.000110073,0.000106845,-0.120262,0.0855622,-0.00458472,0.0854706,0.0107894,0.00148627,0.00167165,0.00973803,0.00987124,0.0631699,0.0187829,0.0186856,0.0806303,0.0807575,6.39149E-06,2.86573E-06,0.00413209,0.00374982,0.0843203,0.0843203,0.0423799,0.0423799,0.438219,0.438218,2.81381
B,0,20000,2.8284,1,1,0.291107,0.291533,0.0592358,-1.83648E-05,1.85108E-05,-0.0599966,0.0862103,-0.00541166,0.0853617,0.0110078,0.00148514,0.00166017,0.00981932,0.00981827,0.0631271,0.018925,0.0185884,0.022674,0.0227249,1.43189E-06,5.08817E-07,0.00392383,0.00374981,0.084251,0,0.0423622,0,0.291105,0.291109,2.79922
A,0,20000,2.8284,1,2,0.291763,0.292697,0.0597902,-2.62534E-05,2.87826E-05,-0.0601531,0.0861672,-0.00545061,0.0853991,0.0110063,0.00148513,0.00166033,0.00981942,0.00981798,0.0631507,0.0189138,0.0185761,0.0230348,0.0230204,1.45121E-06,5.21654E-07,0.00392497,0.00374982,0.0849041,9.17992E-08,0.0425073,4.42001E-05,0.291758,0.291758,2.81439
B,0,20000,2.8284,1,2,0.29305,0.293558,0.0201418,0.0200375,-0.0201421,-0.0202612,0.0868194,-0.00622227,0.085307,0.01107,0.00148507,0.00165861,0.00982851,0.00981641,0.0630904,0.0189504,0.0186002,0.00905773,0.00905768,3.91273E-07,8.25776E-08,0.00387209,0.0037498,3.96896E-08,0,2.90631E-05,0,0.29305,0.29305,2.79994
A,0,20000,2.8284,1,3,0.292247,0.293158,0.0600187,-2.53749E-05,2.49874E-05,-0.0603834,0.086167,-0.0054552,0.085399,0.0110056,0.00148512,0.00166037,0.00981936,0.00981796,0.0631507,0.0189138,0.0185761,0.0231705,0.0231568,1.46311E-06,5.27582E-07,0.00392562,0.00374982,1.94071E-06,0.0848971,0.00020322,0.0425036,0.292247,0.292243,2.81461
B,0,20000,2.8284,1,3,0.29305,0.293558,0.0201419,0.0200371,-0.0201419,-0.0202613,0.0868199,-0.00622119,0.0853069,0.0110701,0.00148507,0.00165861,0.00982855,0.00981637,0.0630903,0.0189505,0.0186002,0.00905773,0.00905768,3.91289E-07,8.25738E-08,0.00387212,0.0037498,3.96862E-08,0,2.90607E-05,0,0.293049,0.29305,2.79989
A,0,20000,2.8284,1,4,0.292342,0.293431,0.0204325,0.0197435,-0.0199359,-0.0204624,0.0867257,-0.00623646,0.0853954,0.01107,0.00148506,0.00165863,0.00982849,0.00981633,0.0631499,0.0189205,0.0185707,0.0090586,0.00905928,3.92665E-07,8.29476E-08,0.00387237,0.00374982,1.94184E-06,9.18445E-08,0.000203273,4.42079E-05,0.292341,0.292342,2.81399
B,0,20000,2.8284,1,4,0.291411,0.291639,0.0594322,-3.18441E-05,3.11701E-05,-0.0598029,0.0862601,-0.00546411,0.0853089,0.0110073,0.0014851,0.0016602,0.00981986,0.00981769,0.0630901,0.0189449,0.0186053,0.0228203,0.0228036,1.43199E-06,5.13325E-07,0.00392388,0.0037498,0.0848844,0,0.0424997,0,0.29141,0.291415,2.79935
A,0,20000,3.818,1,0,0.291872,0.293062,0.0205437,0.0196132,-0.0198358,-0.0205451,0.0866819,-0.00615434,0.0853992,0.0110686,0.00148512,0.00165714,0.00982725,0.00981613,0.0631523,0.0189177,0.0185704,0.00905609,0.00905625,4.00242E-07,8.9132E-08,0.00387428,0.00374982,3.53871E-06,1.67373E-07,0.000274394,5.96753E-05,0.291871,0.291872,3.80124
B,0,20000,3.818,1,0,0.29293,0.293532,0.0201514,0.0200118,-0.0201186,-0.0202704,0.0867821,-0.00615699,0.0853094,0.0110688,0.00148512,0.00165713,0.00982728,0.00981611,0.0630919,0.0189482,0.0186001,0.00905413,0.00905405,3.97874E-07,8.83104E-08,0.00387398,0.0037498,7.2364E-08,0,3.92386E-05,0,0.292928,0.29293,3.78375
A,0,20000,3.818,1,1,0.492645,0.49536,0.15932,-0.000139043,0.000102868,-0.162844,0.0835808,-0.00416162,0.0856302,0.0105682,0.00148895,0.00167831,0.00956546,0.010013,0.0632222,0.0184172,0.0189925,0.143779,0.144455,1.2433E-05,5.727E-06,0.00432882,0.00374982,0.152174,0.152174,0.0569333,0.0569333,0.49269,0.49263,3.80311
B,0,20000,3.818,1,1,0.319338,0.320608,0.0794661,-5.20264E-05,4.17506E-05,-0.0813626,0.0855665,-0.00494311,0.085526,0.0109294,0.00148563,0.00166099,0.00979105,0.00983506,0.0632292,0.0188294,0.0185807,0.0375782,0.0377942,2.8733E-06,1.21673E-06,0.00399425,0.00374983,0.151825,0,0.0568681,0,0.319344,0.319338,3.78659
A,0,20000,3.818,1,2,0.321612,0.322663,0.0806115,-4.59077E-05,4.82647E-05,-0.0812254,0.0856438,-0.0049597,0.0854244,0.0109244,0.0014856,0.0016613,0.00979135,0.00983416,0.063159,0.0188667,0.0186132,0.0386587,0.0386567,2.93568E-06,1.25797E-06,0.00399761,0.00374981,0.154409,1.66945E-07,0.0573415,5.96255E-05,0.321614,0.321613,3.80387
B,0,20000,3.818,1,2,0.292874,0.293589,0.0201532,0.020009,-0.0201093,-0.0202877,0.0867644,-0.00609278,0.0853275,0.0110688,0.00148512,0.00165712,0.00982729,0.00981615,0.063104,0.018942,0.0185942,0.00905418,0.00905406,3.98156E-07,8.84082E-08,0.00387405,0.0037498,7.21784E-08,0,3.92061E-05,0,0.292874,0.292873,3.78921
A,0,20000,3.818,1,3,0.322307,0.323344,0.0809084,-5.24534E-05,4.65787E-05,-0.0815625,0.0856397,-0.00494842,0.0854248,0.0109232,0.00148561,0.00166136,0.00979087,0.0098345,0.0631592,0.0188658,0.0186139,0.0389216,0.0389221,2.95959E-06,1.26857E-06,0.00399862,0.00374981,3.52972E-06,0.154412,0.00027417,0.0573426,0.322307,0.322309,3.80387
B,0,20000,3.818,1,3,0.292873,0.29359,0.020153,0.0200081,-0.0201098,-0.0202865,0.086764,-0.00609225,0.0853279,0.0110688,0.00148513,0.00165712,0.00982728,0.00981617,0.0631042,0.0189419,0.0185941,0.00905418,0.00905406,3.98156E-07,8.84122E-08,0.00387404,0.0037498,7.21794E-08,0,3.92068E-05,0,0.292872,0.292873,3.78918
A,0,20000,3.818,1,4,0.291873,0.293061,0.0205443,0.0196129,-0.0198356,-0.0205453,0.0866817,-0.00615412,0.085399,0.0110685,0.00148513,0.00165714,0.00982719,0.00981619,0.0631521,0.0189177,0.0185706,0.00905606,0.00905622,4.0034E-07,8.92004E-08,0.00387424,0.00374982,3.53866E-06,1.67371E-07,0.00027444,5.96854E-05,0.291872,0.291872,3.80355
B,0,20000,3.818,1,4,0.321104,0.32133,0.0801585,-8.44122E-05,9.01702E-05,-0.0807642,0.0857442,-0.00495777,0.085334,0.0109266,0.00148561,0.00166114,0.009792,0.00983387,0.0630986,0.018898,0.0186422,0.0382595,0.0382631,2.90191E-06,1.24693E-06,0.00399588,0.00374979,0.154475,0,0.0573393,0,0.321103,0.321123,3.79065
A,10,1000,3.818,0.25,0,0.291869,0.293072,0.0205416,0.019614,-0.0198409,-0.0205366,0.0866841,-0.00642098,0.0853985,0.0110685,0.00148501,0.00166036,0.00982971,0.00981688,0.0631513,0.0189201,0.0185705,0.00905552,0.00905673,3.91419E-07,7.97908E-08,0.00386973,0.00374982,3.53895E-06,1.6739E-07,0.000274403,5.96782E-05,0.291865,0.291869,3.80324
B,10,1000,3.818,0.25,0,0.292382,0.292139,0.0208033,0.0193448,-0.0195678,-0.0208471,0.0869757,-0.00642633,0.0851284,0.0110689,0.00148501,0.00166027,0.0098298,0.00981691,0.0631323,0.0189304,0.0185793,0.00905161,0.00907277,3.88391E-07,7.89905E-08,0.00386916,0.00374978,4.46533E-08,0,3.08232E-05,0,0.292378,0.292382,2.94264
A,10,1000,3.818,0.25,1,0.458095,0.459299,0.130467,-1.89594E-06,2.12022E-06,-0.131205,0.0852547,-0.0055127,0.0854173,0.0107217,0.00148463,0.00168665,0.00980284,0.00981586,0.0631509,0.0189188,0.0185722,0.0971698,0.0971847,5.81452E-06,1.56201E-06,0.00409692,0.0037498,0.101963,0.101963,0.0465771,0.0465771,0.456766,0.458069,3.802
B,10,1000,3.818,0.25,1,0.282602,0.28204,0.0522232,2.09523E-06,-2.74988E-06,-0.0525746,0.0865443,-0.00607713,0.085127,0.0110275,0.00148497,0.00166288,0.00982707,0.00981678,0.063132,0.0189305,0.0185795,0.0187844,0.0187977,9.31678E-07,2.10304E-07,0.00389389,0.00374977,0.0628384,0,0.0365648,0,0.28206,0.282592,2.94046
A,10,1000,3.818,0.25,4,0.291869,0.293072,0.0205417,0.019614,-0.0198409,-0.0205366,0.0866842,-0.00642098,0.0853985,0.0110685,0.00148501,0.00166036,0.00982972,0.00981687,0.0631513,0.0189201,0.0185705,0.00905552,0.00905673,3.91419E-07,7.97888E-08,0.00386973,0.00374982,3.53808E-06,1.67349E-07,0.000274369,5.96709E-05,0.291864,0.291869,3.80333
B,10,1000,3.818,0.25,4,0.282621,0.282071,0.0522462,2.0723E-06,-2.72586E-06,-0.0525967,0.0865431,-0.00607696,0.085128,0.0110275,0.00148497,0.00166289,0.00982707,0.00981678,0.0631322,0.0189304,0.0185794,0.0187945,0.0188074,9.32278E-07,2.10441E-07,0.00389392,0.00374977,0.0628842,0,0.0365781,0,0.28208,0.282608,2.94152
A,10,1000,3.818,0.5,0,0.291868,0.293071,0.020542,0.0196137,-0.0198406,-0.0205369,0.0866841,-0.00642097,0.0853985,0.0110685,0.00148501,0.00166036,0.00982971,0.00981688,0.0631513,0.0189201,0.0185705,0.00905552,0.00905674,3.91421E-07,7.97914E-08,0.00386973,0.00374982,3.53895E-06,1.6739E-07,0.000274403,5.96782E-05,0.291864,0.291868,3.80324
B,10,1000,3.818,0.5,0,0.288984,0.288785,0.0214927,0.0185692,-0.0188963,-0.0214395,0.0868428,-0.00637842,0.0850706,0.0110615,0.00148501,0.00166009,0.00982994,0.0098169,0.0631178,0.0189371,0.018587,0.0090526,0.00907355,4.07474E-07,8.92858E-08,0.00386847,0.00374974,1.78389E-07,0,6.16078E-05,0,0.28897,0.288982,5.92615
A,10,1000,3.818,0.5,1,0.45786,0.459475,0.130471,-2.30405E-06,2.20253E-06,-0.131208,0.0852541,-0.00551276,0.085414,0.0107214,0.00148463,0.0016866,0.00980287,0.00981588,0.0631509,0.0189187,0.0185722,0.0971571,0.0972246,5.81435E-06,1.56265E-06,0.00409664,0.0037498,0.101976,0.101976,0.04658,0.04658,0.45673,0.457611,3.80187
B,10,1000,3.818,0.5,1,0.349278,0.346916,0.104204,-2.04234E-06,1.944E-06,-0.104851,0.0849136,-0.00561707,0.0850743,0.0107914,0.00148476,0.00167731,0.00981206,0.00981624,0.0631171,0.0189372,0.0185875,0.0628381,0.0629684,3.97662E-06,1.16094E-06,0.00402087,0.00374972,0.251015,0,0.0730804,0,0.348328,0.349069,5.92068
A,10,1000,3.818,0.5,4,0.291869,0.293072,0.020542,0.0196136,-0.0198406,-0.0205369,0.0866842,-0.00642098,0.0853985,0.0110685,0.00148501,0.00166036,0.00982972,0.00981687,0.0631513,0.0189201,0.0185705,0.00905552,0.00905674,3.91421E-07,7.97891E-08,0.00386974,0.00374982,3.53791E-06,1.67341E-07,0.000274362,5.96695E-05,0.291863,0.291869,3.80333
B,10,1000,3.818,0.5,4,0.349495,0.346815,0.104259,-1.61212E-06,1.55917E-06,-0.104903,0.0849109,-0.00561661,0.0850789,0.0107915,0.00148476,0.00167737,0.00981203,0.00981622,0.0631176,0.0189371,0.0185872,0.0628915,0.0629819,3.98026E-06,1.16155E-06,0.00402125,0.00374972,0.251162,0,0.0731018,0,0.348358,0.34949,5.92267
A,10,1000,3.818,0.79,0,0.291867,0.29307,0.0205427,0.019613,-0.0198399,-0.0205376,0.0866841,-0.00642096,0.0853985,0.0110685,0.00148501,0.00166036,0.00982971,0.00981688,0.0631513,0.0189201,0.0185705,0.00905552,0.00905674,3.91424E-07,7.97929E-08,0.00386973,0.00374982,3.53914E-06,1.67399E-07,0.00027441,5.96799E-05,0.291863,0.291867,3.8032
B,10,1000,3.818,0.79,0,0.281928,0.282257,0.0222645,0.0176111,-0.0180906,-0.0220598,0.0864724,-0.00631063,0.0850147,0.0110444,0.00148501,0.00165957,0.00983035,0.0098169,0.0631017,0.0189439,0.0185961,0.00905465,0.00907013,4.49269E-07,1.16025E-07,0.00386629,0.00374967,4.46096E-07,0,9.74239E-05,0,0.281898,0.281924,9.39699
A,10,1000,3.818,0.79,1,0.45772,0.459552,0.130471,-2.4323E-06,2.50562E-06,-0.13121,0.0852538,-0.00551259,0.0854121,0.0107212,0.00148464,0.00168658,0.00980288,0.00981589,0.0631508,0.0189187,0.0185723,0.0971508,0.097247,5.81432E-06,1.56302E-06,0.00409648,0.0037498,0.101982,0.101982,0.0465815,0.0465815,0.456875,0.457163,3.80168
B,10,1000,3.818,0.79,1,0.342659,0.339608,0.164204,-3.40011E-06,6.00978E-06,-0.163755,0.077885,-0.00450816,0.0851105,0.010258,0.00148527,0.00168657,0.00977345,0.0098421,0.0631079,0.0188716,0.0186602,0.153655,0.153363,1.32661E-05,6.23859E-06,0.00422054,0.00374948,0.624488,0,0.115269,0,0.341321,0.341797,9.38439
A,10,1000,3.818,0.79,4,0.291867,0.29307,0.0205427,0.0196129,-0.0198399,-0.0205376,0.0866841,-0.00642096,0.0853985,0.0110685,0.00148501,0.00166036,0.00982972,0.00981687,0.0631513,0.0189201,0.0185705,0.00905553,0.00905674,3.91424E-07,7.97907E-08,0.00386973,0.00374982,3.53814E-06,1.67352E-07,0.000274371,5.96714E-05,0.291862,0.291867,3.80333
B,10,1000,3.818,0.79,4,0.343033,0.339417,0.164274,-4.66538E-06,3.34598E-06,-0.163829,0.0778766,-0.00450654,0.0851204,0.010258,0.00148526,0.00168668,0.00977329,0.00984212,0.0631086,0.0188711,0.0186599,0.153798,0.153374,1.3279E-05,6.24316E-06,0.00422137,0.00374948,0.624817,0,0.115299,0,0.340925,0.342968,9.38775
A,10,1000,3.818,1,0,0.291865,0.293069,0.0205434,0.0196123,-0.0198392,-0.0205383,0.0866841,-0.00642095,0.0853985,0.0110685,0.00148501,0.00166036,0.00982971,0.00981688,0.0631513,0.0189201,0.0185705,0.00905553,0.00905675,3.91427E-07,7.97941E-08,0.00386973,0.00374982,3.53915E-06,1.67399E-07,0.00027441,5.96799E-05,0.291862,0.291865,3.8032
B,10,1000,3.818,1,0,0.274554,0.275756,0.0228043,0.0168496,-0.0174869,-0.0224291,0.0859895,-0.00624027,0.0849809,0.0110223,0.00148501,0.00165868,0.00983105,0.00981686,0.0630899,0.018948,0.0186029,0.00905407,0.00906039,4.96843E-07,1.56154E-07,0.00386208,0.00374956,7.17143E-07,0,0.000123525,0,0.274506,0.274547,11.9265
A,10,1000,3.818,1,1,0.458031,0.459332,0.130473,-1.6289E-06,1.61365E-06,-0.131212,0.0852545,-0.00551272,0.0854166,0.0107216,0.00148463,0.00168664,0.00980284,0.00981587,0.0631509,0.0189188,0.0185722,0.0971715,0.0971976,5.81478E-06,1.56224E-06,0.00409688,0.0037498,0.101966,0.101966,0.0465778,0.0465778,0.4571,0.457583,3.80191
B,10,1000,3.818,1,1,0.307495,0.296277,0.202231,-9.10076E-06,3.30952E-05,-0.195716,0.0629737,-0.00193522,0.0840673,0.00911632,0.00139564,0.00158362,0.0096186,0.00972895,0.0623328,0.0179219,0.0190463,0.213398,0.213698,2.09903E-05,1.34109E-05,0.00443002,0.00363238,0.871336,0,0.136156,0,0.305601,0.306589,10.7831
A,10,1000,3.818,1,4,0.291866,0.293069,0.0205434,0.0196123,-0.0198392,-0.0205383,0.0866842,-0.00642095,0.0853985,0.0110685,0.00148501,0.00166036,0.00982972,0.00981687,0.0631513,0.0189201,0.0185705,0.00905553,0.00905675,3.91428E-07,7.97914E-08,0.00386974,0.00374982,3.5379E-06,1.67341E-07,0.000274361,5.96692E-05,0.291865,0.291865,3.80324
B,10,1000,3.818,1,4,0.307567,0.2962,0.202339,-8.5517E-06,2.79492E-05,-0.195739,0.0629434,-0.00193115,0.0840653,0.00911391,0.00139535,0.00158332,0.00961873,0.00972803,0.0623319,0.0179203,0.0190459,0.213495,0.213752,2.09999E-05,1.3412E-05,0.00443107,0.00363213,0.87165,0,0.136182,0,0.306935,0.305383,10.785
A,10,20000,3.818,0.25,0,0.291876,0.293066,0.020542,0.019615,-0.0198376,-0.0205434,0.086682,-0.00615435,0.0853992,0.0110686,0.00148512,0.00165714,0.00982725,0.00981613,0.0631523,0.0189178,0.0185703,0.00905609,0.00905623,4.00218E-07,8.91199E-08,0.00387429,0.00374982,3.53869E-06,1.67372E-07,0.000274393,5.96751E-05,0.291874,0.291876,3.80081
B,10,20000,3.818,0.25,0,0.292383,0.292146,0.0208021,0.0193463,-0.0195682,-0.0208473,0.0869734,-0.0062196,0.0851299,0.011069,0.00148508,0.00165827,0.00982839,0.00981633,0.063133,0.0189277,0.0185804,0.00905168,0.00907274,3.93957E-07,8.49357E-08,0.00387199,0.00374977,4.44923E-08,0,3.07676E-05,0,0.29238,0.292383,2.93704
A,10,20000,3.818,0.25,1,0.493044,0.495781,0.159664,-0.000268128,0.000256948,-0.162799,0.0835959,-0.00412885,0.0856308,0.0105693,0.001489,0.00167846,0.00956427,0.0100143,0.0632224,0.0184149,0.0189947,0.143825,0.144506,1.2524E-05,5.77779E-06,0.00433009,0.00374982,0.152237,0.152237,0.0569348,0.0569348,0.493146,0.493009,3.80509
B,10,20000,3.818,0.25,1,0.298695,0.298488,0.0635036,-3.23114E-05,3.36928E-05,-0.064986,0.0862142,-0.00533778,0.0852919,0.010993,0.00148518,0.00166051,0.00981626,0.00981944,0.0631672,0.0189014,0.0185719,0.0254008,0.0255658,1.68755E-06,6.32598E-07,0.0039364,0.00374979,0.0930797,0,0.04452,0,0.29871,0.298693,2.92939
A,10,20000,3.818,0.25,4,0.291876,0.293065,0.020542,0.019615,-0.0198376,-0.0205434,0.086682,-0.00615434,0.0853992,0.0110685,0.00148512,0.00165714,0.00982725,0.00981613,0.0631523,0.0189177,0.0185703,0.00905606,0.00905621,4.0032E-07,8.91673E-08,0.00387429,0.00374982,3.53869E-06,1.67372E-07,0.000274393,5.96751E-05,0.291874,0.291876,3.80081
B,10,20000,3.818,0.25,4,0.299689,0.298857,0.0640282,-4.82415E-05,4.19634E-05,-0.0645676,0.0863553,-0.00539164,0.0851416,0.010991,0.00148516,0.00166052,0.0098165,0.009819,0.0631344,0.0189186,0.0185873,0.0257966,0.0258312,1.69875E-06,6.48079E-07,0.00393724,0.00374977,0.0946842,0,0.0448839,0,0.299706,0.299692,2.93148
A,10,20000,3.818,0.5,0,0.291875,0.293065,0.0205423,0.0196146,-0.0198373,-0.0205437,0.086682,-0.00615434,0.0853992,0.0110686,0.00148512,0.00165714,0.00982725,0.00981613,0.0631523,0.0189178,0.0185703,0.00905608,0.00905623,4.00233E-07,8.91323E-08,0.00387429,0.00374982,3.53869E-06,1.67372E-07,0.000274393,5.96751E-05,0.291873,0.291875,3.80081
B,10,20000,3.818,0.5,0,0.288962,0.288843,0.0214906,0.0185727,-0.0188973,-0.0214437,0.0868249,-0.00596822,0.0850865,0.0110619,0.0014854,0.00165207,0.0098207,0.0098181,0.0631216,0.0189191,0.0185975,0.00905323,0.00907314,4.30294E-07,1.13668E-07,0.00387994,0.00374973,1.77718E-07,0,6.14918E-05,0,0.288956,0.288961,5.91497
A,10,20000,3.818,0.5,1,0.492969,0.495686,0.159639,-0.000298004,0.000240858,-0.162838,0.0836008,-0.00414043,0.0856307,0.0105697,0.00148896,0.00167829,0.00956495,0.0100136,0.0632225,0.0184163,0.0189932,0.143789,0.144488,1.25266E-05,5.76171E-06,0.00433018,0.00374982,0.152205,0.152205,0.0569326,0.0569326,0.492973,0.493033,3.80324
B,10,20000,3.818,0.5,1,0.35663,0.361406,0.125262,-0.00019911,0.000180455,-0.130127,0.0827424,-0.00449935,0.0859207,0.0106774,0.0014888,0.00166157,0.00961134,0.00997859,0.0632439,0.0185043,0.0188834,0.0891899,0.0896704,8.27637E-06,3.91701E-06,0.00420107,0.00374985,0.361147,0,0.087705,0,0.356619,0.356689,5.8962
