pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,762005,72.8168,80.3195
1,10k,47p,763555,72.5838,80.3195
1,10k,100p,765234,72.3188,80.3195
1,10k,220p,768750,71.7119,80.3195
1,10k,470p,774612,70.4356,80.3195
1,10k,1n,779560,67.8647,80.3195
1,10k,1.5n,774875,65.899,80.3196
1,10k,2.2n,758469,64.1038,80.3196
1,10k,2.7n,743925,63.3985,80.3196
1,10k,3.3n,726331,62.9915,80.3197
1,10k,4.7n,690928,63.0487,80.3198
2,10k,1f,762005,72.8168,80.3195
2,10k,47p,763600,72.5817,80.3195
2,10k,100p,765407,72.3144,80.3195
2,10k,220p,769530,71.7005,80.3195
2,10k,470p,778308,70.3798,80.3195
2,10k,1n,797994,67.3701,80.3195
2,10k,1.5n,817794,64.2419,80.3194
2,10k,2.2n,847194,59.3299,80.3194
2,10k,2.7n,868773,55.4178,80.3194
2,10k,3.3n,893807,50.3174,80.3194
2,10k,4.7n,932604,38.0201,80.3194
1,50k,1f,763018,72.8233,80.4992
1,50k,47p,764587,72.5879,80.4992
1,50k,100p,766288,72.3201,80.4992
1,50k,220p,769847,71.7069,80.4992
1,50k,470p,775777,70.4169,80.4992
1,50k,1n,780765,67.8185,80.4992
1,50k,1.5n,775916,65.8389,80.4992
1,50k,2.2n,759227,64.0387,80.4992
1,50k,2.7n,744488,63.3371,80.4992
1,50k,3.3n,726711,62.9368,80.4992
1,50k,4.7n,691058,63.01,80.4992
2,50k,1f,763018,72.8233,80.4992
2,50k,47p,764621,72.5876,80.4992
2,50k,100p,766438,72.3195,80.4992
2,50k,220p,770582,71.7039,80.4992
2,50k,470p,779437,70.3785,80.4992
2,50k,1n,799275,67.3575,80.4992
2,50k,1.5n,819248,64.2152,80.4992
2,50k,2.2n,848915,59.2773,80.4992
2,50k,2.7n,870729,55.3397,80.4992
2,50k,3.3n,896126,50.1956,80.4992
2,50k,4.7n,935207,37.8113,80.4991
