cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_ins,MAINJACK,12.72,1.000021,1.500,SOPRA,riferimento csempre_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_rel,MAINJACK,0.4228,2.500021,2.000,SOPRA,riferimento cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,B2,MAINJACK,0,2.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_ins,MAINJACK,0.0009355,2.502927,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_rel,MAINJACK,0.0009355,2.502927,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_ins,MAINJACK,0.0009355,2.502927,,sotto,"riferimento csempre_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_rel,MAINJACK,0.0006457,2.502917,,sotto,"riferimento cmai_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_ins,MAINJACK,0.05674,2.400000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_rel,MAINJACK,0.05541,2.526000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_ins,FIXJACK1,4.035,1.000021,1.500,SOPRA,riferimento csempre_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_rel,FIXJACK1,0.1341,2.500021,2.000,SOPRA,riferimento cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,B2,FIXJACK1,0,2.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_ins,FIXJACK1,0.0002416,2.502917,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_rel,FIXJACK1,0.0002416,2.502917,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_ins,FIXJACK1,0.0002416,2.502917,,sotto,"riferimento csempre_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_rel,FIXJACK1,0.000209,2.502927,,sotto,"riferimento cmai_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_ins,FIXJACK1,0.05674,2.400000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_rel,FIXJACK1,0.05541,2.526000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_ins,FIXJACK2,4.035,1.000021,1.500,SOPRA,riferimento csempre_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,A_rel,FIXJACK2,0.1341,2.500021,2.000,SOPRA,riferimento cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,B2,FIXJACK2,0,2.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_ins,FIXJACK2,0.0002416,2.502917,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C1_rel,FIXJACK2,0.0002416,2.502917,,sotto,"diagnostica, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_ins,FIXJACK2,0.0002416,2.502917,,sotto,"riferimento csempre_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,C2_rel,FIXJACK2,0.000209,2.502927,,sotto,"riferimento cmai_1k, cond 1"
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_ins,FIXJACK2,0.05674,2.400000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da cmai_1k
cinv25_1k,ldr_v4_td6_AA_inv25,1000,3.818,10,100k,S_rel,FIXJACK2,0.05541,2.526000,,sotto,dB in 100 ms sopra -70 dB; pieno 3.815 V da cmai_1k
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,A_ins,MAINJACK,12.72,1.000021,2.000,SOPRA,riferimento csempre_1k
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,A_rel,MAINJACK,11.23,5.500021,2.000,SOPRA,riferimento cmai_1k
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,B2,MAINJACK,0,5.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,C1_ins,MAINJACK,0.003374,5.502490,,SOPRA,"diagnostica, cond 1"
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,C1_rel,MAINJACK,0.003374,5.502490,,SOPRA,"diagnostica, cond 1"
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,C2_ins,MAINJACK,0.003374,5.502490,,SOPRA,"riferimento csempre_1k, cond 1"
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,C2_rel,MAINJACK,0.003325,5.502458,,SOPRA,"riferimento cmai_1k, cond 1"
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,S_ins,MAINJACK,4.372,5.400000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da cmai_1k
cinv75_1k,ldr_v4_td6_AA_inv75,1000,3.818,10,100k,S_rel,MAINJACK,2.229,6.644000,,sotto,dB in 100 ms sopra -70 dB; pieno 12.02 V da cmai_1k
