col0,col1
20.0,71.9037177
22.4403691,71.5674669
25.1785082,71.1779798
28.2507509,70.7325301
31.6978638,70.2297296
35.5655882,69.6696712
39.9052463,69.0539207
44.7744228,68.3853616
50.2377286,67.6679228
56.3676586,66.9062431
63.2455532,66.1053259
70.9626778,65.2702309
79.6214341,64.4058307
89.3367184,63.5166407
100.237447,62.6067196
112.468265,61.6796271
126.191469,60.7384245
141.589157,59.7857032
158.865647,58.8236287
178.250188,57.8539924
200.0,56.8782644
224.403691,55.8976426
251.785082,54.9130988
282.507509,53.9254174
316.978638,52.93523
355.655882,51.9430435
399.052463,50.9492641
447.744228,49.9542169
502.377286,48.9581616
563.676586,47.9613058
632.455532,46.9638154
709.626778,45.9658229
796.214341,44.9674347
893.367184,43.9687362
1002.37447,42.9697964
1124.68265,41.9706717
1261.91469,40.9714086
1415.89157,39.9720461
1588.65647,38.9726184
1782.50188,37.9731557
2000.0,36.9736867
2244.03691,35.9742396
2517.85082,34.9748438
2825.07509,33.9755316
3169.78638,32.9763394
3556.55882,31.9773102
3990.52463,30.9784955
4477.44228,29.9799584
5023.77286,28.9817762
5636.76586,27.9840454
6324.55532,26.9868859
7096.26778,25.9904477
7962.14341,24.9949184
8933.67184,24.0005327
10023.7447,23.0075845
11246.8265,22.016441
12619.1469,21.0275609
14158.9157,20.0415161
15886.5647,19.0590175
17825.0188,18.080947
20000.0,17.1083933
22440.3691,16.1426954
25178.5082,15.1854888
28250.7509,14.2387568
31697.8638,13.3048818
35565.5882,12.3866917
39905.2463,11.4874942
44774.4228,10.6110873
50237.7286,9.76173368
56367.6586,8.94408169
63245.5532,8.16302034
70962.6778,7.42345916
79621.4341,6.73003615
89336.7184,6.0867738
100237.447,5.49672156
112468.265,4.96163709
126191.469,4.48176116
141589.157,4.05572756
158865.647,3.68062259
178250.188,3.35217664
200000.0,3.0650448
