pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,798574,69.8822,80.3195
1,10k,47p,800275,69.6333,80.3195
1,10k,100p,802118,69.3499,80.3195
1,10k,220p,805973,68.7005,80.3195
1,10k,470p,812376,67.334,80.3195
1,10k,1n,817585,64.5974,80.3195
1,10k,1.5n,812075,62.5502,80.3196
1,10k,2.2n,793970,60.7544,80.3196
1,10k,2.7n,778335,60.0951,80.3196
1,10k,3.3n,759764,59.7605,80.3197
1,10k,4.7n,723203,59.985,80.3198
2,10k,1f,798574,69.8822,80.3195
2,10k,47p,800325,69.6311,80.3195
2,10k,100p,802309,69.3453,80.3195
2,10k,220p,806840,68.6883,80.3195
2,10k,470p,816542,67.271,80.3195
2,10k,1n,838374,64.0258,80.3195
2,10k,1.5n,860480,60.6276,80.3194
2,10k,2.2n,893459,55.2432,80.3194
2,10k,2.7n,917743,50.9149,80.3194
2,10k,3.3n,945364,45.2683,80.3194
2,10k,4.7n,982515,32.078,80.3194
1,50k,1f,799594,69.8893,80.4992
1,50k,47p,801315,69.6379,80.4992
1,50k,100p,803182,69.3516,80.4992
1,50k,220p,807085,68.6953,80.4992
1,50k,470p,813579,67.3136,80.4992
1,50k,1n,818807,64.5489,80.4992
1,50k,1.5n,813122,62.4874,80.4992
1,50k,2.2n,794702,60.6885,80.4992
1,50k,2.7n,778872,60.0335,80.4992
1,50k,3.3n,760118,59.7066,80.4992
1,50k,4.7n,723314,59.9478,80.4992
2,50k,1f,799594,69.8893,80.4992
2,50k,47p,801353,69.6375,80.4992
2,50k,100p,803348,69.351,80.4992
2,50k,220p,807902,68.6923,80.4992
2,50k,470p,817686,67.27,80.4992
2,50k,1n,839684,64.0129,80.4992
2,50k,1.5n,861979,60.5995,80.4992
2,50k,2.2n,895323,55.1826,80.4992
2,50k,2.7n,919881,50.8243,80.4992
2,50k,3.3n,947809,45.1347,80.4992
2,50k,4.7n,985164,31.8551,80.4991
