col0,col1,col2,col3,col4,col5
28250.7509,47.0346737,28250.7509,47.0417298,28250.7509,0.38571653
31697.8638,47.0355041,31697.8638,47.0398257,31697.8638,0.432384367
35565.5882,47.0365498,35565.5882,47.0388875,35565.5882,0.484786665
39905.2463,47.0378668,39905.2463,47.0388654,39905.2463,0.543617704
44774.4228,47.0395251,44774.4228,47.0397584,44774.4228,0.609656559
50237.7286,47.0416133,50237.7286,47.0416141,50237.7286,0.683777226
56367.6586,47.044243,56367.6586,47.0445313,56367.6586,0.766959919
63245.5532,47.0475545,63245.5532,47.0486654,63245.5532,0.860303628
70962.6778,47.0517248,70962.6778,47.0542368,70962.6778,0.965040041
79621.4341,47.0569769,79621.4341,47.0615418,79621.4341,1.08254892
89336.7184,47.0635917,89336.7184,47.0709693,89336.7184,1.21437498
100237.447,47.0719229,100237.447,47.0830204,100237.447,1.36224625
112468.265,47.0824162,112468.265,47.0983348,112468.265,1.5280939
126191.469,47.0956321,126191.469,47.1177235,126191.469,1.71407318
141589.157,47.1122753,141589.157,47.1422097,141589.157,1.92258528
158865.647,47.1332302,158865.647,47.173079,158865.647,2.15629922
178250.188,47.1596037,178250.188,47.2119403,178250.188,2.41817305
200000.0,47.1927772,200000.0,47.260798,200000.0,2.71147287
