col0,col1,col2,col3,col4,col5
20.0,60.0655613,20.0,1693.37855,20.0,0.0513604967
22.4403691,57.3869647,22.4403691,1509.38509,22.4403691,0.0513607603
25.1785082,55.2592331,25.1785082,1345.41643,25.1785082,0.0513610229
28.2507509,53.5690864,28.2507509,1199.29791,28.2507509,0.0513613321
31.6978638,52.2265365,31.6978638,1069.0914,31.6978638,0.0513617418
35.5655882,51.1600995,35.5655882,953.069679,35.5655882,0.0513623129
39.9052463,50.3129909,39.9052463,849.693582,39.9052463,0.0513631154
44.7744228,49.640104,44.7744228,757.591618,44.7744228,0.0513642293
50.2377286,49.1056079,50.2377286,675.541805,50.2377286,0.0513657477
56.3676586,48.6810407,56.3676586,602.45547,56.3676586,0.0513677805
63.2455532,48.3437937,63.2455532,537.362813,63.2455532,0.0513704599
70.9626778,48.0759082,70.9626778,479.400041,70.9626778,0.0513739472
79.6214341,47.8631187,79.6214341,427.797901,79.6214341,0.0513784425
89.3367184,47.6940937,89.3367184,381.871458,89.3367184,0.0513841955
100.237447,47.5598322,100.237447,341.01098,100.237447,0.0513915197
112.468265,47.4531845,112.468265,304.673815,112.468265,0.0514008098
126.191469,47.3684711,126.191469,272.377141,126.191469,0.0514125629
141.589157,47.3011808,141.589157,243.691483,141.589157,0.0514274055
158.865647,47.2477303,158.865647,218.234922,158.865647,0.0514461266
178.250188,47.2052731,178.250188,195.667897,178.250188,0.0514697193
200.0,47.1715482,200.0,175.688521,200.0,0.0514994333
224.403691,47.1447597,224.403691,158.028355,224.403691,0.0515368389
251.785082,47.123481,251.785082,142.448551,251.785082,0.0515839095
282.507509,47.1065788,282.507509,128.736335,282.507509,0.0516431214
316.978638,47.0931532,316.978638,116.701747,316.978638,0.05171758
355.655882,47.0824892,355.655882,106.174636,355.655882,0.0518111749
399.052463,47.0740187,399.052463,97.0018822,399.052463,0.0519287716
447.744228,47.0672909,447.744228,89.0448478,447.744228,0.0520764453
502.377286,47.0619474,502.377286,82.1771081,502.377286,0.0522617667
563.676586,47.0577035,563.676586,76.2825035,563.676586,0.0524941458
632.455532,47.0543335,632.455532,71.2535807,632.455532,0.0527852417
709.626778,47.0516576,709.626778,66.9904691,709.626778,0.0531494448
796.214341,47.0495336,796.214341,63.4002043,796.214341,0.0536044319
893.367184,47.0478481,893.367184,60.3964536,893.367184,0.0541717934
1002.37447,47.0465116,1002.37447,57.8995464,1002.37447,0.0548777185
1124.68265,47.0454528,1124.68265,55.8366705,1124.68265,0.0557537157
1261.91469,47.0446153,1261.91469,54.14209,1261.91469,0.0568373324
1415.89157,47.0439546,1415.89157,52.7572662,1415.89157,0.0581728237
1588.65647,47.0434354,1588.65647,51.6308043,1588.65647,0.0598117114
1782.50188,47.0430301,1782.50188,50.7182049,1782.50188,0.0618131763
2000.0,47.0427172,2000.0,49.9814376,2000.0,0.0642442445
2244.03691,47.0424798,2244.03691,49.3883828,2244.03691,0.0671797621
2517.85082,47.0423055,2517.85082,48.9121939,2517.85082,0.0707022063
2825.07509,47.0421849,2825.07509,48.5306337,2825.07509,0.0749014354
3169.78638,47.0421117,3169.78638,48.2254231,3169.78638,0.0798745211
3556.55882,47.0420818,3556.55882,47.9816338,3556.55882,0.0857258249
3990.52463,47.0420937,3990.52463,47.7871386,3990.52463,0.0925674509
4477.44228,47.0421481,4477.44228,47.6321299,4477.44228,0.100520162
5023.77286,47.0422477,5023.77286,47.5087053,5023.77286,0.10971478
5636.76586,47.042398,5636.76586,47.4105167,5636.76586,0.120294034
6324.55532,47.0426069,6324.55532,47.3324786,6324.55532,0.132414796
7096.26778,47.0428855,7096.26778,47.2705263,7096.26778,0.14625063
7962.14341,47.0432486,7962.14341,47.2214182,7962.14341,0.161994596
8933.67184,47.0437154,8933.67184,47.1825758,8933.67184,0.179862274
