cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,MAINJACK,0.001109,1.005219,,SOPRA,"pavimento di C a 1.000 s, cond 1"
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,MAINJACK,0.001041,4.299219,,SOPRA,"pavimento di C a 4.200 s, cond 1"
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001392,1.005208,,sotto,"pavimento di C a 1.000 s, cond 1"
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,FIXJACK1,0.0001243,4.204813,,sotto,"pavimento di C a 4.200 s, cond 1"
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001392,1.005208,,sotto,"pavimento di C a 1.000 s, cond 1"
c2p_bmmai,c2p,1000,3.818,10,100k,C_pav,FIXJACK2,0.0001243,4.204813,,sotto,"pavimento di C a 4.200 s, cond 1"
c2p_bmsempre,c2p,1000,3.818,10,100k,B1,MAINJACK,1.511e-08,6.145260,,sotto,"riferimento sempre in mute, da 0,5 s"
c2p_bmsempre,c2p,1000,3.818,10,100k,B1,FIXJACK1,4.793e-09,10.809250,,sotto,"riferimento sempre in mute, da 0,5 s"
c2p_bmsempre,c2p,1000,3.818,10,100k,B1,FIXJACK2,4.793e-09,10.809250,,sotto,"riferimento sempre in mute, da 0,5 s"
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,A_ins,MAINJACK,12.7,1.000021,2.000,SOPRA,riferimento c2p_bmsempre
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,A_rel,MAINJACK,12.7,4.120021,2.000,SOPRA,riferimento c2p_bmmai
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,B2,MAINJACK,1.626e-08,4.040760,,sotto,mute da t_ins+t_grad+20 ms a t_rel
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,C1_ins,MAINJACK,0.002923,2.340240,,SOPRA,"diagnostica, cond 1"
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,C1_rel,MAINJACK,0.003002,5.841771,,SOPRA,"diagnostica, cond 1"
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,C2_ins,MAINJACK,0.002923,2.340240,,SOPRA,"riferimento c2p_bmsempre, cond 1"
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,C2_rel,MAINJACK,0.003536,4.131219,,SOPRA,"riferimento c2p_bmmai, cond 1"
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,A_ins,FIXJACK1,4.033,1.000021,2.000,SOPRA,riferimento c2p_bmsempre
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,A_rel,FIXJACK1,4.033,4.120021,2.000,SOPRA,riferimento c2p_bmmai
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,B2,FIXJACK1,5.01e-09,4.047760,,sotto,mute da t_ins+t_grad+20 ms a t_rel
c2p_bm_tj20,c2p_tj20ms,1000,3.818,10,100k,C1_ins,FIXJACK1,0.001021,4.130750,,SOPRA,"diagnostica, cond 1"
