mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,644174,70.1831,79.6305,100k
0db,1m,1,47p,644833,70.0175,79.6305,100k
0db,1m,1,100p,645540,69.8298,79.6305,100k
0db,1m,1,220p,647025,69.401,79.6305,100k
0db,1m,1,470p,649399,68.5026,79.6305,100k
0db,1m,1,1n,650966,66.66,79.6305,100k
0db,1m,1,1.5n,648306,65.1299,79.6304,100k
0db,1m,1,2.2n,639709,63.4811,79.6304,100k
0db,1m,1,2.7n,631593,62.6627,79.6304,100k
0db,1m,1,3.3n,621252,62.0085,79.6304,100k
0db,1m,1,4.7n,598497,61.4309,79.6304,100k
0db,1m,2,1f,644174,70.1831,79.6305,100k
0db,1m,2,47p,644848,70.0174,79.6305,100k
0db,1m,2,100p,645608,69.8299,79.6305,100k
0db,1m,2,220p,647369,69.4014,79.6305,100k
0db,1m,2,470p,651022,68.4948,79.6304,100k
0db,1m,2,1n,658663,66.5114,79.6304,100k
0db,1m,2,1.5n,665814,64.5606,79.6304,100k
0db,1m,2,2.2n,675417,61.7088,79.6304,100k
0db,1m,2,2.7n,681968,59.5878,79.6304,100k
0db,1m,2,3.3n,689129,56.971,79.6304,100k
0db,1m,2,4.7n,701988,50.6814,79.6304,100k
0db,1k,1,1f,644152,69.9805,79.6305,100k
0db,1k,1,47p,644811,69.8148,79.6305,100k
0db,1k,1,100p,645518,69.6269,79.6305,100k
0db,1k,1,220p,647002,69.1976,79.6305,100k
0db,1k,1,470p,649377,68.2985,79.6305,100k
0db,1k,1,1n,650943,66.4555,79.6305,100k
0db,1k,1,1.5n,648284,64.9263,79.6304,100k
0db,1k,1,2.2n,639689,63.2802,79.6304,100k
0db,1k,1,2.7n,631574,62.4643,79.6304,100k
0db,1k,1,3.3n,621235,61.8134,79.6304,100k
0db,1k,1,4.7n,598482,61.2428,79.6304,100k
0db,1k,2,1f,644152,69.9805,79.6305,100k
0db,1k,2,47p,644827,69.8147,79.6305,100k
0db,1k,2,100p,645587,69.6269,79.6305,100k
0db,1k,2,220p,647346,69.1979,79.6305,100k
0db,1k,2,470p,650999,68.2902,79.6304,100k
0db,1k,2,1n,658639,66.3044,79.6304,100k
0db,1k,2,1.5n,665788,64.3516,79.6304,100k
0db,1k,2,2.2n,675391,61.4969,79.6304,100k
0db,1k,2,2.7n,681940,59.3739,79.6304,100k
0db,1k,2,3.3n,689101,56.755,79.6304,100k
0db,1k,2,4.7n,701958,50.4618,79.6304,100k
0db,2.5k,1,1f,644074,69.6788,79.6305,100k
0db,2.5k,1,47p,644733,69.5128,79.6305,100k
0db,2.5k,1,100p,645440,69.3246,79.6305,100k
0db,2.5k,1,220p,646921,68.8948,79.6305,100k
0db,2.5k,1,470p,649295,67.9946,79.6305,100k
0db,2.5k,1,1n,650861,66.1512,79.6305,100k
0db,2.5k,1,1.5n,648204,64.6234,79.6304,100k
0db,2.5k,1,2.2n,639615,62.9813,79.6304,100k
0db,2.5k,1,2.7n,631504,62.1692,79.6304,100k
0db,2.5k,1,3.3n,621170,61.5229,79.6304,100k
0db,2.5k,1,4.7n,598427,60.9627,79.6304,100k
0db,2.5k,2,1f,644074,69.6788,79.6305,100k
0db,2.5k,2,47p,644749,69.5127,79.6305,100k
0db,2.5k,2,100p,645508,69.3246,79.6305,100k
0db,2.5k,2,220p,647265,68.8949,79.6305,100k
0db,2.5k,2,470p,650917,67.9856,79.6304,100k
0db,2.5k,2,1n,658553,65.9966,79.6304,100k
0db,2.5k,2,1.5n,665696,64.0408,79.6304,100k
0db,2.5k,2,2.2n,675294,61.1822,79.6304,100k
0db,2.5k,2,2.7n,681837,59.0568,79.6304,100k
0db,2.5k,2,3.3n,688994,56.4351,79.6304,100k
0db,2.5k,2,4.7n,701843,50.1376,79.6304,100k
0db,2.571k,1,1f,644069,69.6646,79.6305,100k
0db,2.571k,1,47p,644728,69.4986,79.6305,100k
0db,2.571k,1,100p,645435,69.3103,79.6305,100k
0db,2.571k,1,220p,646916,68.8805,79.6305,100k
0db,2.571k,1,470p,649290,67.9803,79.6305,100k
0db,2.571k,1,1n,650856,66.1368,79.6305,100k
0db,2.571k,1,1.5n,648199,64.6091,79.6304,100k
0db,2.571k,1,2.2n,639610,62.9673,79.6304,100k
0db,2.571k,1,2.7n,631500,62.1553,79.6304,100k
0db,2.571k,1,3.3n,621166,61.5093,79.6304,100k
0db,2.571k,1,4.7n,598424,60.9495,79.6304,100k
0db,2.571k,2,1f,644069,69.6646,79.6305,100k
0db,2.571k,2,47p,644744,69.4985,79.6305,100k
0db,2.571k,2,100p,645503,69.3104,79.6305,100k
0db,2.571k,2,220p,647260,68.8806,79.6305,100k
0db,2.571k,2,470p,650911,67.9712,79.6304,100k
0db,2.571k,2,1n,658547,65.9821,79.6304,100k
0db,2.571k,2,1.5n,665690,64.0262,79.6304,100k
0db,2.571k,2,2.2n,675288,61.1674,79.6304,100k
0db,2.571k,2,2.7n,681830,59.0419,79.6304,100k
0db,2.571k,2,3.3n,688987,56.4201,79.6304,100k
0db,2.571k,2,4.7n,701835,50.1224,79.6304,100k
0db,2.611k,1,1f,644066,69.6566,79.6305,100k
0db,2.611k,1,47p,644725,69.4906,79.6305,100k
0db,2.611k,1,100p,645432,69.3023,79.6305,100k
0db,2.611k,1,220p,646913,68.8725,79.6305,100k
0db,2.611k,1,470p,649286,67.9723,79.6305,100k
0db,2.611k,1,1n,650852,66.1288,79.6305,100k
0db,2.611k,1,1.5n,648196,64.6011,79.6304,100k
0db,2.611k,1,2.2n,639608,62.9594,79.6304,100k
0db,2.611k,1,2.7n,631497,62.1474,79.6304,100k
0db,2.611k,1,3.3n,621164,61.5016,79.6304,100k
0db,2.611k,1,4.7n,598421,60.942,79.6304,100k
0db,2.611k,2,1f,644066,69.6566,79.6305,100k
0db,2.611k,2,47p,644741,69.4905,79.6305,100k
0db,2.611k,2,100p,645500,69.3024,79.6305,100k
0db,2.611k,2,220p,647257,68.8725,79.6305,100k
0db,2.611k,2,470p,650908,67.9632,79.6304,100k
0db,2.611k,2,1n,658544,65.974,79.6304,100k
0db,2.611k,2,1.5n,665687,64.018,79.6304,100k
0db,2.611k,2,2.2n,675285,61.1591,79.6304,100k
0db,2.611k,2,2.7n,681827,59.0335,79.6304,100k
0db,2.611k,2,3.3n,688983,56.4117,79.6304,100k
0db,2.611k,2,4.7n,701831,50.1139,79.6304,100k
0db,1m,1,1f,643412,70.1739,79.4467,10k
0db,1m,1,47p,644062,70.0102,79.4467,10k
0db,1m,1,100p,644760,69.8245,79.4467,10k
0db,1m,1,220p,646207,69.4008,79.4467,10k
0db,1m,1,470p,648554,68.5124,79.4467,10k
0db,1m,1,1n,650124,66.6897,79.4468,10k
0db,1m,1,1.5n,647537,65.1737,79.4468,10k
0db,1m,1,2.2n,639111,63.5346,79.4468,10k
0db,1m,1,2.7n,631112,62.7178,79.4469,10k
0db,1m,1,3.3n,620903,62.0617,79.4469,10k
0db,1m,1,4.7n,598353,61.474,79.447,10k
0db,1m,2,1f,643412,70.1739,79.4467,10k
0db,1m,2,47p,644083,70.0087,79.4467,10k
0db,1m,2,100p,644840,69.8216,79.4467,10k
0db,1m,2,220p,646572,69.3946,79.4467,10k
0db,1m,2,470p,650206,68.4903,79.4467,10k
0db,1m,2,1n,657807,66.5123,79.4467,10k
0db,1m,2,1.5n,664894,64.568,79.4467,10k
0db,1m,2,2.2n,674443,61.7254,79.4466,10k
0db,1m,2,2.7n,680924,59.613,79.4466,10k
0db,1m,2,3.3n,688042,57.0058,79.4466,10k
0db,1m,2,4.7n,700791,50.743,79.4466,10k
0db,1k,1,1f,643390,69.9717,79.4467,10k
0db,1k,1,47p,644041,69.8077,79.4467,10k
0db,1k,1,100p,644738,69.6218,79.4467,10k
0db,1k,1,220p,646184,69.1977,79.4467,10k
0db,1k,1,470p,648532,68.3086,79.4467,10k
0db,1k,1,1n,650102,66.4854,79.4468,10k
0db,1k,1,1.5n,647515,64.9703,79.4468,10k
0db,1k,1,2.2n,639091,63.3338,79.4468,10k
0db,1k,1,2.7n,631093,62.5195,79.4469,10k
0db,1k,1,3.3n,620886,61.8667,79.4469,10k
0db,1k,1,4.7n,598338,61.2859,79.447,10k
0db,1k,2,1f,643390,69.9717,79.4467,10k
0db,1k,2,47p,644062,69.8062,79.4467,10k
0db,1k,2,100p,644818,69.6189,79.4467,10k
0db,1k,2,220p,646549,69.1913,79.4467,10k
0db,1k,2,470p,650184,68.286,79.4467,10k
0db,1k,2,1n,657783,66.3056,79.4467,10k
0db,1k,2,1.5n,664869,64.3593,79.4467,10k
0db,1k,2,2.2n,674417,61.5137,79.4466,10k
0db,1k,2,2.7n,680896,59.3995,79.4466,10k
0db,1k,2,3.3n,688014,56.7902,79.4466,10k
0db,1k,2,4.7n,700762,50.5238,79.4466,10k
0db,2.5k,1,1f,643313,69.6703,79.4467,10k
0db,2.5k,1,47p,643963,69.5061,79.4467,10k
0db,2.5k,1,100p,644660,69.3199,79.4467,10k
0db,2.5k,1,220p,646104,68.8952,79.4467,10k
0db,2.5k,1,470p,648450,68.0051,79.4467,10k
0db,2.5k,1,1n,650020,66.1815,79.4468,10k
0db,2.5k,1,1.5n,647435,64.6678,79.4468,10k
0db,2.5k,1,2.2n,639018,63.0352,79.4468,10k
0db,2.5k,1,2.7n,631023,62.2247,79.4469,10k
0db,2.5k,1,3.3n,620822,61.5764,79.4469,10k
0db,2.5k,1,4.7n,598283,61.0059,79.447,10k
0db,2.5k,2,1f,643313,69.6703,79.4467,10k
0db,2.5k,2,47p,643984,69.5046,79.4467,10k
0db,2.5k,2,100p,644740,69.317,79.4467,10k
0db,2.5k,2,220p,646468,68.8887,79.4467,10k
0db,2.5k,2,470p,650101,67.9817,79.4467,10k
0db,2.5k,2,1n,657697,65.9982,79.4467,10k
0db,2.5k,2,1.5n,664777,64.0489,79.4467,10k
0db,2.5k,2,2.2n,674320,61.1995,79.4466,10k
0db,2.5k,2,2.7n,680794,59.0828,79.4466,10k
0db,2.5k,2,3.3n,687908,56.4708,79.4466,10k
0db,2.5k,2,4.7n,700647,50.2001,79.4466,10k
0db,2.571k,1,1f,643308,69.6561,79.4467,10k
0db,2.571k,1,47p,643958,69.4919,79.4467,10k
0db,2.571k,1,100p,644655,69.3057,79.4467,10k
0db,2.571k,1,220p,646098,68.881,79.4467,10k
0db,2.571k,1,470p,648445,67.9908,79.4467,10k
0db,2.571k,1,1n,650015,66.1672,79.4468,10k
0db,2.571k,1,1.5n,647430,64.6535,79.4468,10k
0db,2.571k,1,2.2n,639013,63.0212,79.4468,10k
0db,2.571k,1,2.7n,631018,62.2108,79.4469,10k
0db,2.571k,1,3.3n,620817,61.5627,79.4469,10k
0db,2.571k,1,4.7n,598280,60.9927,79.447,10k
0db,2.571k,2,1f,643308,69.6561,79.4467,10k
0db,2.571k,2,47p,643979,69.4904,79.4467,10k
0db,2.571k,2,100p,644735,69.3027,79.4467,10k
0db,2.571k,2,220p,646463,68.8744,79.4467,10k
0db,2.571k,2,470p,650096,67.9674,79.4467,10k
0db,2.571k,2,1n,657692,65.9837,79.4467,10k
0db,2.571k,2,1.5n,664771,64.0343,79.4467,10k
0db,2.571k,2,2.2n,674314,61.1848,79.4466,10k
0db,2.571k,2,2.7n,680787,59.0679,79.4466,10k
0db,2.571k,2,3.3n,687901,56.4558,79.4466,10k
0db,2.571k,2,4.7n,700640,50.1849,79.4466,10k
0db,2.611k,1,1f,643305,69.6481,79.4467,10k
0db,2.611k,1,47p,643955,69.4839,79.4467,10k
0db,2.611k,1,100p,644652,69.2977,79.4467,10k
0db,2.611k,1,220p,646095,68.873,79.4467,10k
0db,2.611k,1,470p,648442,67.9828,79.4467,10k
0db,2.611k,1,1n,650012,66.1591,79.4468,10k
0db,2.611k,1,1.5n,647427,64.6455,79.4468,10k
0db,2.611k,1,2.2n,639010,63.0133,79.4468,10k
0db,2.611k,1,2.7n,631016,62.203,79.4469,10k
0db,2.611k,1,3.3n,620815,61.555,79.4469,10k
0db,2.611k,1,4.7n,598278,60.9853,79.447,10k
0db,2.611k,2,1f,643305,69.6481,79.4467,10k
0db,2.611k,2,47p,643976,69.4824,79.4467,10k
0db,2.611k,2,100p,644732,69.2947,79.4467,10k
0db,2.611k,2,220p,646460,68.8664,79.4467,10k
0db,2.611k,2,470p,650093,67.9593,79.4467,10k
0db,2.611k,2,1n,657688,65.9755,79.4467,10k
0db,2.611k,2,1.5n,664768,64.0261,79.4467,10k
0db,2.611k,2,2.2n,674310,61.1764,79.4466,10k
0db,2.611k,2,2.7n,680784,59.0595,79.4466,10k
0db,2.611k,2,3.3n,687897,56.4474,79.4466,10k
0db,2.611k,2,4.7n,700636,50.1764,79.4466,10k
3db,1m,1,1f,582611,77.8988,77.887,100k
3db,1m,1,47p,583158,77.7536,77.887,100k
3db,1m,1,100p,583745,77.589,77.887,100k
3db,1m,1,220p,584950,77.214,77.887,100k
3db,1m,1,470p,586886,76.4283,77.887,100k
3db,1m,1,1n,588252,74.8042,77.887,100k
3db,1m,1,1.5n,586236,73.4211,77.887,100k
3db,1m,1,2.2n,579178,71.8616,77.887,100k
3db,1m,1,2.7n,572298,71.035,77.887,100k
3db,1m,1,3.3n,563200,70.3238,77.8869,100k
3db,1m,1,4.7n,542474,69.5237,77.8869,100k
3db,1m,2,1f,582611,77.8988,77.887,100k
3db,1m,2,47p,583171,77.7535,77.887,100k
3db,1m,2,100p,583801,77.589,77.887,100k
3db,1m,2,220p,585224,77.2143,77.887,100k
3db,1m,2,470p,588170,76.4233,77.887,100k
3db,1m,2,1n,594462,74.6958,77.8869,100k
3db,1m,2,1.5n,600238,73.009,77.8869,100k
3db,1m,2,2.2n,608084,70.5536,77.8869,100k
3db,1m,2,2.7n,613354,68.7405,77.8869,100k
3db,1m,2,3.3n,619220,66.5079,77.8869,100k
3db,1m,2,4.7n,630066,61.1489,77.8869,100k
3db,1k,1,1f,582593,77.7157,77.887,100k
3db,1k,1,47p,583140,77.5702,77.887,100k
3db,1k,1,100p,583727,77.4055,77.887,100k
3db,1k,1,220p,584932,77.0301,77.887,100k
3db,1k,1,470p,586867,76.2439,77.887,100k
3db,1k,1,1n,588234,74.6194,77.887,100k
3db,1k,1,1.5n,586218,73.2369,77.887,100k
3db,1k,1,2.2n,579161,71.6797,77.887,100k
3db,1k,1,2.7n,572283,70.8552,77.887,100k
3db,1k,1,3.3n,563186,70.1469,77.8869,100k
3db,1k,1,4.7n,542462,69.3532,77.8869,100k
3db,1k,2,1f,582593,77.7157,77.887,100k
3db,1k,2,47p,583153,77.5701,77.887,100k
3db,1k,2,100p,583783,77.4055,77.887,100k
3db,1k,2,220p,585206,77.0303,77.887,100k
3db,1k,2,470p,588152,76.2385,77.887,100k
3db,1k,2,1n,594442,74.509,77.8869,100k
3db,1k,2,1.5n,600218,72.8205,77.8869,100k
3db,1k,2,2.2n,608063,70.3627,77.8869,100k
3db,1k,2,2.7n,613332,68.5481,77.8869,100k
3db,1k,2,3.3n,619197,66.3138,77.8869,100k
3db,1k,2,4.7n,630042,60.9516,77.8869,100k
3db,2.5k,1,1f,582529,77.4426,77.887,100k
3db,2.5k,1,47p,583076,77.2969,77.887,100k
3db,2.5k,1,100p,583662,77.1319,77.887,100k
3db,2.5k,1,220p,584867,76.756,77.887,100k
3db,2.5k,1,470p,586802,75.969,77.887,100k
3db,2.5k,1,1n,588168,74.3441,77.887,100k
3db,2.5k,1,1.5n,586153,72.9627,77.887,100k
3db,2.5k,1,2.2n,579100,71.4088,77.887,100k
3db,2.5k,1,2.7n,572226,70.5875,77.887,100k
3db,2.5k,1,3.3n,563132,69.8834,77.8869,100k
3db,2.5k,1,4.7n,542416,69.0992,77.8869,100k
3db,2.5k,2,1f,582529,77.4426,77.887,100k
3db,2.5k,2,47p,583088,77.2969,77.887,100k
3db,2.5k,2,100p,583718,77.1319,77.887,100k
3db,2.5k,2,220p,585141,76.7561,77.887,100k
3db,2.5k,2,470p,588085,75.963,77.887,100k
3db,2.5k,2,1n,594371,74.2309,77.8869,100k
3db,2.5k,2,1.5n,600145,72.54,77.8869,100k
3db,2.5k,2,2.2n,607984,70.079,77.8869,100k
3db,2.5k,2,2.7n,613251,68.2623,77.8869,100k
3db,2.5k,2,3.3n,619110,66.0258,77.8869,100k
3db,2.5k,2,4.7n,629951,60.6597,77.8869,100k
3db,2.571k,1,1f,582525,77.4297,77.887,100k
3db,2.571k,1,47p,583072,77.2841,77.887,100k
3db,2.571k,1,100p,583658,77.119,77.887,100k
3db,2.571k,1,220p,584863,76.7431,77.887,100k
3db,2.571k,1,470p,586797,75.9561,77.887,100k
3db,2.571k,1,1n,588164,74.3312,77.887,100k
3db,2.571k,1,1.5n,586149,72.9498,77.887,100k
3db,2.571k,1,2.2n,579096,71.3961,77.887,100k
3db,2.571k,1,2.7n,572222,70.5749,77.887,100k
3db,2.571k,1,3.3n,563128,69.871,77.8869,100k
3db,2.571k,1,4.7n,542414,69.0872,77.8869,100k
3db,2.571k,2,1f,582525,77.4297,77.887,100k
3db,2.571k,2,47p,583084,77.284,77.887,100k
3db,2.571k,2,100p,583714,77.119,77.887,100k
3db,2.571k,2,220p,585136,76.7432,77.887,100k
3db,2.571k,2,470p,588081,75.95,77.887,100k
3db,2.571k,2,1n,594367,74.2178,77.8869,100k
3db,2.571k,2,1.5n,600140,72.5267,77.8869,100k
3db,2.571k,2,2.2n,607978,70.0657,77.8869,100k
3db,2.571k,2,2.7n,613245,68.2489,77.8869,100k
3db,2.571k,2,3.3n,619104,66.0123,77.8869,100k
3db,2.571k,2,4.7n,629945,60.646,77.8869,100k
3db,2.611k,1,1f,582522,77.4225,77.887,100k
3db,2.611k,1,47p,583069,77.2768,77.887,100k
3db,2.611k,1,100p,583655,77.1118,77.887,100k
3db,2.611k,1,220p,584860,76.7358,77.887,100k
3db,2.611k,1,470p,586795,75.9488,77.887,100k
3db,2.611k,1,1n,588161,74.3238,77.887,100k
3db,2.611k,1,1.5n,586146,72.9425,77.887,100k
3db,2.611k,1,2.2n,579093,71.3889,77.887,100k
3db,2.611k,1,2.7n,572220,70.5678,77.887,100k
3db,2.611k,1,3.3n,563126,69.864,77.8869,100k
3db,2.611k,1,4.7n,542412,69.0805,77.8869,100k
3db,2.611k,2,1f,582522,77.4225,77.887,100k
3db,2.611k,2,47p,583082,77.2767,77.887,100k
3db,2.611k,2,100p,583712,77.1117,77.887,100k
3db,2.611k,2,220p,585134,76.7359,77.887,100k
3db,2.611k,2,470p,588078,75.9427,77.887,100k
3db,2.611k,2,1n,594364,74.2105,77.8869,100k
3db,2.611k,2,1.5n,600137,72.5193,77.8869,100k
3db,2.611k,2,2.2n,607976,70.0582,77.8869,100k
3db,2.611k,2,2.7n,613242,68.2413,77.8869,100k
3db,2.611k,2,3.3n,619101,66.0047,77.8869,100k
3db,2.611k,2,4.7n,629942,60.6382,77.8869,100k
3db,1m,1,1f,581846,77.8905,77.7075,10k
3db,1m,1,47p,582386,77.7468,77.7075,10k
3db,1m,1,100p,582965,77.584,77.7075,10k
3db,1m,1,220p,584155,77.2132,77.7075,10k
3db,1m,1,470p,586068,76.4363,77.7076,10k
3db,1m,1,1n,587436,74.83,77.7076,10k
3db,1m,1,1.5n,585475,73.4602,77.7076,10k
3db,1m,1,2.2n,578550,71.9117,77.7077,10k
3db,1m,1,2.7n,571789,71.0876,77.7077,10k
3db,1m,1,3.3n,562807,70.3764,77.7077,10k
3db,1m,1,4.7n,542292,69.5688,77.7078,10k
3db,1m,2,1f,581846,77.8905,77.7075,10k
3db,1m,2,47p,582403,77.7455,77.7075,10k
3db,1m,2,100p,583030,77.5814,77.7075,10k
3db,1m,2,220p,584446,77.2077,77.7075,10k
3db,1m,2,470p,587376,76.4188,77.7075,10k
3db,1m,2,1n,593612,74.6968,77.7075,10k
3db,1m,2,1.5n,599356,73.0151,77.7075,10k
3db,1m,2,2.2n,607128,70.5688,77.7075,10k
3db,1m,2,2.7n,612366,68.762,77.7075,10k
3db,1m,2,3.3n,618163,66.5393,77.7075,10k
3db,1m,2,4.7n,628943,61.2011,77.7074,10k
3db,1k,1,1f,581829,77.7076,77.7075,10k
3db,1k,1,47p,582368,77.5637,77.7075,10k
3db,1k,1,100p,582947,77.4008,77.7075,10k
3db,1k,1,220p,584137,77.0296,77.7075,10k
3db,1k,1,470p,586050,76.2521,77.7076,10k
3db,1k,1,1n,587418,74.6454,77.7076,10k
3db,1k,1,1.5n,585458,73.2763,77.7076,10k
3db,1k,1,2.2n,578533,71.73,77.7077,10k
3db,1k,1,2.7n,571773,70.9079,77.7077,10k
3db,1k,1,3.3n,562792,70.1996,77.7077,10k
3db,1k,1,4.7n,542279,69.3984,77.7078,10k
3db,1k,2,1f,581829,77.7076,77.7075,10k
3db,1k,2,47p,582385,77.5624,77.7075,10k
3db,1k,2,100p,583012,77.3982,77.7075,10k
3db,1k,2,220p,584428,77.024,77.7075,10k
3db,1k,2,470p,587358,76.2342,77.7075,10k
3db,1k,2,1n,593592,74.5104,77.7075,10k
3db,1k,2,1.5n,599336,72.8269,77.7075,10k
3db,1k,2,2.2n,607107,70.3782,77.7075,10k
3db,1k,2,2.7n,612344,68.5699,77.7075,10k
3db,1k,2,3.3n,618140,66.3455,77.7075,10k
3db,1k,2,4.7n,628920,61.0042,77.7074,10k
3db,2.5k,1,1f,581765,77.4349,77.7075,10k
3db,2.5k,1,47p,582304,77.2908,77.7075,10k
3db,2.5k,1,100p,582882,77.1276,77.7075,10k
3db,2.5k,1,220p,584072,76.7559,77.7075,10k
3db,2.5k,1,470p,585984,75.9777,77.7076,10k
3db,2.5k,1,1n,587352,74.3705,77.7076,10k
3db,2.5k,1,1.5n,585393,73.0024,77.7076,10k
3db,2.5k,1,2.2n,578472,71.4594,77.7077,10k
3db,2.5k,1,2.7n,571716,70.6405,77.7077,10k
3db,2.5k,1,3.3n,562738,69.9363,77.7077,10k
3db,2.5k,1,4.7n,542234,69.1444,77.7078,10k
3db,2.5k,2,1f,581765,77.4349,77.7075,10k
3db,2.5k,2,47p,582321,77.2895,77.7075,10k
3db,2.5k,2,100p,582948,77.1249,77.7075,10k
3db,2.5k,2,220p,584363,76.7501,77.7075,10k
3db,2.5k,2,470p,587292,75.9591,77.7075,10k
3db,2.5k,2,1n,593522,74.2326,77.7075,10k
3db,2.5k,2,1.5n,599262,72.5467,77.7075,10k
3db,2.5k,2,2.2n,607028,70.095,77.7075,10k
3db,2.5k,2,2.7n,612263,68.2846,77.7075,10k
3db,2.5k,2,3.3n,618053,66.0581,77.7075,10k
3db,2.5k,2,4.7n,628829,60.7127,77.7074,10k
3db,2.571k,1,1f,581760,77.422,77.7075,10k
3db,2.571k,1,47p,582300,77.2779,77.7075,10k
3db,2.571k,1,100p,582878,77.1147,77.7075,10k
3db,2.571k,1,220p,584068,76.743,77.7075,10k
3db,2.571k,1,470p,585980,75.9647,77.7076,10k
3db,2.571k,1,1n,587348,74.3575,77.7076,10k
3db,2.571k,1,1.5n,585389,72.9895,77.7076,10k
3db,2.571k,1,2.2n,578468,71.4467,77.7077,10k
3db,2.571k,1,2.7n,571713,70.6279,77.7077,10k
3db,2.571k,1,3.3n,562735,69.9239,77.7077,10k
3db,2.571k,1,4.7n,542231,69.1325,77.7078,10k
3db,2.571k,2,1f,581760,77.422,77.7075,10k
3db,2.571k,2,47p,582317,77.2766,77.7075,10k
3db,2.571k,2,100p,582944,77.1121,77.7075,10k
3db,2.571k,2,220p,584359,76.7372,77.7075,10k
