cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,MAINJACK,8.904e-06,2.362406,2.000,sotto,riferimento rsempre_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,MAINJACK,3.277e-05,8.000031,2.000,sotto,riferimento rmai_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,MAINJACK,6.605e-06,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK1,8.908e-06,2.362437,2.000,sotto,riferimento rsempre_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK1,1.026e-10,8.000312,2.000,sotto,riferimento rmai_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,FIXJACK1,1.603e-05,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK2,8.908e-06,2.362437,2.000,sotto,riferimento rsempre_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK2,1.015e-10,8.000312,2.000,sotto,riferimento rmai_g0t0_dnamax
x01000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,FIXJACK2,1.603e-05,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,MAINJACK,3.277e-05,8.000031,2.000,sotto,riferimento rsempre_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,MAINJACK,6.959e-05,11.323187,2.000,sotto,riferimento rmai_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,MAINJACK,1.081e-07,8.027052,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK1,1.005e-10,8.000312,2.000,sotto,riferimento rsempre_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK1,2.206e-05,11.323219,2.000,sotto,riferimento rmai_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,FIXJACK1,3.929e-14,8.023167,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_ins,FIXJACK2,1.005e-10,8.000312,2.000,sotto,riferimento rsempre_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,A_rel,FIXJACK2,2.206e-05,11.323219,2.000,sotto,riferimento rmai_g10t0_dnamax
x01000_dnamax_c,ldr_v4_td6_BB_dnamax,1000,0,g0a10_t0a0,100k,B2,FIXJACK2,3.679e-14,8.027042,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_ins,MAINJACK,2.806e-05,2.362406,2.000,sotto,riferimento rsempre_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_rel,MAINJACK,3.417e-05,8.000333,2.000,sotto,riferimento rmai_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,B2,MAINJACK,2.082e-05,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_ins,FIXJACK1,8.908e-06,2.362437,2.000,sotto,riferimento rsempre_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_rel,FIXJACK1,7.362e-11,8.000906,2.000,sotto,riferimento rmai_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,B2,FIXJACK1,1.603e-05,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_ins,FIXJACK2,8.908e-06,2.362437,2.000,sotto,riferimento rsempre_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,A_rel,FIXJACK2,7.584e-11,8.000906,2.000,sotto,riferimento rmai_g10t0_dnamax
x10000_dnamax_i,ldr_v4_td6_BB_dnamax,1000,0,g10a0_t0a0,100k,B2,FIXJACK2,1.603e-05,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
