modo_db,vin_pk,ppk_b132_ins,ppk_b133_ins,ppk_b132_mute,ppk_b133_mute,ppk_b132_rel,ppk_b133_rel,ppk_a132_ins,ppk_a132_mute,vjm_pk_prima,vjm_max_rel,vjm_min_rel,vj1_max_rel,vj1_min_rel,ppk_f1132_ins,ppk_f1133_ins,ppk_f1132_mute
0,3.818,0.704213,0.727747,0.706774,0.702647,0.544237,0.268334,0.265866,0.265866,3.81093,5.60778,-2.07015,5.56555,-2.35767,0.704216,0.727711,0.706774
10,3.818,1.42427,1.55103,1.44409,1.41531,1.4333,0.320338,0.265866,0.265867,11.9907,17.3866,-6.76931,5.56559,-2.35781,0.70421,0.727708,0.706764
0,0,0.214234,0.213267,0.214234,0.213267,0.214234,0.213267,0.213981,0.213981,7.56218E-08,4.57188E-12,-3.88372E-12,4.66335E-12,-3.91058E-12,0.214234,0.213267,0.214234
10,0,0.214927,0.21256,0.214926,0.21256,0.214926,0.21256,0.213981,0.213981,2.32382E-07,1.07744E-11,-1.21184E-11,3.73659E-12,-4.58103E-12,0.214234,0.213267,0.214234
