col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0.0,0.214926425,0.0,0.212560209,0.0,0.213980715,0.0,0.213521778,0.0,0.0871549545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214233801
5e-08,0.214926418,5e-08,0.212560217,5e-08,0.213980381,5e-08,0.213522381,5e-08,0.087155574,5e-08,2.93220169e-07,5e-08,2.9114453e-07,5e-08,0.0,5e-08,0.214233796
6.04123531e-08,0.214926427,6.04123531e-08,0.212560179,6.04123531e-08,0.213980189,6.04123531e-08,0.213522985,6.04123531e-08,0.0871558504,6.04123531e-08,-1.77434391e-07,6.04123531e-08,-1.84810389e-07,6.04123531e-08,0.0,6.04123531e-08,0.214233805
8.12370592e-08,0.214926463,8.12370592e-08,0.212559977,8.12370592e-08,0.213979636,8.12370592e-08,0.213525252,8.12370592e-08,0.0871570461,8.12370592e-08,-3.52189599e-06,8.12370592e-08,-3.5890947e-06,8.12370592e-08,0.0,8.12370592e-08,0.214233847
1.22886471e-07,0.214926596,1.22886471e-07,0.2125594,1.22886471e-07,0.21397676,1.22886471e-07,0.213533909,1.22886471e-07,0.0871658945,1.22886471e-07,-2.35366074e-05,1.22886471e-07,-2.41879437e-05,1.22886471e-07,0.0,1.22886471e-07,0.214234022
2.06185296e-07,0.214925683,2.06185296e-07,0.212563369,2.06185296e-07,0.213960879,2.06185296e-07,0.213556689,2.06185296e-07,0.0872092671,2.06185296e-07,7.2165356e-05,2.06185296e-07,7.44502131e-05,2.06185296e-07,0.0,2.06185296e-07,0.214232814
2.9465463e-07,0.21491874,2.9465463e-07,0.212578093,2.9465463e-07,0.213934348,2.9465463e-07,0.213585257,2.9465463e-07,0.0872727218,2.9465463e-07,0.000743678363,2.9465463e-07,0.000742032474,2.9465463e-07,0.0,2.9465463e-07,0.214224247
3.90206952e-07,0.214899956,3.90206952e-07,0.212605255,3.90206952e-07,0.213902245,3.90206952e-07,0.213618688,3.90206952e-07,0.0873355154,3.90206952e-07,0.00244025585,3.90206952e-07,0.00229512038,3.90206952e-07,0.0,3.90206952e-07,0.214203023
5.10685359e-07,0.214860459,5.10685359e-07,0.212654377,5.10685359e-07,0.21386045,5.10685359e-07,0.213659919,5.10685359e-07,0.0873902677,5.10685359e-07,0.00599547762,5.10685359e-07,0.00506994672,5.10685359e-07,0.0,5.10685359e-07,0.214164739
6.41220148e-07,0.214801331,6.41220148e-07,0.212721693,6.41220148e-07,0.213816494,6.41220148e-07,0.213703924,6.41220148e-07,0.0874181381,6.41220148e-07,0.0113078527,6.41220148e-07,0.00842001857,6.41220148e-07,0.0,6.41220148e-07,0.214118309
