cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
2,1000,100,a,0.028005,0.00236034,-0.00253432,-0.0278738,1,3.79938,3.80918,0.0178839
2,1000,100,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79938,3.80918,0.0178839
2,1000,100,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79938,3.80918,0.0178839
2,1000,47,a,0.0382203,1.62444E-06,-2.62149E-06,-0.0382282,1,3.79896,3.80875,0.0270133
2,1000,47,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79896,3.80875,0.0270133
2,1000,47,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79896,3.80875,0.0270133
2,1000,22,a,0.0495259,-1.08315E-07,1.1126E-07,-0.049532,0,3.79864,3.80849,0.0351187
2,1000,22,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79864,3.80849,0.0351187
2,1000,22,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79864,3.80849,0.0351187
2,1000,10,a,0.0573251,-2.19962E-07,2.48118E-07,-0.0573316,0,3.7988,3.80864,0.0407115
2,1000,10,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.7988,3.80864,0.0407115
2,1000,10,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.7988,3.80864,0.0407115
2,1000,1,a,0.0646296,-2.94296E-07,3.27325E-07,-0.0646366,0,3.79893,3.80876,0.0459448
2,1000,1,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79893,3.80876,0.0459448
2,1000,1,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79893,3.80876,0.0459448
2,1000,0.01,a,0.0655166,-2.95636E-07,3.51691E-07,-0.0655238,0,3.79895,3.80878,0.0465836
2,1000,0.01,f1,0.0145611,0.0145512,-0.014541,-0.0145711,1,3.79895,3.80878,0.0465836
2,1000,0.01,f2,0.0145611,0.0145512,-0.014541,-0.0145711,1,3.79895,3.80878,0.0465836
2,20000,470k,a,0.0148042,0.0143063,-0.0143302,-0.0147844,1,3.80029,3.81276,1.14833E-05
2,20000,470k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80029,3.81276,1.14833E-05
2,20000,470k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80029,3.81276,1.14833E-05
2,20000,10k,a,0.0149894,0.0141214,-0.0141479,-0.0149668,1,3.80027,3.81274,0.000274337
2,20000,10k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80027,3.81274,0.000274337
2,20000,10k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80027,3.81274,0.000274337
2,20000,1k,a,0.0166229,0.0125029,-0.0125524,-0.016582,1,3.80001,3.81248,0.00258312
2,20000,1k,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80001,3.81248,0.00258312
2,20000,1k,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.80001,3.81248,0.00258312
2,20000,100,a,0.0284046,0.00209589,-0.00225588,-0.0282527,1,3.79915,3.81163,0.0183578
2,20000,100,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79915,3.81163,0.0183578
2,20000,100,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79915,3.81163,0.0183578
2,20000,47,a,0.0406123,-3.18209E-06,3.35568E-06,-0.0406191,0,3.7988,3.81127,0.0286995
2,20000,47,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.7988,3.81127,0.0286995
2,20000,47,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.7988,3.81127,0.0286995
2,20000,22,a,0.0551349,-1.00503E-05,1.18843E-05,-0.0551448,0,3.79845,3.81092,0.0390863
2,20000,22,f1,0.0145615,0.01455,-0.0145286,-0.0145817,1,3.79845,3.81092,0.0390863
2,20000,22,f2,0.0145615,0.01455,-0.0145286,-0.0145817,1,3.79845,3.81092,0.0390863
2,20000,10,a,0.0666266,-1.24793E-05,1.48726E-05,-0.0666412,0,3.79816,3.81063,0.047303
2,20000,10,f1,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79816,3.81063,0.047303
2,20000,10,f2,0.0145615,0.01455,-0.0145286,-0.0145818,1,3.79816,3.81063,0.047303
2,20000,1,a,0.079002,-1.4567E-05,1.72489E-05,-0.0790258,0,3.79789,3.81036,0.0561547
2,20000,1,f1,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79789,3.81036,0.0561547
2,20000,1,f2,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79789,3.81036,0.0561547
2,20000,0.01,a,0.080651,-1.4753E-05,1.74767E-05,-0.0806764,0,3.79786,3.81033,0.0573347
2,20000,0.01,f1,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79786,3.81033,0.0573347
2,20000,0.01,f2,0.0145615,0.01455,-0.0145285,-0.0145819,1,3.79786,3.81033,0.0573347
