carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,957967,66.3304,80.6358
1,1m,47p,960420,66.0324,80.6358
1,1m,100p,963202,65.6929,80.6358
1,1m,220p,969562,64.91,80.6358
1,1m,470p,983238,63.2095,80.6358
1,1m,1n,1.01423E+06,59.2575,80.6358
1,1m,2.2n,1.09222E+06,48.2189,80.6358
1,1m,4.7n,1.16718E+06,22.2792,80.6358
1,430,1f,957943,66.2013,80.6359
1,430,47p,960395,65.903,80.6358
1,430,100p,963177,65.5631,80.6358
1,430,220p,969537,64.7794,80.6358
1,430,470p,983211,63.0772,80.6358
1,430,1n,1.0142E+06,59.1212,80.6358
1,430,2.2n,1.09218E+06,48.073,80.6358
1,430,4.7n,1.16714E+06,22.1246,80.6358
2,1m,1f,957075,66.3427,80.5409
2,1m,47p,959518,66.0454,80.5409
2,1m,100p,962290,65.7066,80.5409
2,1m,220p,968625,64.9256,80.5409
2,1m,470p,982220,63.2301,80.5409
2,1m,1n,1.01304E+06,59.2905,80.5409
2,1m,2.2n,1.0905E+06,48.3009,80.5409
2,1m,4.7n,1.16551E+06,22.4481,80.5409
2,430,1f,957050,66.2138,80.5409
2,430,47p,959493,65.9162,80.5409
2,430,100p,962264,65.577,80.5409
2,430,220p,968600,64.7952,80.5409
2,430,470p,982193,63.0979,80.5409
2,430,1n,1.01301E+06,59.1543,80.5409
2,430,2.2n,1.09046E+06,48.1552,80.5409
2,430,4.7n,1.16546E+06,22.2938,80.5409
