cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,945180,66.252,78.8484
1,0,1m,47p,947444,65.9636,78.8484
1,0,1m,100p,950009,65.6352,78.8484
1,0,1m,220p,955886,64.8784,78.8484
1,0,1m,470p,968615,63.2353,78.8484
1,0,1m,1n,996961,59.4489,78.8484
1,0,1m,2.2n,1.06651E+06,49.087,78.8484
1,0,1m,4.7n,1.13554E+06,24.906,78.8483
1,0,430,1f,945156,66.1247,78.8484
1,0,430,47p,947420,65.836,78.8484
1,0,430,100p,949985,65.5072,78.8484
1,0,430,220p,955861,64.7497,78.8484
1,0,430,470p,968589,63.1049,78.8484
1,0,430,1n,996932,59.3149,78.8484
1,0,430,2.2n,1.06647E+06,48.9444,78.8484
1,0,430,4.7n,1.13549E+06,24.7554,78.8483
1,6,1m,1f,946242,66.2581,78.9855
1,6,1m,47p,946735,66.1853,78.9855
1,6,1m,100p,947085,66.1051,78.9855
1,6,1m,220p,947087,65.9478,78.9855
1,6,1m,470p,944889,65.7761,78.9855
1,6,1m,1n,939942,65.7904,78.9855
1,6,1m,2.2n,935981,65.953,78.9855
1,6,1m,4.7n,934324,66.0714,78.9855
1,6,430,1f,946219,66.1307,78.9855
1,6,430,47p,946712,66.0577,78.9855
1,6,430,100p,947061,65.9775,78.9855
1,6,430,220p,947064,65.8202,78.9855
1,6,430,470p,944866,65.6488,78.9855
1,6,430,1n,939919,65.6638,78.9855
1,6,430,2.2n,935958,65.8269,78.9855
1,6,430,4.7n,934301,65.9455,78.9855
1,12,1m,1f,946523,66.2597,79.0219
1,12,1m,47p,946653,66.2413,79.0219
1,12,1m,100p,946759,66.2207,79.0219
1,12,1m,220p,946842,66.1778,79.0219
1,12,1m,470p,946460,66.1173,79.0219
1,12,1m,1n,945044,66.0947,79.0219
1,12,1m,2.2n,943478,66.1403,79.0219
1,12,1m,4.7n,942734,66.1859,79.0219
1,12,430,1f,946500,66.1322,79.0219
1,12,430,47p,946629,66.1137,79.0219
1,12,430,100p,946736,66.0932,79.0219
1,12,430,220p,946818,66.0503,79.0219
1,12,430,470p,946437,65.9898,79.0219
1,12,430,1n,945021,65.9674,79.0219
1,12,430,2.2n,943455,66.0132,79.0219
1,12,430,4.7n,942710,66.0589,79.0219
2,0,1m,1f,949720,66.2789,79.4486
2,0,1m,47p,952028,65.9876,79.4486
2,0,1m,100p,954644,65.6559,79.4486
2,0,1m,220p,960765,64.888,79.4486
2,0,1m,470p,973765,63.2261,79.4486
2,0,1m,1n,1.00301E+06,59.3818,79.4486
2,0,1m,2.2n,1.07523E+06,48.7952,79.4485
2,0,1m,4.7n,1.14534E+06,24.1057,79.4485
2,0,430,1f,949696,66.1509,79.4486
2,0,430,47p,952004,65.8593,79.4486
2,0,430,100p,954620,65.5273,79.4486
2,0,430,220p,960740,64.7586,79.4486
2,0,430,470p,973739,63.095,79.4486
2,0,430,1n,1.00298E+06,59.2471,79.4486
2,0,430,2.2n,1.07519E+06,48.6516,79.4485
2,0,430,4.7n,1.1453E+06,23.9539,79.4485
2,6,1m,1f,950784,66.2855,79.595
2,6,1m,47p,951238,66.2127,79.595
2,6,1m,100p,951429,66.1361,79.595
2,6,1m,220p,950822,66.0123,79.595
2,6,1m,470p,948160,65.9542,79.595
2,6,1m,1n,945057,66.0329,79.595
2,6,1m,2.2n,943364,66.1306,79.595
2,6,1m,4.7n,942722,66.185,79.595
2,6,430,1f,950761,66.1573,79.595
2,6,430,47p,951214,66.0845,79.595
2,6,430,100p,951405,66.0079,79.595
2,6,430,220p,950799,65.8842,79.595
2,6,430,470p,948137,65.8264,79.595
2,6,430,1n,945033,65.9056,79.595
2,6,430,2.2n,943341,66.0035,79.595
2,6,430,4.7n,942699,66.0579,79.595
2,12,1m,1f,951068,66.2872,79.6344
2,12,1m,47p,951191,66.2686,79.6344
2,12,1m,100p,951266,66.2484,79.6344
2,12,1m,220p,951205,66.2112,79.6344
2,12,1m,470p,950565,66.1795,79.6344
2,12,1m,1n,949485,66.1932,79.6344
2,12,1m,2.2n,948766,66.2274,79.6344
2,12,1m,4.7n,948481,66.2491,79.6344
2,12,430,1f,951044,66.1591,79.6344
2,12,430,47p,951167,66.1405,79.6344
2,12,430,100p,951242,66.1203,79.6344
2,12,430,220p,951181,66.083,79.6344
2,12,430,470p,950541,66.0515,79.6344
2,12,430,1n,949461,66.0652,79.6344
2,12,430,2.2n,948742,66.0996,79.6344
2,12,430,4.7n,948457,66.1213,79.6344
