cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,775001,71.1011,78.3986
1,0,1m,47p,776568,70.8624,78.3986
1,0,1m,100p,778378,70.5902,78.3986
1,0,1m,220p,782505,69.9651,78.3986
1,0,1m,470p,791228,68.6226,78.3986
1,0,1m,1n,810646,65.5718,78.3986
1,0,1m,2.2n,858502,57.4803,78.3986
1,0,1m,4.7n,936195,36.6842,78.3985
1,0,430,1f,774986,70.9966,78.3986
1,0,430,47p,776554,70.7578,78.3986
1,0,430,100p,778363,70.4853,78.3986
1,0,430,220p,782490,69.8596,78.3986
1,0,430,470p,791212,68.516,78.3986
1,0,430,1n,810629,65.4627,78.3986
1,0,430,2.2n,858479,57.3652,78.3986
1,0,430,4.7n,936166,36.5598,78.3985
1,6,1m,1f,775909,71.1062,78.544
1,6,1m,47p,776258,71.046,78.544
1,6,1m,100p,776542,70.9789,78.544
1,6,1m,220p,776708,70.8413,78.544
1,6,1m,470p,775489,70.6593,78.544
1,6,1m,1n,771634,70.6155,78.544
1,6,1m,2.2n,767737,70.7682,78.544
1,6,1m,4.7n,765955,70.9053,78.544
1,6,430,1f,775895,71.0016,78.544
1,6,430,47p,776244,70.9413,78.544
1,6,430,100p,776528,70.8742,78.544
1,6,430,220p,776694,70.7366,78.544
1,6,430,470p,775475,70.5548,78.544
1,6,430,1n,771621,70.5114,78.544
1,6,430,2.2n,767723,70.6647,78.544
1,6,430,4.7n,765942,70.8021,78.544
1,12,1m,1f,776148,71.1076,78.5827
1,12,1m,47p,776239,71.0923,78.5827
1,12,1m,100p,776321,71.0752,78.5827
1,12,1m,220p,776414,71.0386,78.5827
1,12,1m,470p,776243,70.9805,78.5827
1,12,1m,1n,775251,70.9413,78.5827
1,12,1m,2.2n,773805,70.9763,78.5827
1,12,1m,4.7n,773017,71.027,78.5827
1,12,430,1f,776134,71.003,78.5827
1,12,430,47p,776225,70.9877,78.5827
1,12,430,100p,776307,70.9706,78.5827
1,12,430,220p,776400,70.9339,78.5827
1,12,430,470p,776229,70.8758,78.5827
1,12,430,1n,775238,70.8368,78.5827
1,12,430,2.2n,773792,70.872,78.5827
1,12,430,4.7n,773003,70.9228,78.5827
2,0,1m,1f,778946,71.1221,79.036
2,0,1m,47p,780576,70.8802,79.036
2,0,1m,100p,782423,70.6051,79.036
2,0,1m,220p,786636,69.9732,79.036
2,0,1m,470p,795578,68.6144,79.036
2,0,1m,1n,815610,65.5184,79.036
2,0,1m,2.2n,865230,57.2662,79.0359
2,0,1m,4.7n,945806,35.9123,79.0359
2,0,430,1f,778931,71.0171,79.036
2,0,430,47p,780562,70.775,79.036
2,0,430,100p,782409,70.4996,79.036
2,0,430,220p,786622,69.8671,79.036
2,0,430,470p,795563,68.5072,79.036
2,0,430,1n,815593,65.4086,79.036
2,0,430,2.2n,865207,57.1501,79.0359
2,0,430,4.7n,945777,35.7866,79.0359
2,6,1m,1f,779878,71.1272,79.1919
2,6,1m,47p,780214,71.0666,79.1919
2,6,1m,100p,780405,71.0015,79.1919
2,6,1m,220p,780167,70.8851,79.1919
2,6,1m,470p,778311,70.798,79.1919
2,6,1m,1n,775460,70.8535,79.1919
2,6,1m,2.2n,773684,70.9601,79.1919
2,6,1m,4.7n,772990,71.0252,79.1919
2,6,430,1f,779865,71.022,79.1919
2,6,430,47p,780201,70.9614,79.1919
2,6,430,100p,780392,70.8963,79.1919
2,6,430,220p,780154,70.7799,79.1919
2,6,430,470p,778298,70.6931,79.1919
2,6,430,1n,775447,70.7489,79.1919
2,6,430,2.2n,773671,70.8558,79.1919
2,6,430,4.7n,772977,70.9209,79.1919
2,12,1m,1f,780127,71.1285,79.2338
2,12,1m,47p,780217,71.113,79.2338
2,12,1m,100p,780281,71.0961,79.2338
2,12,1m,220p,780285,71.0627,79.2338
2,12,1m,470p,779887,71.0259,79.2338
2,12,1m,1n,778967,71.0286,79.2338
2,12,1m,2.2n,778218,71.0638,79.2338
2,12,1m,4.7n,777903,71.0896,79.2338
2,12,430,1f,780112,71.0233,79.2338
2,12,430,47p,780202,71.0079,79.2338
2,12,430,100p,780266,70.9909,79.2338
2,12,430,220p,780270,70.9575,79.2338
2,12,430,470p,779872,70.9208,79.2338
2,12,430,1n,778952,70.9236,79.2338
2,12,430,2.2n,778203,70.9589,79.2338
2,12,430,4.7n,777888,70.9847,79.2338
