mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,759137,69.5466,80.5508,100k
0db,1m,1,47p,760484,69.3281,80.5508,100k
0db,1m,1,100p,761944,69.0789,80.5508,100k
0db,1m,1,220p,764992,68.5051,80.5508,100k
0db,1m,1,470p,770058,67.2837,80.5508,100k
0db,1m,1,1n,774233,64.7524,80.5508,100k
0db,1m,1,1.5n,770234,62.7103,80.5508,100k
0db,1m,1,2.2n,755978,60.6899,80.5508,100k
0db,1m,1,2.7n,743204,59.7969,80.5507,100k
0db,1m,1,3.3n,727686,59.1739,80.5507,100k
0db,1m,1,4.7n,696229,58.8389,80.5507,100k
0db,1m,2,1f,759137,69.5466,80.5508,100k
0db,1m,2,47p,760513,69.3283,80.5508,100k
0db,1m,2,100p,762070,69.0803,80.5508,100k
0db,1m,2,220p,765616,68.5111,80.5508,100k
0db,1m,2,470p,773086,67.2905,80.5508,100k
0db,1m,2,1n,789607,64.5298,80.5507,100k
0db,1m,2,1.5n,805902,61.6907,80.5507,100k
0db,1m,2,2.2n,829431,57.2982,80.5507,100k
0db,1m,2,2.7n,846312,53.8474,80.5507,100k
0db,1m,2,3.3n,865489,49.3962,80.5507,100k
0db,1m,2,4.7n,896274,38.4637,80.5507,100k
0db,1k,1,1f,759100,69.308,80.5508,100k
0db,1k,1,47p,760447,69.0891,80.5508,100k
0db,1k,1,100p,761906,68.8395,80.5508,100k
0db,1k,1,220p,764954,68.2648,80.5508,100k
0db,1k,1,470p,770020,67.0418,80.5508,100k
0db,1k,1,1n,774195,64.5093,80.5508,100k
0db,1k,1,1.5n,770197,62.4686,80.5508,100k
0db,1k,1,2.2n,755945,60.4526,80.5508,100k
0db,1k,1,2.7n,743173,59.5636,80.5507,100k
0db,1k,1,3.3n,727659,58.9454,80.5507,100k
0db,1k,1,4.7n,696206,58.6201,80.5507,100k
0db,1k,2,1f,759100,69.308,80.5508,100k
0db,1k,2,47p,760476,69.0893,80.5508,100k
0db,1k,2,100p,762033,68.8408,80.5508,100k
0db,1k,2,220p,765578,68.2705,80.5508,100k
0db,1k,2,470p,773046,67.0476,80.5508,100k
0db,1k,2,1n,789564,64.2819,80.5507,100k
0db,1k,2,1.5n,805855,61.438,80.5507,100k
0db,1k,2,2.2n,829377,57.0387,80.5507,100k
0db,1k,2,2.7n,846253,53.5831,80.5507,100k
0db,1k,2,3.3n,865425,49.1265,80.5507,100k
0db,1k,2,4.7n,896206,38.1859,80.5507,100k
0db,2.5k,1,1f,758969,68.9529,80.5508,100k
0db,2.5k,1,47p,760316,68.7335,80.5508,100k
0db,2.5k,1,100p,761774,68.4832,80.5508,100k
0db,2.5k,1,220p,764820,67.9072,80.5508,100k
0db,2.5k,1,470p,769882,66.6821,80.5508,100k
0db,2.5k,1,1n,774056,64.1483,80.5508,100k
0db,2.5k,1,1.5n,770063,62.1098,80.5508,100k
0db,2.5k,1,2.2n,755825,60.1004,80.5508,100k
0db,2.5k,1,2.7n,743061,59.2172,80.5507,100k
0db,2.5k,1,3.3n,727556,58.6059,80.5507,100k
0db,2.5k,1,4.7n,696120,58.2947,80.5507,100k
0db,2.5k,2,1f,758969,68.9529,80.5508,100k
0db,2.5k,2,47p,760344,68.7336,80.5508,100k
0db,2.5k,2,100p,761900,68.4844,80.5508,100k
0db,2.5k,2,220p,765443,67.9126,80.5508,100k
0db,2.5k,2,470p,772906,66.6866,80.5508,100k
0db,2.5k,2,1n,789408,63.9141,80.5507,100k
0db,2.5k,2,1.5n,805682,61.0637,80.5507,100k
0db,2.5k,2,2.2n,829180,56.6553,80.5507,100k
0db,2.5k,2,2.7n,846034,53.1938,80.5507,100k
0db,2.5k,2,3.3n,865182,48.7311,80.5507,100k
0db,2.5k,2,4.7n,895934,37.7828,80.5507,100k
0db,2.571k,1,1f,758961,68.9362,80.5508,100k
0db,2.571k,1,47p,760307,68.7167,80.5508,100k
0db,2.571k,1,100p,761765,68.4664,80.5508,100k
0db,2.571k,1,220p,764811,67.8903,80.5508,100k
0db,2.571k,1,470p,769873,66.6652,80.5508,100k
0db,2.571k,1,1n,774047,64.1314,80.5508,100k
0db,2.571k,1,1.5n,770054,62.0929,80.5508,100k
0db,2.571k,1,2.2n,755817,60.0839,80.5508,100k
0db,2.571k,1,2.7n,743054,59.2009,80.5507,100k
0db,2.571k,1,3.3n,727550,58.59,80.5507,100k
0db,2.571k,1,4.7n,696114,58.2794,80.5507,100k
0db,2.571k,2,1f,758961,68.9362,80.5508,100k
0db,2.571k,2,47p,760336,68.7169,80.5508,100k
0db,2.571k,2,100p,761891,68.4677,80.5508,100k
0db,2.571k,2,220p,765434,67.8958,80.5508,100k
0db,2.571k,2,470p,772898,66.6696,80.5508,100k
0db,2.571k,2,1n,789398,63.8968,80.5507,100k
0db,2.571k,2,1.5n,805671,61.0461,80.5507,100k
0db,2.571k,2,2.2n,829167,56.6374,80.5507,100k
0db,2.571k,2,2.7n,846020,53.1756,80.5507,100k
0db,2.571k,2,3.3n,865166,48.7127,80.5507,100k
0db,2.571k,2,4.7n,895916,37.7642,80.5507,100k
0db,2.611k,1,1f,758956,68.9268,80.5508,100k
