col0,col1
20.0,72.2170344
22.4403691,72.5868539
25.1785082,73.0113803
28.2507509,73.4923089
31.6978638,74.0298503
35.5655882,74.6226789
39.9052463,75.2680321
44.7744228,75.961936
50.2377286,76.6995098
56.3676586,77.475293
63.2455532,78.2835441
70.9626778,79.1184772
79.6214341,79.9744196
89.3367184,80.8458919
100.237447,81.7276197
112.468265,82.614494
126.191469,83.5014963
141.589157,84.3836066
158.865647,85.2557098
178.250188,86.1125178
200.0,86.9485236
224.403691,87.7580049
251.785082,88.5350931
282.507509,89.2739188
316.978638,89.9688348
355.655882,90.6147026
399.052463,91.2072092
447.744228,91.7431645
502.377286,92.2207229
563.676586,92.6394782
632.455532,93.0004054
709.626778,93.3056542
796.214341,93.558227
893.367184,93.7615958
1002.37447,93.9193104
1124.68265,94.0346431
1261.91469,94.1102972
1415.89157,94.1481887
1588.65647,94.149302
1782.50188,94.1136146
2000.0,94.0400848
2244.03691,93.9267043
2517.85082,93.7706166
2825.07509,93.5683069
3169.78638,93.3158652
3556.55882,93.009312
3990.52463,92.644963
4477.44228,92.2197907
5023.77286,91.7317278
5636.76586,91.1798589
6324.55532,90.5644594
7096.26778,89.8868734
7962.14341,89.1492494
8933.67184,88.3541842
10023.7447,87.504333
11246.8265,86.6020414
12619.1469,85.6490445
14158.9157,84.6462584
15886.5647,83.5936802
17825.0188,82.4904023
20000.0,81.334739
22440.3691,80.1244613
25178.5082,78.8571216
28250.7509,77.5304407
31697.8638,76.1427095
35565.5882,74.6931506
39905.2463,73.1821801
44774.4228,71.6115275
50237.7286,69.9841982
56367.6586,68.3042938
63245.5532,66.5767358
70962.6778,64.8069494
79621.4341,63.0005577
89336.7184,61.1631283
100237.447,59.2999903
112468.265,57.4161254
126191.469,55.5161244
141589.157,53.6041976
158865.647,51.6842198
178250.188,49.759801
200000.0,47.8343668
