mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,900246,69.1016,79.6571,100k
0db,1m,1,47p,902235,68.8309,79.6571,100k
0db,1m,1,100p,904371,68.5227,79.6571,100k
0db,1m,1,220p,908746,67.8168,79.6571,100k
0db,1m,1,470p,915610,66.3377,79.6571,100k
0db,1m,1,1n,918285,63.477,79.6571,100k
0db,1m,1,1.5n,907800,61.4901,79.6571,100k
0db,1m,1,2.2n,882738,59.9355,79.6571,100k
0db,1m,1,2.7n,863349,59.4615,79.6571,100k
0db,1m,1,3.3n,841669,59.314,79.6571,100k
0db,1m,1,4.7n,801547,59.8125,79.6571,100k
0db,1m,2,1f,900246,69.1016,79.6571,100k
0db,1m,2,47p,902285,68.8307,79.6571,100k
0db,1m,2,100p,904595,68.5225,79.6571,100k
0db,1m,2,220p,909862,67.8135,79.6571,100k
0db,1m,2,470p,921245,66.2788,79.6571,100k
0db,1m,2,1n,946545,62.763,79.657,100k
0db,1m,2,1.5n,971805,59.0802,79.657,100k
0db,1m,2,2.2n,1.00846E+06,53.2701,79.657,100k
0db,1m,2,2.7n,1.03384E+06,48.6783,79.657,100k
0db,1m,2,3.3n,1.06000E+06,42.8643,79.657,100k
0db,1m,2,4.7n,1.08234E+06,30.3036,79.657,100k
0db,1k,1,1f,900179,68.8203,79.6571,100k
0db,1k,1,47p,902168,68.549,79.6571,100k
0db,1k,1,100p,904303,68.2402,79.6571,100k
0db,1k,1,220p,908677,67.5329,79.6571,100k
0db,1k,1,470p,915537,66.052,79.6571,100k
0db,1k,1,1n,918212,63.1907,79.6571,100k
0db,1k,1,1.5n,907733,61.207,79.6571,100k
0db,1k,1,2.2n,882679,59.6601,79.6571,100k
0db,1k,1,2.7n,863296,59.192,79.6571,100k
0db,1k,1,3.3n,841621,59.0511,79.6571,100k
0db,1k,1,4.7n,801506,59.5618,79.6571,100k
0db,1k,2,1f,900179,68.8203,79.6571,100k
0db,1k,2,47p,902218,68.5488,79.6571,100k
0db,1k,2,100p,904527,68.2399,79.6571,100k
0db,1k,2,220p,909793,67.5293,79.6571,100k
0db,1k,2,470p,921170,65.9914,79.6571,100k
0db,1k,2,1n,946459,62.4682,79.657,100k
0db,1k,2,1.5n,971709,58.7782,79.657,100k
0db,1k,2,2.2n,1.00834E+06,52.9583,79.657,100k
0db,1k,2,2.7n,1.03371E+06,48.3599,79.657,100k
0db,1k,2,3.3n,1.05986E+06,42.5394,79.657,100k
0db,1k,2,4.7n,1.08220E+06,29.9738,79.657,100k
0db,2.5k,1,1f,899942,68.4035,79.6571,100k
0db,2.5k,1,47p,901928,68.1313,79.6571,100k
0db,2.5k,1,100p,904062,67.8217,79.6571,100k
0db,2.5k,1,220p,908431,67.1127,79.6571,100k
0db,2.5k,1,470p,915277,65.6294,79.6571,100k
0db,2.5k,1,1n,917952,62.7678,79.6571,100k
0db,2.5k,1,1.5n,907494,60.789,79.6571,100k
0db,2.5k,1,2.2n,882470,59.2531,79.6571,100k
0db,2.5k,1,2.7n,863106,58.7934,79.6571,100k
0db,2.5k,1,3.3n,841448,58.6618,79.6571,100k
0db,2.5k,1,4.7n,801360,59.1901,79.6571,100k
0db,2.5k,2,1f,899942,68.4035,79.6571,100k
0db,2.5k,2,47p,901978,68.1311,79.6571,100k
0db,2.5k,2,100p,904285,67.8213,79.6571,100k
0db,2.5k,2,220p,909546,67.1086,79.6571,100k
0db,2.5k,2,470p,920904,65.5662,79.6571,100k
0db,2.5k,2,1n,946155,62.0334,79.657,100k
0db,2.5k,2,1.5n,971361,58.3345,79.657,100k
0db,2.5k,2,2.2n,1.00791E+06,52.5035,79.657,100k
0db,2.5k,2,2.7n,1.03323E+06,47.8985,79.657,100k
0db,2.5k,2,3.3n,1.05933E+06,42.0725,79.657,100k
0db,2.5k,2,4.7n,1.0817E+06,29.5046,79.657,100k
0db,2.571k,1,1f,899926,68.3839,79.6571,100k
0db,2.571k,1,47p,901913,68.1117,79.6571,100k
0db,2.571k,1,100p,904046,67.802,79.6571,100k
0db,2.571k,1,220p,908415,67.093,79.6571,100k
0db,2.571k,1,470p,915261,65.6096,79.6571,100k
