pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,952794,67.791,79.4778
1,10k,47p,955105,67.4959,79.4778
1,10k,100p,957648,67.1583,79.4778
1,10k,220p,962859,66.3849,79.4779
1,10k,470p,970891,64.7715,79.4779
1,10k,1n,973617,61.7079,79.4779
1,10k,1.5n,960990,59.681,79.4779
1,10k,2.2n,932091,58.2378,79.478
1,10k,2.7n,910461,57.8798,79.478
1,10k,3.3n,886760,57.8682,79.4781
1,10k,4.7n,843866,58.612,79.4781
2,10k,1f,952794,67.791,79.4778
2,10k,47p,955185,67.4932,79.4778
2,10k,100p,957959,67.1523,79.4778
2,10k,220p,964304,66.3667,79.4778
2,10k,470p,977801,64.6648,79.4778
2,10k,1n,1.00854E+06,60.7114,79.4778
2,10k,1.5n,1.03973E+06,56.5,79.4778
2,10k,2.2n,1.08568E+06,49.7182,79.4778
2,10k,2.7n,1.11729E+06,44.2901,79.4778
2,10k,3.3n,1.14798E+06,37.4804,79.4778
2,10k,4.7n,1.16144E+06,23.9518,79.4778
1,50k,1f,953961,67.7969,79.6399
1,50k,47p,956331,67.498,79.6399
1,50k,100p,958906,67.1569,79.6399
1,50k,220p,964180,66.3754,79.6399
1,50k,470p,972298,64.7447,79.6399
1,50k,1n,974959,61.6522,79.6399
1,50k,1.5n,962065,59.6145,79.6399
1,50k,2.2n,932737,58.1759,79.6399
1,50k,2.7n,910890,57.8254,79.6399
1,50k,3.3n,887011,57.8229,79.6399
1,50k,4.7n,843911,58.5833,79.6399
2,50k,1f,953961,67.7969,79.6399
2,50k,47p,956393,67.4975,79.6399
2,50k,100p,959182,67.1558,79.6399
2,50k,220p,965560,66.368,79.6399
2,50k,470p,979166,64.6602,79.6399
2,50k,1n,1.01013E+06,60.6917,79.6399
2,50k,1.5n,1.04159E+06,56.4604,79.6399
2,50k,2.2n,1.08803E+06,49.6358,79.6399
2,50k,2.7n,1.11998E+06,44.1689,79.6399
2,50k,3.3n,1.15104E+06,37.3018,79.6398
2,50k,4.7n,1.16406E+06,23.7293,79.6398
