pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,732851,73.8591,79.4508
1,10k,47p,733981,73.6579,79.4508
1,10k,100p,735195,73.4296,79.4508
1,10k,220p,737690,72.9092,79.4508
1,10k,470p,741658,71.8229,79.4508
1,10k,1n,744057,69.6497,79.4509
1,10k,1.5n,739109,67.9671,79.4509
1,10k,2.2n,724576,66.3624,79.4509
1,10k,2.7n,711938,65.6829,79.451
1,10k,3.3n,696558,65.2431,79.451
1,10k,4.7n,665136,65.1354,79.4511
2,10k,1f,732851,73.8591,79.4508
2,10k,47p,734018,73.656,79.4508
2,10k,100p,735336,73.4256,79.4508
2,10k,220p,738327,72.8985,79.4508
2,10k,470p,744673,71.773,79.4508
2,10k,1n,758365,69.2677,79.4508
2,10k,1.5n,771609,66.7441,79.4508
2,10k,2.2n,790108,62.9532,79.4507
2,10k,2.7n,802964,60.0668,79.4507
2,10k,3.3n,817254,56.4451,79.4507
2,10k,4.7n,841019,47.7557,79.4507
1,50k,1f,733772,73.8629,79.6133
1,50k,47p,734917,73.6597,79.6133
1,50k,100p,736146,73.4291,79.6133
1,50k,220p,738670,72.9033,79.6133
1,50k,470p,742708,71.8048,79.6133
1,50k,1n,745095,69.6103,79.6133
1,50k,1.5n,740004,67.916,79.6133
1,50k,2.2n,725242,66.3057,79.6133
1,50k,2.7n,712436,65.6285,79.6134
1,50k,3.3n,696898,65.1937,79.6134
1,50k,4.7n,665255,65.099,79.6134
2,50k,1f,733772,73.8629,79.6133
2,50k,47p,734945,73.6593,79.6133
2,50k,100p,736270,73.4283,79.6133
2,50k,220p,739276,72.8999,79.6133
2,50k,470p,745680,71.7705,79.6133
2,50k,1n,759471,69.2569,79.6133
2,50k,1.5n,772798,66.7246,79.6133
2,50k,2.2n,791451,62.9177,79.6133
2,50k,2.7n,804438,60.0166,79.6133
2,50k,3.3n,818879,56.3748,79.6133
2,50k,4.7n,842830,47.6396,79.6133
