cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,775688,71.0795,77.685
1,0,1m,47p,776995,70.8581,77.685
1,0,1m,100p,778487,70.6065,77.685
1,0,1m,220p,781874,70.0305,77.685
1,0,1m,470p,788967,68.8021,77.685
1,0,1m,1n,804342,66.0592,77.685
1,0,1m,2.2n,839690,59.1265,77.685
1,0,1m,4.7n,892117,42.6978,77.6849
1,0,430,1f,775674,70.9749,77.685
1,0,430,47p,776981,70.7534,77.685
1,0,430,100p,778472,70.5016,77.685
1,0,430,220p,781860,69.9251,77.685
1,0,430,470p,788952,68.6958,77.685
1,0,430,1n,804325,65.9509,77.685
1,0,430,2.2n,839670,59.0138,77.685
1,0,430,4.7n,892093,42.5787,77.6849
1,6,1m,1f,776561,71.0799,77.8196
1,6,1m,47p,776851,71.024,77.8196
1,6,1m,100p,777065,70.9626,77.8196
1,6,1m,220p,777110,70.8386,77.8196
1,6,1m,470p,775797,70.6811,77.8196
1,6,1m,1n,772106,70.6586,77.8196
1,6,1m,2.2n,768527,70.8127,77.8196
1,6,1m,4.7n,766944,70.9435,77.8196
1,6,430,1f,776548,70.9751,77.8196
1,6,430,47p,776837,70.9193,77.8196
1,6,430,100p,777051,70.8579,77.8196
1,6,430,220p,777096,70.7339,77.8196
1,6,430,470p,775784,70.5765,77.8196
1,6,430,1n,772092,70.5545,77.8196
1,6,430,2.2n,768514,70.709,77.8196
1,6,430,4.7n,766931,70.8401,77.8196
1,12,1m,1f,776795,71.0799,77.8554
1,12,1m,47p,776871,71.0657,77.8554
1,12,1m,100p,776935,71.05,77.8554
1,12,1m,220p,776993,71.0167,77.8554
1,12,1m,470p,776782,70.9654,77.8554
1,12,1m,1n,775797,70.9351,77.8554
1,12,1m,2.2n,774453,70.9729,77.8554
1,12,1m,4.7n,773746,71.0219,77.8554
1,12,430,1f,776781,70.9752,77.8554
1,12,430,47p,776857,70.961,77.8554
1,12,430,100p,776921,70.9452,77.8554
1,12,430,220p,776979,70.912,77.8554
1,12,430,470p,776768,70.8607,77.8554
1,12,430,1n,775783,70.8305,77.8554
1,12,430,2.2n,774440,70.8685,77.8554
1,12,430,4.7n,773733,70.9175,77.8554
2,0,1m,1f,779464,71.0805,78.2739
2,0,1m,47p,780810,70.8565,78.2739
2,0,1m,100p,782331,70.6024,78.2739
2,0,1m,220p,785785,70.0204,78.2739
2,0,1m,470p,793020,68.7788,78.2739
2,0,1m,1n,808834,65.9998,78.2738
2,0,1m,2.2n,845333,58.9529,78.2738
2,0,1m,4.7n,899566,42.1798,78.2738
2,0,430,1f,779449,70.9754,78.2739
2,0,430,47p,780796,70.7513,78.2739
2,0,430,100p,782316,70.4969,78.2739
2,0,430,220p,785770,69.9145,78.2739
2,0,430,470p,793004,68.672,78.2739
2,0,430,1n,808817,65.8909,78.2738
2,0,430,2.2n,845313,58.8393,78.2738
2,0,430,4.7n,899541,42.0597,78.2738
2,6,1m,1f,780352,71.0809,78.4174
2,6,1m,47p,780621,71.0251,78.4174
2,6,1m,100p,780748,70.966,78.4174
2,6,1m,220p,780425,70.8627,78.4174
2,6,1m,470p,778593,70.793,78.4174
2,6,1m,1n,775924,70.8554,78.4174
2,6,1m,2.2n,774325,70.9589,78.4174
2,6,1m,4.7n,773720,71.0203,78.4174
2,6,430,1f,780338,70.9757,78.4174
2,6,430,47p,780606,70.9199,78.4174
2,6,430,100p,780734,70.8607,78.4174
2,6,430,220p,780411,70.7575,78.4174
2,6,430,470p,778579,70.688,78.4174
2,6,430,1n,775911,70.7508,78.4174
2,6,430,2.2n,774312,70.8545,78.4174
2,6,430,4.7n,773706,70.916,78.4174
2,12,1m,1f,780589,71.081,78.456
2,12,1m,47p,780661,71.0667,78.456
2,12,1m,100p,780708,71.0512,78.456
2,12,1m,220p,780684,71.0213,78.456
2,12,1m,470p,780276,70.9901,78.456
2,12,1m,1n,779405,70.9966,78.456
2,12,1m,2.2n,778724,71.0315,78.456
2,12,1m,4.7n,778447,71.056,78.456
2,12,430,1f,780574,70.9757,78.456
2,12,430,47p,780647,70.9615,78.456
2,12,430,100p,780694,70.946,78.456
2,12,430,220p,780669,70.9161,78.456
2,12,430,470p,780262,70.8849,78.456
2,12,430,1n,779391,70.8916,78.456
2,12,430,2.2n,778710,70.9265,78.456
2,12,430,4.7n,778433,70.951,78.456
