carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,786284,71.0857,79.4359
1,1m,47p,787676,70.8577,79.4359
1,1m,100p,789251,70.5989,79.4359
1,1m,220p,792828,70.0062,79.4359
1,1m,470p,800489,68.7358,79.4359
1,1m,1n,817100,65.8912,79.4359
1,1m,2.2n,855989,58.6238,79.4359
1,1m,4.7n,915053,41.094,79.4358
1,430,1f,786269,70.9797,79.4359
1,430,47p,787662,70.7515,79.4359
1,430,100p,789237,70.4925,79.4359
1,430,220p,792814,69.8993,79.4359
1,430,470p,800473,68.628,79.4359
1,430,1n,817084,65.7812,79.4359
1,430,2.2n,855968,58.5089,79.4359
1,430,4.7n,915027,40.972,79.4358
2,1m,1f,785625,71.0968,79.343
2,1m,47p,787014,70.8693,79.343
2,1m,100p,788583,70.611,79.343
2,1m,220p,792149,70.0194,79.343
2,1m,470p,799765,68.7522,79.343
2,1m,1n,816297,65.9146,79.343
2,1m,2.2n,854975,58.6694,79.343
2,1m,4.7n,913766,41.2015,79.3429
2,430,1f,785611,70.9909,79.343
2,430,47p,786999,70.7632,79.343
2,430,100p,788568,70.5047,79.343
2,430,220p,792134,69.9126,79.343
2,430,470p,799750,68.6444,79.343
2,430,1n,816280,65.8047,79.343
2,430,2.2n,854954,58.5546,79.343
2,430,4.7n,913739,41.0797,79.3429
