modo,s,nome,t,target,code,i_meas,err_db,i(vls),i(vlp),v(mir_e2_s),v(ldr_s_a),v(mir_e2_p),v(ldr_p_a)
comp,S,d0,45,0.012,3225,0.009644562488903,-1.8979742947600537,0.009644562488903,1.03276288239e-08,4.90259666906,3.372005046001,4.999999895743,1.767988188711
comp,S,d0.1,45,0.0002,2604,0.0002007091279473,0.030742566564638293,0.0002007091279473,1.03276288239e-08,4.997973122709,2.852914827079,4.999999895743,1.767988188711
comp,S,d0.45,45,4.5e-06,2030,4.59803880806e-06,0.18720237353321262,4.59803880806e-06,1.03276288239e-08,4.999953568669,2.436836993766,4.999999895743,1.767988188711
comp,S,d0.75,45,1.9e-07,1550,1.946615837182e-07,0.21053302825452608,1.946615837182e-07,1.03276288239e-08,4.999998034392,2.090020930912,4.999999895743,1.767988188711
comp,S,riposo,45,1e-08,1104,1.032762915822e-08,0.28001270013584756,1.032762915822e-08,1.03276288239e-08,4.999999895743,1.767988192258,4.999999895743,1.767988188711
comp,P,riposo,45,1e-08,1104,1.03276288239e-08,0.2800124189612787,1.032762915822e-08,1.03276288239e-08,4.999999895743,1.767988192258,4.999999895743,1.767988188711
comp,P,d0.75,45,1.095445e-05,2164,1.111457626714e-05,0.12604665701793138,1.032762915822e-08,1.111457626714e-05,4.999999895743,1.767988192258,4.999887762881,2.533694772908
comp,P,d1,45,0.012,3225,0.009644562488904,-1.8979742947591538,1.032762915822e-08,0.009644562488904,4.999999895743,1.767988192258,4.90259666906,3.372005046001
comp,S,cal_2mA,45,0.002,2953,0.001917473950647,-0.36601045999469195,0.001917473950647,1.03276288239e-08,4.980635586826,3.117584277623,4.999999895743,1.767988188711
comp,P,cal_2mA,45,0.002,2953,0.001917473950647,-0.36601045999469195,1.032762915822e-08,0.001917473950647,4.999999895743,1.767988192258,4.980635586826,3.117584277623
nocomp,S,d0,45,0.012,3179,0.007480581967737,-4.1049172001735945,0.007480581967737,1.842460328303e-08,4.924451959204,3.322501369964,4.999999813983,1.831475570889
nocomp,S,d0.1,45,0.0002,2598,0.0001929699498322,-0.3108062344873095,0.0001929699498322,1.842460328303e-08,4.998051278465,2.848525193381,4.999999813983,1.831475570889
nocomp,S,d0.45,45,4.5e-06,2059,5.565900820384e-06,1.846458990670975,5.565900820384e-06,1.842460328303e-08,4.999943794984,2.457795706894,4.999999813983,1.831475570889
nocomp,S,d0.75,45,1.9e-07,1610,2.89027318102e-07,3.6437058423204123,2.89027318102e-07,1.842460328303e-08,4.999997081504,2.133367758116,4.999999813983,1.831475570889
nocomp,S,riposo,45,1e-08,1192,1.842460377951e-08,5.307963142863128,1.842460377951e-08,1.842460328303e-08,4.999999813983,1.831475573775,4.999999813983,1.831475570889
nocomp,P,riposo,45,1e-08,1192,1.842460328303e-08,5.3079629088081335,1.842460377951e-08,1.842460328303e-08,4.999999813983,1.831475573775,4.999999813983,1.831475570889
nocomp,P,d0.75,45,1.095445e-05,2186,1.284747932992e-05,1.3845470040345513,1.842460377951e-08,1.284747932992e-05,4.999999813983,1.831475573775,4.999870263446,2.549601364343
nocomp,P,d1,45,0.012,3179,0.007480581967735,-4.104917200175916,1.842460377951e-08,0.007480581967735,4.999999813983,1.831475573775,4.924451959204,3.322501369964
nocomp,S,cal_2mA,45,0.002,2925,0.001606301862954,-1.9040566523808686,0.001606301862954,1.842460328303e-08,4.9837781371,3.09505387554,4.999999813983,1.831475570889
nocomp,P,cal_2mA,45,0.002,2925,0.001606301862955,-1.9040566523754607,1.842460377951e-08,0.001606301862955,4.999999813983,1.831475573775,4.9837781371,3.09505387554
cal,S,d0,45,0.012,3266,0.01198483829937,-0.010981343655119363,0.01198483829937,1.03276288239e-08,4.878960570861,3.419232130325,4.999999895743,1.767988188711
cal,S,d0.1,45,0.0002,2605,0.0002020286833112,0.0876607548047874,0.0002020286833112,1.03276288239e-08,4.99795979689,2.853646646147,4.999999895743,1.767988188711
cal,S,d0.45,45,4.5e-06,2029,4.56784970406e-06,0.1299858421595713,4.56784970406e-06,1.03276288239e-08,4.999953873525,2.436114301435,4.999999895743,1.767988188711
cal,S,d0.75,45,1.9e-07,1550,1.946615837182e-07,0.21053302825452608,1.946615837182e-07,1.03276288239e-08,4.999998034392,2.090020930912,4.999999895743,1.767988188711
cal,S,riposo,45,1e-08,1104,1.032762915822e-08,0.28001270013584756,1.032762915822e-08,1.03276288239e-08,4.999999895743,1.767988192258,4.999999895743,1.767988188711
cal,P,riposo,45,1e-08,1104,1.03276288239e-08,0.2800124189612787,1.032762915822e-08,1.03276288239e-08,4.999999895743,1.767988192258,4.999999895743,1.767988188711
cal,P,d0.75,45,1.095445e-05,2164,1.111457626714e-05,0.12604665701793138,1.032762915822e-08,1.111457626714e-05,4.999999895743,1.767988192258,4.999887762881,2.533694772908
cal,P,d1,45,0.012,3266,0.01198483829938,-0.01098134364787293,1.032762915822e-08,0.01198483829938,4.999999895743,1.767988192258,4.878960570861,3.419232130325
cal,S,cal_2mA,45,0.002,2960,0.002003877916294,0.01682526999669597,0.002003877916294,1.03276288239e-08,4.979762984706,3.123281829452,4.999999895743,1.767988188711
cal,P,cal_2mA,45,0.002,2960,0.002003877916293,0.016825269992361044,1.032762915822e-08,0.002003877916293,4.999999895743,1.767988192258,4.979762984706,3.123281829452
comp,S,d0,60,0.012,3259,0.009714265025514,-1.8354259657019436,0.009714265025514,1.032773155033e-08,4.901892469994,3.415360456363,4.999999895744,1.738742569106
comp,S,d0.1,60,0.0002,2609,0.0002009281945431,0.04021772415905172,0.0002009281945431,1.032773155033e-08,4.997970910661,2.874852436227,4.999999895744,1.738742569106
comp,S,d0.45,60,4.5e-06,2007,4.576476942599e-06,0.14637529694611018,4.576476942599e-06,1.032773234836e-08,4.999953786519,2.43858256201,4.999999895744,1.738742777017
comp,S,d0.75,60,1.9e-07,1506,1.958001621525e-07,0.2611889235347094,1.958001621525e-07,1.032773155033e-08,4.999998022905,2.076626755112,4.999999895744,1.738742569106
comp,S,riposo,60,1e-08,1038,1.032773173642e-08,0.28009897148487223,1.032773173642e-08,1.032773155033e-08,4.999999895744,1.738742571174,4.999999895744,1.738742569106
comp,P,riposo,60,1e-08,1038,1.032773155033e-08,0.2800988149783644,1.032773173642e-08,1.032773155033e-08,4.999999895744,1.738742571174,4.999999895744,1.738742569106
comp,P,d0.75,60,1.095445e-05,2149,1.117934189912e-05,0.17651322014678575,1.032773224594e-08,1.117934189912e-05,4.999999895744,1.73874277588,4.999887109072,2.541211717685
comp,P,d1,60,0.012,3259,0.009714265025509,-1.8354259657064131,1.032773173642e-08,0.009714265025509,4.999999895744,1.738742571174,4.901892469994,3.415360456363
comp,S,cal_2mA,60,0.002,2975,0.001928866763526,-0.3145553175183022,0.001928866763526,1.032773155033e-08,4.980520504492,3.151857742899,4.999999895744,1.738742569106
comp,P,cal_2mA,60,0.002,2975,0.001928866763527,-0.3145553175137987,1.032773173642e-08,0.001928866763527,4.999999895744,1.738742571174,4.980520504492,3.151857742899
nocomp,S,d0,60,0.012,3179,0.0063201743176,-5.569043785280266,0.0063201743176,2.717682831143e-08,4.936171339818,3.332058077395,4.999999725609,1.849863154716
nocomp,S,d0.1,60,0.0002,2598,0.0001875580612355,-0.5578852164471042,0.0001875580612355,2.717682831143e-08,4.99810593187,2.866811326231,4.999999725609,1.849863154716
nocomp,S,d0.45,60,4.5e-06,2059,6.347187139734e-06,2.9873757883165326,6.347187139734e-06,2.717682749977e-08,4.999935905511,2.476160620526,4.999999725609,1.849854601812
nocomp,S,d0.75,60,1.9e-07,1610,3.766476265862e-07,5.943632683074329,3.766476265862e-07,2.717682831143e-08,4.999996196741,2.151755384102,4.999999725609,1.849863154716
nocomp,S,riposo,60,1e-08,1192,2.717682828949e-08,8.683975407937924,2.717682828949e-08,2.717682831143e-08,4.999999725609,1.849863154655,4.999999725609,1.849863154716
nocomp,P,riposo,60,1e-08,1192,2.717682831143e-08,8.683975414950089,2.717682828949e-08,2.717682831143e-08,4.999999725609,1.849863154655,4.999999725609,1.849863154716
nocomp,P,d0.75,60,1.095445e-05,2186,1.410816793389e-05,2.1976008628091916,2.717682622763e-08,1.410816793389e-05,4.999999725609,1.849854596444,4.999857532821,2.567961435307
nocomp,P,d1,60,0.012,3179,0.006320174317602,-5.569043785277518,2.717682828949e-08,0.006320174317602,4.999999725609,1.849863154655,4.936171339818,3.332058077395
nocomp,S,cal_2mA,60,0.002,2925,0.001424577368716,-2.9468790987864146,0.001424577368716,2.717682831143e-08,4.985613364948,3.112013382007,4.999999725609,1.849863154716
nocomp,P,cal_2mA,60,0.002,2925,0.001424577368717,-2.946879098780317,2.717682828949e-08,0.001424577368717,4.999999725609,1.849863154655,4.985613364948,3.112013382007
cal,S,d0,60,0.012,3300,0.01197431715447,-0.018609785276747857,0.01197431715447,1.026309957827e-08,4.879066534094,3.461980768889,4.999999896396,1.738021607822
cal,S,d0.1,60,0.0002,2609,0.0002009281945431,0.04021772415905172,0.0002009281945431,1.026309957827e-08,4.997970910661,2.874852436227,4.999999896396,1.738021607822
cal,S,d0.45,60,4.5e-06,2006,4.547780384745e-06,0.09173940770822904,4.547780384745e-06,1.026309982398e-08,4.999954076302,2.437859943851,4.999999896396,1.738021812104
cal,S,d0.75,60,1.9e-07,1504,1.933522817367e-07,0.1519140113036319,1.933522817367e-07,1.026309957827e-08,4.999998047623,2.075182019923,4.999999896396,1.738021607822
cal,S,riposo,60,1e-08,1037,1.026309938039e-08,0.2255706863396887,1.026309938039e-08,1.026309957827e-08,4.999999896396,1.738021605607,4.999999896396,1.738021607822
cal,P,riposo,60,1e-08,1037,1.026309957827e-08,0.2255708538099385,1.026309938039e-08,1.026309957827e-08,4.999999896396,1.738021605607,4.999999896396,1.738021607822
cal,P,d0.75,60,1.095445e-05,2148,1.110925491577e-05,0.12188709773869469,1.026309887731e-08,1.110925491577e-05,4.999999896396,1.738021801522,4.999887816832,2.540488814853
cal,P,d1,60,0.012,3300,0.01197431715447,-0.018609785276747857,1.026309938039e-08,0.01197431715447,4.999999896396,1.738021605607,4.879066534094,3.461980768889
cal,S,cal_2mA,60,0.002,2981,0.001999855618747,-0.0006270624489705153,0.001999855618747,1.026309957827e-08,4.979803579664,3.156718018977,4.999999896396,1.738021607822
cal,P,cal_2mA,60,0.002,2981,0.001999855618746,-0.0006270624533141598,1.026309938039e-08,0.001999855618746,4.999999896396,1.738021605607,4.979803579664,3.156718018977
dac_reset,S,riposo,15,1e-08,-1,2.073073199429e-09,-13.66770725723674,2.073073199429e-09,2.073073179288e-09,4.999999979092,1.66584657146,4.999999979092,1.665846570165
dac_reset,S,riposo,25,1e-08,-1,2.97246547458e-09,-10.537663620890012,2.97246547458e-09,2.972463962703e-09,4.999999970011,1.678398399687,4.999999970011,1.678398347449
dac_reset,S,riposo,35,1e-08,-1,4.167050038373e-09,-7.603425689156334,4.167050038373e-09,4.167049601698e-09,4.999999957949,1.69086848651,4.999999957949,1.690868475424
dac_reset,S,riposo,45,1e-08,-1,5.72204156304e-09,-4.848979838922127,5.72204156304e-09,5.722041264112e-09,4.999999942248,1.70323416311,4.999999942248,1.703234157383
dac_reset,S,riposo,60,1e-08,-1,8.889951708627e-09,-1.0220119633488873,8.889951708627e-09,8.889951139938e-09,4.999999910262,1.721526150021,4.999999910262,1.721526142683
