cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,871876,72.0546,78.4191
1,0,1m,47p,874212,71.773,78.4191
1,0,1m,100p,876866,71.452,78.4191
1,0,1m,220p,882944,70.7112,78.4191
1,0,1m,470p,896047,69.0986,78.4191
1,0,1m,1n,926137,65.3219,78.4191
1,0,1m,2.2n,1.00551E+06,54.476,78.4191
1,0,1m,4.7n,1.09962E+06,26.9784,78.419
1,0,430,1f,871855,71.9369,78.4191
1,0,430,47p,874191,71.655,78.4191
1,0,430,100p,876844,71.3337,78.4191
1,0,430,220p,882922,70.5921,78.4191
1,0,430,470p,896023,68.9777,78.4191
1,0,430,1n,926109,65.1972,78.4191
1,0,430,2.2n,1.00547E+06,54.3415,78.4191
1,0,430,4.7n,1.09958E+06,26.8323,78.419
1,6,1m,1f,872981,72.0639,78.5652
1,6,1m,47p,873501,71.9925,78.5652
1,6,1m,100p,873905,71.9133,78.5652
1,6,1m,220p,874095,71.7526,78.5652
1,6,1m,470p,872259,71.5559,78.5652
1,6,1m,1n,867334,71.5299,78.5652
1,6,1m,2.2n,862947,71.6874,78.5652
1,6,1m,4.7n,861018,71.8165,78.5652
1,6,430,1f,872961,71.946,78.5652
1,6,430,47p,873481,71.8746,78.5652
1,6,430,100p,873884,71.7953,78.5652
1,6,430,220p,874075,71.6346,78.5652
1,6,430,470p,872238,71.4381,78.5652
1,6,430,1n,867315,71.4128,78.5652
1,6,430,2.2n,862927,71.5709,78.5652
1,6,430,4.7n,860999,71.7002,78.5652
1,12,1m,1f,873273,72.0663,78.604
1,12,1m,47p,873409,72.0482,78.604
1,12,1m,100p,873527,72.028,78.604
1,12,1m,220p,873651,71.9849,78.604
1,12,1m,470p,873377,71.9195,78.604
1,12,1m,1n,872018,71.8836,78.604
1,12,1m,2.2n,870309,71.9237,78.604
1,12,1m,4.7n,869451,71.9722,78.604
1,12,430,1f,873252,71.9484,78.604
1,12,430,47p,873388,71.9303,78.604
1,12,430,100p,873506,71.91,78.604
1,12,430,220p,873631,71.8669,78.604
1,12,430,470p,873356,71.8015,78.604
1,12,430,1n,871997,71.7659,78.604
1,12,430,2.2n,870289,71.8062,78.604
1,12,430,4.7n,869431,71.8547,78.604
2,0,1m,1f,876603,72.095,79.0595
2,0,1m,47p,878990,71.8104,79.0595
2,0,1m,100p,881700,71.4859,79.0595
2,0,1m,220p,887914,70.7366,79.0595
2,0,1m,470p,901459,69.0996,79.0595
2,0,1m,1n,932492,65.2613,79.0595
2,0,1m,2.2n,1.01554E+06,54.1207,79.0595
2,0,1m,4.7n,1.11116E+06,25.9139,79.0595
2,0,430,1f,876582,71.9766,79.0595
2,0,430,47p,878968,71.6917,79.0595
2,0,430,100p,881679,71.3668,79.0595
2,0,430,220p,887892,70.6168,79.0595
2,0,430,470p,901436,68.978,79.0595
2,0,430,1n,932465,65.1357,79.0595
2,0,430,2.2n,1.0155E+06,53.9848,79.0595
2,0,430,4.7n,1.11112E+06,25.7663,79.0595
2,6,1m,1f,877712,72.1048,79.2163
2,6,1m,47p,878199,72.0333,79.2163
2,6,1m,100p,878460,71.9566,79.2163
2,6,1m,220p,878059,71.8243,79.2163
2,6,1m,470p,875540,71.7404,79.2163
2,6,1m,1n,872158,71.8067,79.2163
2,6,1m,2.2n,870188,71.9104,79.2163
2,6,1m,4.7n,869433,71.9708,79.2162
2,6,430,1f,877692,71.9863,79.2163
2,6,430,47p,878179,71.9147,79.2163
2,6,430,100p,878440,71.838,79.2163
2,6,430,220p,878039,71.7057,79.2163
2,6,430,470p,875520,71.6222,79.2163
2,6,430,1n,872138,71.6889,79.2163
2,6,430,2.2n,870169,71.7928,79.2163
2,6,430,4.7n,869414,71.8533,79.2163
2,12,1m,1f,878008,72.1074,79.2584
2,12,1m,47p,878138,72.0892,79.2584
2,12,1m,100p,878229,72.0691,79.2584
2,12,1m,220p,878219,72.0305,79.2584
2,12,1m,470p,877652,71.992,79.2584
2,12,1m,1n,876520,71.9987,79.2584
2,12,1m,2.2n,875689,72.0339,79.2584
2,12,1m,4.7n,875347,72.058,79.2584
2,12,430,1f,877986,71.9889,79.2584
2,12,430,47p,878117,71.9706,79.2584
2,12,430,100p,878207,71.9505,79.2584
2,12,430,220p,878198,71.9119,79.2584
2,12,430,470p,877630,71.8734,79.2584
2,12,430,1n,876499,71.8804,79.2584
2,12,430,2.2n,875668,71.9156,79.2584
2,12,430,4.7n,875325,71.9398,79.2584
