col0,col1
20.0,72.3493953
22.4403691,71.9782247
25.1785082,71.5518337
28.2507509,71.0683705
31.6978638,70.5274309
35.5655882,69.9301027
39.9052463,69.2788574
44.7744228,68.5773125
50.2377286,67.8299103
56.3676586,67.0415709
63.2455532,66.2173672
70.9626778,65.362258
79.6214341,64.4808932
89.3367184,63.5774921
100.237447,62.6557836
112.468265,61.718994
126.191469,60.7698677
141.589157,59.8107073
158.865647,58.8434237
178.250188,57.8695888
200.0,56.8904863
224.403691,55.9071589
251.785082,54.9204499
282.507509,53.9310384
316.978638,52.9394701
355.655882,51.9461826
399.052463,50.9515261
447.744228,49.9557805
502.377286,48.9591694
563.676586,47.9618714
632.455532,46.9640293
709.626778,45.9657573
796.214341,44.9671468
893.367184,43.9682717
1002.37447,42.9691916
1124.68265,41.9699553
1261.91469,40.9706036
1415.89157,39.9711708
1588.65647,38.9716871
1782.50188,37.97218
2000.0,36.9726758
2244.03691,35.9732008
2517.85082,34.9737829
2825.07509,33.9744531
3169.78638,32.9752471
3556.55882,31.976207
3990.52463,30.9773839
4477.44228,29.9788401
5023.77286,28.9806529
5636.76586,27.9829184
6324.55532,26.9857563
7096.26778,25.9893164
7962.14341,24.9937863
8933.67184,23.9994006
10023.7447,23.0064532
11246.8265,22.0153114
12619.1469,21.026434
14158.9157,20.0403929
15886.5647,19.0578993
17825.0188,18.0798352
20000.0,17.1072898
22440.3691,16.1416022
25178.5082,15.1844084
28250.7509,14.2376924
31697.8638,13.303837
35565.5882,12.3856708
39905.2463,11.486502
44774.4228,10.6101294
50237.7286,9.76081609
56367.6586,8.94321082
63245.5532,8.16220265
70962.6778,7.42270075
79621.4341,6.72934224
89336.7184,6.08614818
100237.447,5.49616597
112468.265,4.96115076
126191.469,4.48134046
141589.157,4.05536585
158865.647,3.68031027
178250.188,3.35190139
200000.0,3.0647918
