col0,col1
20.0,70.8634724
22.4403691,71.2343051
25.1785082,71.6601068
28.2507509,72.1426404
31.6978638,72.6822009
35.5655882,73.2775686
39.9052463,73.926113
44.7744228,74.6240252
50.2377286,75.3666298
56.3676586,76.1487214
63.2455532,76.964874
70.9626778,77.8096901
79.6214341,78.6779731
89.3367184,79.564822
100.237447,80.4656591
112.468265,81.3762043
126.191469,82.2924104
141.589157,83.2103721
158.865647,84.1262202
178.250188,85.0360085
200.0,85.935602
224.403691,86.8205758
251.785082,87.6861317
282.507509,88.5270479
316.978638,89.3376729
355.655882,90.111979
399.052463,90.8436858
447.744228,91.5264558
502.377286,92.1541502
563.676586,92.7211158
632.455532,93.2224578
709.626778,93.6542434
796.214341,94.0135918
893.367184,94.2986256
1002.37447,94.5082956
1124.68265,94.6421221
1261.91469,94.6999202
1415.89157,94.6815778
1588.65647,94.5869411
1782.50188,94.4158359
2000.0,94.1682157
2244.03691,93.8443968
2517.85082,93.4453165
2825.07509,92.9727438
3169.78638,92.4293804
3556.55882,91.8188227
3990.52463,91.1453856
4477.44228,90.4138221
5023.77286,89.6289898
5636.76586,88.7955163
6324.55532,87.9175009
7096.26778,86.9982788
7962.14341,86.0402536
8933.67184,85.044798
10023.7447,84.0122175
11246.8265,82.9417743
12619.1469,81.8317724
14158.9157,80.6797086
15886.5647,79.4824953
17825.0188,78.2367581
20000.0,76.939196
22440.3691,75.5869817
25178.5082,74.1781584
28250.7509,72.7119783
31697.8638,71.189132
35565.5882,69.6118313
39905.2463,67.9837399
44774.4228,66.3097762
50237.7286,64.595835
56367.6586,62.8484843
63245.5532,61.0746827
70962.6778,59.2815466
79621.4341,57.4761752
89336.7184,55.6655222
100237.447,53.8562923
112468.265,52.0548353
126191.469,50.267012
141589.157,48.4980169
158865.647,46.7521572
178250.188,45.0326119
200000.0,43.3412154
