var,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
b_min,2.571k,1,3.3n,814364,62.7148,72.0373,100k
b_min,2.571k,1,4.7n,780068,63.0239,72.0373,100k
b_min,2.611k,1,1f,887850,70.4109,72.0373,100k
b_min,2.611k,1,47p,888786,70.1887,72.0373,100k
b_min,2.611k,1,100p,889733,69.9376,72.0373,100k
b_min,2.611k,1,220p,891445,69.3693,72.0373,100k
b_min,2.611k,1,470p,893013,68.2082,72.0373,100k
b_min,2.611k,1,1n,887492,66.0381,72.0373,100k
b_min,2.611k,1,1.5n,874183,64.5352,72.0373,100k
b_min,2.611k,1,2.2n,850264,63.3008,72.0373,100k
b_min,2.611k,1,2.7n,833127,62.882,72.0373,100k
b_min,2.611k,1,3.3n,814361,62.7076,72.0373,100k
b_min,2.611k,1,4.7n,780065,63.0169,72.0373,100k
b_min,1m,1,1f,886918,70.9275,71.934,10k
b_min,1m,1,47p,887842,70.7082,71.934,10k
b_min,1m,1,100p,888778,70.4603,71.934,10k
b_min,1m,1,220p,890466,69.8992,71.934,10k
b_min,1m,1,470p,892008,68.7519,71.934,10k
b_min,1m,1,1n,886636,66.5983,71.934,10k
b_min,1m,1,1.5n,873536,65.0968,71.934,10k
b_min,1m,1,2.2n,849924,63.8487,71.9341,10k
b_min,1m,1,2.7n,832941,63.4162,71.9341,10k
b_min,1m,1,3.3n,814311,63.225,71.9341,10k
b_min,1m,1,4.7n,780175,63.5016,71.9342,10k
b_min,1k,1,1f,886879,70.7285,71.934,10k
b_min,1k,1,47p,887803,70.5091,71.934,10k
b_min,1k,1,100p,888739,70.261,71.934,10k
b_min,1k,1,220p,890426,69.6995,71.934,10k
b_min,1k,1,470p,891967,68.5519,71.934,10k
b_min,1k,1,1n,886597,66.3996,71.934,10k
b_min,1k,1,1.5n,873499,64.901,71.934,10k
b_min,1k,1,2.2n,849893,63.6581,71.9341,10k
b_min,1k,1,2.7n,832912,63.2294,71.9341,10k
b_min,1k,1,3.3n,814284,63.0423,71.9341,10k
b_min,1k,1,4.7n,780152,63.3265,71.9342,10k
b_min,2.5k,1,1f,886739,70.4325,71.934,10k
b_min,2.5k,1,47p,887662,70.2128,71.934,10k
b_min,2.5k,1,100p,888598,69.9644,71.934,10k
b_min,2.5k,1,220p,890284,69.4025,71.934,10k
b_min,2.5k,1,470p,891820,68.2547,71.934,10k
b_min,2.5k,1,1n,886458,66.1043,71.934,10k
b_min,2.5k,1,1.5n,873368,64.6102,71.934,10k
b_min,2.5k,1,2.2n,849779,63.3748,71.9341,10k
b_min,2.5k,1,2.7n,832804,62.9516,71.9341,10k
b_min,2.5k,1,3.3n,814186,62.7704,71.9341,10k
b_min,2.5k,1,4.7n,780066,63.0656,71.9342,10k
b_min,2.571k,1,1f,886730,70.4186,71.934,10k
b_min,2.571k,1,47p,887653,70.1988,71.934,10k
b_min,2.571k,1,100p,888588,69.9505,71.934,10k
b_min,2.571k,1,220p,890275,69.3885,71.934,10k
b_min,2.571k,1,470p,891810,68.2407,71.934,10k
b_min,2.571k,1,1n,886449,66.0904,71.934,10k
b_min,2.571k,1,1.5n,873359,64.5965,71.934,10k
b_min,2.571k,1,2.2n,849772,63.3615,71.9341,10k
b_min,2.571k,1,2.7n,832798,62.9385,71.9341,10k
b_min,2.571k,1,3.3n,814179,62.7576,71.9341,10k
b_min,2.571k,1,4.7n,780061,63.0533,71.9342,10k
b_min,2.611k,1,1f,886725,70.4108,71.934,10k
b_min,2.611k,1,47p,887648,70.191,71.934,10k
b_min,2.611k,1,100p,888583,69.9426,71.934,10k
b_min,2.611k,1,220p,890270,69.3806,71.934,10k
b_min,2.611k,1,470p,891805,68.2328,71.934,10k
b_min,2.611k,1,1n,886444,66.0826,71.934,10k
b_min,2.611k,1,1.5n,873354,64.5888,71.934,10k
b_min,2.611k,1,2.2n,849767,63.3539,71.9341,10k
b_min,2.611k,1,2.7n,832794,62.9311,71.9341,10k
b_min,2.611k,1,3.3n,814176,62.7504,71.9341,10k
b_min,2.611k,1,4.7n,780058,63.0463,71.9342,10k
b_tip,1m,1,1f,887628,70.9355,72.0323,100k
b_tip,1m,1,47p,888564,70.7139,72.0323,100k
b_tip,1m,1,100p,889512,70.4634,72.0323,100k
b_tip,1m,1,220p,891220,69.8964,72.0323,100k
b_tip,1m,1,470p,892790,68.7367,72.0323,100k
b_tip,1m,1,1n,887278,66.5639,72.0323,100k
b_tip,1m,1,1.5n,873972,65.0536,72.0323,100k
b_tip,1m,1,2.2n,850065,63.805,72.0323,100k
b_tip,1m,1,2.7n,832926,63.3761,72.0323,100k
b_tip,1m,1,3.3n,814162,63.1904,72.0323,100k
b_tip,1m,1,4.7n,779868,63.4789,72.0323,100k
b_tip,1k,1,1f,887594,70.7561,72.0323,100k
b_tip,1k,1,47p,888530,70.5343,72.0323,100k
b_tip,1k,1,100p,889477,70.2837,72.0323,100k
b_tip,1k,1,220p,891185,69.7163,72.0323,100k
b_tip,1k,1,470p,892754,68.5564,72.0323,100k
b_tip,1k,1,1n,887245,66.3847,72.0323,100k
b_tip,1k,1,1.5n,873940,64.8771,72.0323,100k
b_tip,1k,1,2.2n,850037,63.6333,72.0323,100k
b_tip,1k,1,2.7n,832901,63.2078,72.0323,100k
b_tip,1k,1,3.3n,814139,63.0258,72.0323,100k
b_tip,1k,1,4.7n,779847,63.3212,72.0323,100k
b_tip,2.5k,1,1f,887471,70.4892,72.0323,100k
b_tip,2.5k,1,47p,888406,70.2672,72.0323,100k
b_tip,2.5k,1,100p,889353,70.0162,72.0323,100k
b_tip,2.5k,1,220p,891060,69.4485,72.0323,100k
b_tip,2.5k,1,470p,892625,68.2883,72.0323,100k
b_tip,2.5k,1,1n,887122,66.1185,72.0323,100k
b_tip,2.5k,1,1.5n,873825,64.6149,72.0323,100k
b_tip,2.5k,1,2.2n,849938,63.378,72.0323,100k
b_tip,2.5k,1,2.7n,832807,62.9574,72.0323,100k
b_tip,2.5k,1,3.3n,814052,62.7809,72.0323,100k
b_tip,2.5k,1,4.7n,779772,63.0862,72.0323,100k
b_tip,2.571k,1,1f,887463,70.4766,72.0323,100k
b_tip,2.571k,1,47p,888398,70.2546,72.0323,100k
b_tip,2.571k,1,100p,889345,70.0037,72.0323,100k
b_tip,2.571k,1,220p,891052,69.4359,72.0323,100k
b_tip,2.571k,1,470p,892616,68.2757,72.0323,100k
b_tip,2.571k,1,1n,887114,66.106,72.0323,100k
b_tip,2.571k,1,1.5n,873818,64.6026,72.0323,100k
b_tip,2.571k,1,2.2n,849931,63.366,72.0323,100k
b_tip,2.571k,1,2.7n,832801,62.9456,72.0323,100k
b_tip,2.571k,1,3.3n,814047,62.7693,72.0323,100k
b_tip,2.571k,1,4.7n,779768,63.0752,72.0323,100k
b_tip,2.611k,1,1f,887458,70.4695,72.0323,100k
b_tip,2.611k,1,47p,888394,70.2475,72.0323,100k
b_tip,2.611k,1,100p,889341,69.9966,72.0323,100k
b_tip,2.611k,1,220p,891047,69.4288,72.0323,100k
b_tip,2.611k,1,470p,892611,68.2686,72.0323,100k
b_tip,2.611k,1,1n,887110,66.0989,72.0323,100k
b_tip,2.611k,1,1.5n,873813,64.5956,72.0323,100k
b_tip,2.611k,1,2.2n,849927,63.3592,72.0323,100k
b_tip,2.611k,1,2.7n,832797,62.939,72.0323,100k
b_tip,2.611k,1,3.3n,814044,62.7629,72.0323,100k
b_tip,2.611k,1,4.7n,779765,63.0689,72.0323,100k
b_tip,1m,1,1f,886503,70.9346,71.929,10k
b_tip,1m,1,47p,887426,70.7155,71.929,10k
b_tip,1m,1,100p,888362,70.4677,71.929,10k
b_tip,1m,1,220p,890049,69.907,71.929,10k
b_tip,1m,1,470p,891580,68.7606,71.929,10k
b_tip,1m,1,1n,886230,66.6078,71.929,10k
b_tip,1m,1,1.5n,873143,65.1067,71.929,10k
b_tip,1m,1,2.2n,849568,63.8579,71.9291,10k
b_tip,1m,1,2.7n,832593,63.425,71.9291,10k
b_tip,1m,1,3.3n,813977,63.2331,71.9291,10k
b_tip,1m,1,4.7n,779861,63.5083,71.9292,10k
b_tip,1k,1,1f,886468,70.7555,71.929,10k
b_tip,1k,1,47p,887392,70.5361,71.929,10k
b_tip,1k,1,100p,888327,70.2882,71.929,10k
b_tip,1k,1,220p,890015,69.7271,71.929,10k
b_tip,1k,1,470p,891545,68.5805,71.929,10k
b_tip,1k,1,1n,886196,66.4289,71.929,10k
b_tip,1k,1,1.5n,873112,64.9304,71.929,10k
b_tip,1k,1,2.2n,849540,63.6863,71.9291,10k
b_tip,1k,1,2.7n,832567,63.2568,71.9291,10k
b_tip,1k,1,3.3n,813953,63.0686,71.9291,10k
b_tip,1k,1,4.7n,779840,63.3506,71.9292,10k
b_tip,2.5k,1,1f,886346,70.4889,71.929,10k
b_tip,2.5k,1,47p,887269,70.2693,71.929,10k
b_tip,2.5k,1,100p,888204,70.0212,71.929,10k
b_tip,2.5k,1,220p,889890,69.4596,71.929,10k
b_tip,2.5k,1,470p,891416,68.3128,71.929,10k
b_tip,2.5k,1,1n,886074,66.163,71.929,10k
b_tip,2.5k,1,1.5n,872997,64.6684,71.929,10k
b_tip,2.5k,1,2.2n,849440,63.4311,71.9291,10k
b_tip,2.5k,1,2.7n,832473,63.0066,71.9291,10k
b_tip,2.5k,1,3.3n,813867,62.8237,71.9291,10k
b_tip,2.5k,1,4.7n,779766,63.1156,71.9292,10k
b_tip,2.571k,1,1f,886338,70.4763,71.929,10k
b_tip,2.571k,1,47p,887261,70.2567,71.929,10k
b_tip,2.571k,1,100p,888196,70.0086,71.929,10k
b_tip,2.571k,1,220p,889882,69.4471,71.929,10k
b_tip,2.571k,1,470p,891408,68.3002,71.929,10k
b_tip,2.571k,1,1n,886066,66.1505,71.929,10k
b_tip,2.571k,1,1.5n,872989,64.6561,71.929,10k
b_tip,2.571k,1,2.2n,849434,63.4191,71.9291,10k
b_tip,2.571k,1,2.7n,832467,62.9948,71.9291,10k
b_tip,2.571k,1,3.3n,813862,62.8122,71.9291,10k
b_tip,2.571k,1,4.7n,779761,63.1046,71.9292,10k
b_tip,2.611k,1,1f,886333,70.4693,71.929,10k
b_tip,2.611k,1,47p,887256,70.2497,71.929,10k
b_tip,2.611k,1,100p,888191,70.0015,71.929,10k
b_tip,2.611k,1,220p,889878,69.44,71.929,10k
b_tip,2.611k,1,470p,891403,68.2931,71.929,10k
b_tip,2.611k,1,1n,886062,66.1434,71.929,10k
b_tip,2.611k,1,1.5n,872985,64.6492,71.929,10k
b_tip,2.611k,1,2.2n,849430,63.4123,71.9291,10k
b_tip,2.611k,1,2.7n,832464,62.9881,71.9291,10k
b_tip,2.611k,1,3.3n,813859,62.8057,71.9291,10k
b_tip,2.611k,1,4.7n,779758,63.0983,71.9292,10k
b_max,1m,1,1f,887245,70.942,72.0279,100k
b_max,1m,1,47p,888181,70.7206,72.0279,100k
b_max,1m,1,100p,889128,70.4702,72.0279,100k
b_max,1m,1,220p,890835,69.9035,72.0279,100k
b_max,1m,1,470p,892395,68.7447,72.0279,100k
b_max,1m,1,1n,886902,66.5726,72.0279,100k
b_max,1m,1,1.5n,873608,65.0626,72.0279,100k
b_max,1m,1,2.2n,849733,63.8135,72.0279,100k
b_max,1m,1,2.7n,832602,63.3841,72.0279,100k
b_max,1m,1,3.3n,813851,63.1978,72.0279,100k
b_max,1m,1,4.7n,779575,63.4851,72.0279,100k
b_max,1k,1,1f,887214,70.7759,72.0279,100k
b_max,1k,1,47p,888150,70.5543,72.0279,100k
b_max,1k,1,100p,889097,70.3038,72.0279,100k
b_max,1k,1,220p,890803,69.7368,72.0279,100k
b_max,1k,1,470p,892362,68.5777,72.0279,100k
b_max,1k,1,1n,886871,66.4067,72.0279,100k
b_max,1k,1,1.5n,873579,64.8992,72.0279,100k
b_max,1k,1,2.2n,849708,63.6544,72.0279,100k
b_max,1k,1,2.7n,832579,63.2283,72.0279,100k
b_max,1k,1,3.3n,813830,63.0454,72.0279,100k
b_max,1k,1,4.7n,779556,63.339,72.0279,100k
b_max,2.5k,1,1f,887102,70.5287,72.0279,100k
b_max,2.5k,1,47p,888037,70.3068,72.0279,100k
b_max,2.5k,1,100p,888984,70.0561,72.0279,100k
b_max,2.5k,1,220p,890690,69.4887,72.0279,100k
b_max,2.5k,1,470p,892245,68.3294,72.0279,100k
b_max,2.5k,1,1n,886760,66.1601,72.0279,100k
b_max,2.5k,1,1.5n,873474,64.6563,72.0279,100k
b_max,2.5k,1,2.2n,849617,63.4179,72.0279,100k
b_max,2.5k,1,2.7n,832493,62.9964,72.0279,100k
b_max,2.5k,1,3.3n,813751,62.8185,72.0279,100k
b_max,2.5k,1,4.7n,779488,63.1214,72.0279,100k
b_max,2.571k,1,1f,887095,70.517,72.0279,100k
b_max,2.571k,1,47p,888030,70.2952,72.0279,100k
b_max,2.571k,1,100p,888977,70.0444,72.0279,100k
b_max,2.571k,1,220p,890682,69.477,72.0279,100k
b_max,2.571k,1,470p,892237,68.3177,72.0279,100k
b_max,2.571k,1,1n,886753,66.1485,72.0279,100k
b_max,2.571k,1,1.5n,873467,64.6449,72.0279,100k
b_max,2.571k,1,2.2n,849612,63.4068,72.0279,100k
b_max,2.571k,1,2.7n,832488,62.9855,72.0279,100k
b_max,2.571k,1,3.3n,813746,62.8078,72.0279,100k
b_max,2.571k,1,4.7n,779484,63.1111,72.0279,100k
b_max,2.611k,1,1f,887091,70.5105,72.0279,100k
b_max,2.611k,1,47p,888026,70.2886,72.0279,100k
b_max,2.611k,1,100p,888972,70.0378,72.0279,100k
b_max,2.611k,1,220p,890678,69.4704,72.0279,100k
b_max,2.611k,1,470p,892233,68.3111,72.0279,100k
b_max,2.611k,1,1n,886749,66.142,72.0279,100k
b_max,2.611k,1,1.5n,873464,64.6385,72.0279,100k
b_max,2.611k,1,2.2n,849608,63.4005,72.0279,100k
b_max,2.611k,1,2.7n,832485,62.9793,72.0279,100k
b_max,2.611k,1,3.3n,813743,62.8018,72.0279,100k
b_max,2.611k,1,4.7n,779481,63.1053,72.0279,100k
b_max,1m,1,1f,886120,70.9412,71.9246,10k
b_max,1m,1,47p,887043,70.7222,71.9246,10k
b_max,1m,1,100p,887978,70.4746,71.9246,10k
b_max,1m,1,220p,889665,69.9141,71.9246,10k
b_max,1m,1,470p,891187,68.7685,71.9246,10k
b_max,1m,1,1n,885854,66.6165,71.9246,10k
b_max,1m,1,1.5n,872779,65.1158,71.9247,10k
b_max,1m,1,2.2n,849236,63.8663,71.9247,10k
b_max,1m,1,2.7n,832268,63.4331,71.9247,10k
b_max,1m,1,3.3n,813666,63.2405,71.9247,10k
b_max,1m,1,4.7n,779568,63.5145,71.9248,10k
b_max,1k,1,1f,886089,70.7753,71.9246,10k
b_max,1k,1,47p,887012,70.5561,71.9246,10k
b_max,1k,1,100p,887947,70.3083,71.9246,10k
b_max,1k,1,220p,889633,69.7476,71.9246,10k
b_max,1k,1,470p,891156,68.6017,71.9246,10k
b_max,1k,1,1n,885823,66.4508,71.9246,10k
b_max,1k,1,1.5n,872750,64.9525,71.9247,10k
b_max,1k,1,2.2n,849211,63.7074,71.9247,10k
b_max,1k,1,2.7n,832245,63.2773,71.9247,10k
b_max,1k,1,3.3n,813644,63.0881,71.9247,10k
b_max,1k,1,4.7n,779549,63.3684,71.9248,10k
b_max,2.5k,1,1f,885977,70.5284,71.9246,10k
b_max,2.5k,1,47p,886900,70.3089,71.9246,10k
b_max,2.5k,1,100p,887834,70.0609,71.9246,10k
b_max,2.5k,1,220p,889520,69.4998,71.9246,10k
b_max,2.5k,1,470p,891042,68.3537,71.9246,10k
b_max,2.5k,1,1n,885712,66.2045,71.9246,10k
b_max,2.5k,1,1.5n,872646,64.7098,71.9247,10k
b_max,2.5k,1,2.2n,849120,63.471,71.9247,10k
b_max,2.5k,1,2.7n,832160,63.0455,71.9247,10k
b_max,2.5k,1,3.3n,813566,62.8613,71.9247,10k
b_max,2.5k,1,4.7n,779481,63.1508,71.9248,10k
b_max,2.571k,1,1f,885970,70.5167,71.9246,10k
b_max,2.571k,1,47p,886893,70.2973,71.9246,10k
b_max,2.571k,1,100p,887827,70.0493,71.9246,10k
b_max,2.571k,1,220p,889513,69.4881,71.9246,10k
b_max,2.571k,1,470p,891034,68.342,71.9246,10k
b_max,2.571k,1,1n,885705,66.1929,71.9246,10k
b_max,2.571k,1,1.5n,872639,64.6984,71.9247,10k
b_max,2.571k,1,2.2n,849114,63.4599,71.9247,10k
b_max,2.571k,1,2.7n,832154,63.0346,71.9247,10k
b_max,2.571k,1,3.3n,813561,62.8507,71.9247,10k
b_max,2.571k,1,4.7n,779477,63.1405,71.9248,10k
b_max,2.611k,1,1f,885966,70.5102,71.9246,10k
b_max,2.611k,1,47p,886888,70.2907,71.9246,10k
b_max,2.611k,1,100p,887823,70.0427,71.9246,10k
b_max,2.611k,1,220p,889509,69.4816,71.9246,10k
b_max,2.611k,1,470p,891030,68.3354,71.9246,10k
b_max,2.611k,1,1n,885701,66.1864,71.9246,10k
b_max,2.611k,1,1.5n,872635,64.692,71.9247,10k
b_max,2.611k,1,2.2n,849111,63.4536,71.9247,10k
b_max,2.611k,1,2.7n,832151,63.0284,71.9247,10k
b_max,2.611k,1,3.3n,813558,62.8446,71.9247,10k
b_max,2.611k,1,4.7n,779474,63.1348,71.9248,10k
xa,1m,1,1f,928787,70.2178,72.3992,100k
xa,1m,1,47p,929873,69.9836,72.3992,100k
xa,1m,1,100p,930973,69.7189,72.3992,100k
xa,1m,1,220p,932955,69.1196,72.3992,100k
xa,1m,1,470p,934765,67.8965,72.3992,100k
xa,1m,1,1n,928381,65.6339,72.3992,100k
xa,1m,1,1.5n,913211,64.1091,72.3992,100k
xa,1m,1,2.2n,886686,62.9102,72.3992,100k
xa,1m,1,2.7n,868004,62.5359,72.3992,100k
xa,1m,1,3.3n,847861,62.4149,72.3992,100k
xa,1m,1,4.7n,811674,62.8201,72.3993,100k
xa,1k,1,1f,928752,69.9602,72.3992,100k
xa,1k,1,47p,929838,69.7258,72.3992,100k
xa,1k,1,100p,930937,69.4607,72.3992,100k
xa,1k,1,220p,932919,68.8609,72.3992,100k
xa,1k,1,470p,934728,67.6374,72.3992,100k
