mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,877210,68.7653,80.2596,100k
0db,1m,1,47p,879034,68.5081,80.2596,100k
0db,1m,1,100p,880992,68.2152,80.2596,100k
0db,1m,1,220p,885004,67.5438,80.2596,100k
0db,1m,1,470p,891230,66.1357,80.2596,100k
0db,1m,1,1n,893870,63.373,80.2596,100k
0db,1m,1,1.5n,884523,61.3937,80.2596,100k
0db,1m,1,2.2n,861456,59.7611,80.2596,100k
0db,1m,1,2.7n,843314,59.209,80.2596,100k
0db,1m,1,3.3n,822807,58.9697,80.2596,100k
0db,1m,1,4.7n,784397,59.2987,80.2596,100k
0db,1m,2,1f,877210,68.7653,80.2596,100k
0db,1m,2,47p,879080,68.508,80.2596,100k
0db,1m,2,100p,881196,68.2154,80.2596,100k
0db,1m,2,220p,886018,67.5428,80.2596,100k
0db,1m,2,470p,896328,66.0925,80.2596,100k
0db,1m,2,1n,919199,62.7836,80.2596,100k
0db,1m,2,1.5n,941849,59.3424,80.2596,100k
0db,1m,2,2.2n,974347,53.9657,80.2596,100k
0db,1m,2,2.7n,996884,49.7403,80.2596,100k
0db,1m,2,3.3n,1.02057E+06,44.3797,80.2595,100k
0db,1m,2,4.7n,1.04491E+06,32.3957,80.2595,100k
0db,1k,1,1f,877147,68.4909,80.2596,100k
0db,1k,1,47p,878971,68.2331,80.2596,100k
0db,1k,1,100p,880928,67.9397,80.2596,100k
0db,1k,1,220p,884939,67.2671,80.2596,100k
0db,1k,1,470p,891164,65.8571,80.2596,100k
0db,1k,1,1n,893802,63.094,80.2596,100k
0db,1k,1,1.5n,884460,61.1175,80.2596,100k
0db,1k,1,2.2n,861400,59.492,80.2596,100k
0db,1k,1,2.7n,843264,58.9455,80.2596,100k
0db,1k,1,3.3n,822762,58.7124,80.2596,100k
0db,1k,1,4.7n,784358,59.0532,80.2596,100k
0db,1k,2,1f,877147,68.4909,80.2596,100k
0db,1k,2,47p,879016,68.233,80.2596,100k
0db,1k,2,100p,881132,67.9398,80.2596,100k
0db,1k,2,220p,885953,67.2658,80.2596,100k
0db,1k,2,470p,896258,65.8124,80.2596,100k
0db,1k,2,1n,919120,62.4969,80.2596,100k
0db,1k,2,1.5n,941760,59.0492,80.2596,100k
0db,1k,2,2.2n,974244,53.6635,80.2596,100k
0db,1k,2,2.7n,996769,49.4322,80.2596,100k
0db,1k,2,3.3n,1.02044E+06,44.0655,80.2595,100k
0db,1k,2,4.7n,1.04479E+06,32.0759,80.2595,100k
0db,2.5k,1,1f,876927,68.0838,80.2596,100k
0db,2.5k,1,47p,878749,67.8253,80.2596,100k
0db,2.5k,1,100p,880705,67.531,80.2596,100k
0db,2.5k,1,220p,884712,66.8569,80.2596,100k
0db,2.5k,1,470p,890931,65.4446,80.2596,100k
0db,2.5k,1,1n,893562,62.6813,80.2596,100k
0db,2.5k,1,1.5n,884239,60.7092,80.2596,100k
0db,2.5k,1,2.2n,861206,59.0939,80.2596,100k
0db,2.5k,1,2.7n,843086,58.5552,80.2596,100k
0db,2.5k,1,3.3n,822601,58.3311,80.2596,100k
0db,2.5k,1,4.7n,784222,58.6887,80.2596,100k
0db,2.5k,2,1f,876927,68.0838,80.2596,100k
0db,2.5k,2,47p,878794,67.8252,80.2596,100k
