cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,633038,73.2094,77.6573
1,0,1m,47p,633763,73.0408,77.6573
1,0,1m,100p,634581,72.8499,77.6573
1,0,1m,220p,636429,72.4148,77.6573
1,0,1m,470p,640264,71.4951,77.6572
1,0,1m,1n,648359,69.484,77.6572
1,0,1m,2.2n,666188,64.6282,77.6572
1,0,1m,4.7n,694383,53.6272,77.6572
1,0,430,1f,633030,73.1239,77.6573
1,0,430,47p,633755,72.9553,77.6573
1,0,430,100p,634573,72.7643,77.6573
1,0,430,220p,636421,72.3289,77.6573
1,0,430,470p,640256,71.4087,77.6572
1,0,430,1n,648350,69.3966,77.6572
1,0,430,2.2n,666179,64.5385,77.6572
1,0,430,4.7n,694372,53.5339,77.6572
1,6,1m,1f,633750,73.2067,77.791
1,6,1m,47p,633911,73.1643,77.791
1,6,1m,100p,634032,73.1174,77.791
1,6,1m,220p,634074,73.0199,77.791
1,6,1m,470p,633332,72.8779,77.791
1,6,1m,1n,630696,72.8173,77.791
1,6,1m,2.2n,627584,72.9452,77.791
1,6,1m,4.7n,626074,73.0851,77.791
1,6,430,1f,633743,73.1212,77.791
1,6,430,47p,633903,73.0787,77.791
1,6,430,100p,634024,73.0319,77.791
1,6,430,220p,634066,72.9343,77.791
1,6,430,470p,633324,72.7924,77.791
1,6,430,1n,630689,72.7322,77.791
1,6,430,2.2n,627576,72.8605,77.791
1,6,430,4.7n,626066,73.0006,77.791
1,12,1m,1f,633938,73.206,77.8266
1,12,1m,47p,633980,73.1953,77.8266
1,12,1m,100p,634016,73.1833,77.8266
1,12,1m,220p,634051,73.1575,77.8266
1,12,1m,470p,633942,73.1144,77.8266
1,12,1m,1n,633300,73.0773,77.8266
1,12,1m,2.2n,632177,73.1023,77.8266
1,12,1m,4.7n,631497,73.1528,77.8266
1,12,430,1f,633930,73.1205,77.8266
1,12,430,47p,633972,73.1097,77.8266
1,12,430,100p,634008,73.0977,77.8266
1,12,430,220p,634044,73.072,77.8266
1,12,430,470p,633934,73.0288,77.8266
1,12,430,1n,633292,72.9919,77.8266
1,12,430,2.2n,632170,73.017,77.8266
1,12,430,4.7n,631489,73.0676,77.8266
2,0,1m,1f,636082,73.1986,78.2424
2,0,1m,47p,636821,73.0284,78.2424
2,0,1m,100p,637654,72.8357,78.2424
2,0,1m,220p,639537,72.3962,78.2424
2,0,1m,470p,643445,71.4672,78.2424
2,0,1m,1n,651788,69.4311,78.2423
2,0,1m,2.2n,670107,64.5105,78.2423
2,0,1m,4.7n,699211,53.3291,78.2423
2,0,430,1f,636074,73.1128,78.2424
2,0,430,47p,636813,72.9425,78.2424
2,0,430,100p,637646,72.7496,78.2424
2,0,430,220p,639528,72.31,78.2424
2,0,430,470p,643437,71.3804,78.2424
2,0,430,1n,651779,69.3432,78.2423
2,0,430,2.2n,670097,64.4203,78.2423
2,0,430,4.7n,699199,53.2352,78.2423
2,6,1m,1f,636795,73.1963,78.3849
2,6,1m,47p,636944,73.1539,78.3849
2,6,1m,100p,637020,73.1083,78.3849
2,6,1m,220p,636858,73.0228,78.3849
2,6,1m,470p,635701,72.9429,78.3849
2,6,1m,1n,633568,72.977,78.3849
2,6,1m,2.2n,632042,73.0813,78.3849
2,6,1m,4.7n,631454,73.1503,78.3849
2,6,430,1f,636787,73.1104,78.3849
2,6,430,47p,636936,73.0679,78.3849
2,6,430,100p,637012,73.0223,78.3849
2,6,430,220p,636850,72.9369,78.3849
2,6,430,470p,635694,72.8571,78.3849
2,6,430,1n,633560,72.8915,78.3849
2,6,430,2.2n,632034,72.996,78.3849
2,6,430,4.7n,631446,73.0651,78.3849
2,12,1m,1f,636985,73.1957,78.4232
2,12,1m,47p,637025,73.1848,78.4232
2,12,1m,100p,637052,73.173,78.4232
2,12,1m,220p,637044,73.1491,78.4232
2,12,1m,470p,636804,73.1189,78.4232
2,12,1m,1n,636160,73.1155,78.4232
2,12,1m,2.2n,635547,73.1476,78.4232
2,12,1m,4.7n,635283,73.1744,78.4232
2,12,430,1f,636977,73.1097,78.4232
2,12,430,47p,637017,73.0989,78.4232
2,12,430,100p,637044,73.087,78.4232
2,12,430,220p,637036,73.0631,78.4232
2,12,430,470p,636796,73.0329,78.4232
2,12,430,1n,636152,73.0297,78.4232
2,12,430,2.2n,635539,73.0618,78.4232
2,12,430,4.7n,635275,73.0886,78.4232
