carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,641558,73.1825,79.3954
1,1m,47p,642321,73.0094,79.3953
1,1m,100p,643183,72.8133,79.3953
1,1m,220p,645130,72.3661,79.3953
1,1m,470p,649268,71.4168,79.3953
1,1m,1n,657988,69.3383,79.3953
1,1m,2.2n,677338,64.2949,79.3953
1,1m,4.7n,708685,52.7426,79.3952
1,430,1f,641550,73.096,79.3954
1,430,47p,642314,72.9227,79.3954
1,430,100p,643175,72.7265,79.3953
1,430,220p,645123,72.279,79.3953
1,430,470p,649259,71.3293,79.3953
1,430,1n,657979,69.2496,79.3953
1,430,2.2n,677327,64.2037,79.3953
1,430,4.7n,708673,52.6474,79.3952
2,1m,1f,641068,73.192,79.3031
2,1m,47p,641830,73.0191,79.3031
2,1m,100p,642688,72.8233,79.3031
2,1m,220p,644631,72.3768,79.3031
2,1m,470p,648743,71.4297,79.3031
2,1m,1n,657437,69.355,79.303
2,1m,2.2n,676690,64.3234,79.303
2,1m,4.7n,707899,52.8014,79.303
2,430,1f,641060,73.1055,79.3031
2,430,47p,641822,72.9325,79.3031
2,430,100p,642680,72.7366,79.3031
2,430,220p,644622,72.2899,79.3031
2,430,470p,648734,71.3422,79.3031
2,430,1n,657428,69.2663,79.303
2,430,2.2n,676679,64.2323,79.303
2,430,4.7n,707887,52.7063,79.303
