col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
0.00300442496,0.0145620989,0.00300442496,-0.0145542345,0.00300442496,0.0264647342,0.00300442496,0.0145587673,0.00300442496,0.086689939
0.00300942496,0.0145683298,0.00300942496,-0.0145486855,0.00300942496,0.0272301382,0.00300942496,0.014560232,0.00300942496,0.206485186
0.00301442496,0.0145745468,0.00301442496,-0.0145431437,0.00301442496,0.027998741,0.00301442496,0.0145616915,0.00301442496,0.326060199
0.00301942496,0.0145807437,0.00301942496,-0.0145376143,0.00301942496,0.0287743281,0.00301942496,0.0145631444,0.00301942496,0.445296968
0.00302442496,0.0145869143,0.00302442496,-0.0145321031,0.00302442496,0.0295627355,0.00302442496,0.0145645893,0.00302442496,0.564077833
0.00302942496,0.0145930527,0.00302942496,-0.0145266154,0.00302942496,0.0303735431,0.00302942496,0.0145660249,0.00302942496,0.682285573
0.00303442496,0.0145991529,0.00303442496,-0.0145211567,0.00303442496,0.0312175062,0.00303442496,0.0145674497,0.00303442496,0.799803536
0.00303942496,0.0146052089,0.00303942496,-0.0145157325,0.00303942496,0.0321126206,0.00303942496,0.0145688625,0.00303942496,0.916515751
0.00304442496,0.0146112147,0.00304442496,-0.0145103482,0.00304442496,0.0330709536,0.00304442496,0.0145702618,0.00304442496,1.03230705
0.00304942496,0.0146171646,0.00304942496,-0.014505009,0.00304942496,0.0340854289,0.00304942496,0.0145716465,0.00304942496,1.14706315
0.00305442496,0.0146230526,0.00305442496,-0.0144997206,0.00305442496,0.0351272804,0.00305442496,0.014573015,0.00305442496,1.26067083
0.00305942496,0.0146288732,0.00305942496,-0.014494488,0.00305942496,0.0361656321,0.00305942496,0.0145743663,0.00305942496,1.37301796
0.00306442496,0.0146346206,0.00306442496,-0.0144893166,0.00306442496,0.0371821477,0.00306442496,0.0145756991,0.00306442496,1.48399369
0.00306942496,0.0146402892,0.00306942496,-0.0144842114,0.00306942496,0.0381672779,0.00306942496,0.0145770121,0.00306942496,1.59348849
0.00307442496,0.0146458736,0.00307442496,-0.0144791778,0.00307442496,0.0391170513,0.00307442496,0.014578304,0.00307442496,1.70139432
0.00307942496,0.0146513683,0.00307942496,-0.0144742206,0.00307942496,0.0400288961,0.00307942496,0.0145795739,0.00307942496,1.80760469
0.00308442496,0.014656768,0.00308442496,-0.014469345,0.00308442496,0.0409017121,0.00308442496,0.0145808204,0.00308442496,1.9120148
0.00308942496,0.0146620676,0.00308942496,-0.0144645557,0.00308942496,0.0417341426,0.00308942496,0.0145820424,0.00308942496,2.0145216
0.00309442496,0.0146672617,0.00309442496,-0.0144598579,0.00309442496,0.0425255612,0.00309442496,0.0145832389,0.00309442496,2.11502396
0.00309942496,0.0146723455,0.00309942496,-0.0144552558,0.00309942496,0.0432748928,0.00309942496,0.0145844088,0.00309942496,2.21342267
0.00310442496,0.014677314,0.00310442496,-0.0144507545,0.00310442496,0.0439816331,0.00310442496,0.014585551,0.00310442496,2.30962066
0.00310942496,0.0146821626,0.00310942496,-0.0144463583,0.00310942496,0.0446448497,0.00310942496,0.0145866646,0.00310942496,2.40352298
0.00311442496,0.0146868863,0.00311442496,-0.0144420718,0.00311442496,0.0452641075,0.00311442496,0.0145877484,0.00311442496,2.49503697
0.00311942496,0.0146914808,0.00311942496,-0.0144378991,0.00311942496,0.0458385921,0.00311942496,0.0145888017,0.00311942496,2.58407233
0.00312442496,0.0146959416,0.00312442496,-0.0144338448,0.00312442496,0.0463679331,0.00312442496,0.0145898233,0.00312442496,2.6705412
0.00312942496,0.0147002644,0.00312942496,-0.0144299126,0.00312942496,0.0468514295,0.00312942496,0.0145908125,0.00312942496,2.75435824
0.00313442496,0.0147044451,0.00313442496,-0.0144261069,0.00313442496,0.0472887783,0.00313442496,0.0145917683,0.00313442496,2.83544075
0.00313942496,0.0147084796,0.00313942496,-0.0144224311,0.00313942496,0.0476793907,0.00313942496,0.01459269,0.00313942496,2.91370871
0.00314442496,0.0147123641,0.00314442496,-0.0144188894,0.00314442496,0.0480230348,0.00314442496,0.0145935767,0.00314442496,2.98908489
0.00314942496,0.0147160949,0.00314942496,-0.014415485,0.00314942496,0.0483192333,0.00314942496,0.0145944277,0.00314942496,3.06149489
0.00315442496,0.0147196682,0.00315442496,-0.0144122217,0.00315442496,0.0485678285,0.00315442496,0.0145952422,0.00315442496,3.13086728
0.00315942496,0.0147230809,0.00315942496,-0.0144091024,0.00315942496,0.0487684543,0.00315942496,0.0145960195,0.00315942496,3.19713358
0.00316442496,0.0147263296,0.00316442496,-0.0144061308,0.00316442496,0.04892103,0.00316442496,0.014596759,0.00316442496,3.26022841
0.00316942496,0.0147294111,0.00316942496,-0.0144033094,0.00316942496,0.0490252996,0.00316942496,0.0145974599,0.00316942496,3.3200895
0.00317442496,0.0147323225,0.00317442496,-0.0144006415,0.00317442496,0.049081262,0.00317442496,0.0145981218,0.00317442496,3.37665779
0.00317942496,0.0147350611,0.00317942496,-0.0143981294,0.00317942496,0.0490887704,0.00317942496,0.014598744,0.00317942496,3.42987743
0.00318442496,0.0147376241,0.00318442496,-0.0143957761,0.00318442496,0.049047905,0.00318442496,0.0145993259,0.00318442496,3.47969593
0.00318942496,0.0147400092,0.00318942496,-0.0143935835,0.00318942496,0.048958627,0.00318942496,0.0145998672,0.00318942496,3.5260641
0.00319442496,0.0147422141,0.00319442496,-0.0143915544,0.00319442496,0.0488210991,0.00319442496,0.0146003673,0.00319442496,3.5689362
0.00319942496,0.0147442366,0.00319942496,-0.0143896903,0.00319942496,0.0486353894,0.00319942496,0.0146008258,0.00319942496,3.60826992
0.00320442496,0.0147460748,0.00320442496,-0.0143879936,0.00320442496,0.0484017437,0.00320442496,0.0146012422,0.00320442496,3.64402643
0.00320942496,0.014747727,0.00320942496,-0.0143864655,0.00320942496,0.0481203353,0.00320942496,0.0146016163,0.00320942496,3.67617046
0.00321442496,0.0147491915,0.00321442496,-0.0143851081,0.00321442496,0.0477914938,0.00321442496,0.0146019477,0.00321442496,3.70467027
0.00321942496,0.014750467,0.00321942496,-0.0143839223,0.00321942496,0.0474154957,0.00321942496,0.0146022361,0.00321942496,3.72949774
0.00322442496,0.0147515522,0.00322442496,-0.0143829097,0.00322442496,0.0469927538,0.00322442496,0.0146024812,0.00322442496,3.75062837
0.00322942496,0.0147524461,0.00322942496,-0.0143820709,0.00322942496,0.0465236463,0.00322942496,0.0146026829,0.00322942496,3.7680413
0.00323442496,0.0147531478,0.00323442496,-0.0143814072,0.00323442496,0.0460086687,0.00323442496,0.0146028409,0.00323442496,3.78171935
0.00323942496,0.0147536566,0.00323942496,-0.0143809189,0.00323942496,0.0454482983,0.00323942496,0.0146029551,0.00323942496,3.79164901
