col0,col1,col2,col3,col4,col5,col6,col7
0.0,0.0,0.0,-0.0487016107,0.0,0.0,0.0,0.971366589
1e-08,3.14159265e-05,1e-08,-0.0487029014,1e-08,-1.28975997e-06,1e-08,0.971364658
2e-08,6.28318529e-05,2e-08,-0.0487057335,2e-08,-4.11993809e-06,2e-08,0.971361094
4e-08,0.000125663705,4e-08,-0.0487136083,4e-08,-1.19893702e-05,4e-08,0.971352079
8e-08,0.000251327402,8e-08,-0.0487326363,8e-08,-3.10043789e-05,8e-08,0.971333243
1.6e-07,0.00050265474,1.6e-07,-0.0487359327,1.6e-07,-3.42984499e-05,1.6e-07,0.971334196
3.2e-07,0.00100530897,3.2e-07,-0.0485626511,3.2e-07,0.000138864654,3.2e-07,0.971513972
6.4e-07,0.00201061388,6.4e-07,-0.0477318519,6.4e-07,0.000969095723,6.4e-07,0.972357235
1.28e-06,0.00402119525,1.28e-06,-0.0447971863,1.28e-06,0.00390175172,1.28e-06,0.975324334
2.28e-06,0.00716258625,2.28e-06,-0.0379425858,2.28e-06,0.0107516466,2.28e-06,0.982235678
3.28e-06,0.0103036945,3.28e-06,-0.0295104312,3.28e-06,0.0191779944,3.28e-06,0.990731851
4.28e-06,0.013444396,4.28e-06,-0.0203162131,4.28e-06,0.0283658578,4.28e-06,0.999991474
5.28e-06,0.0165845667,5.28e-06,-0.0107605556,5.28e-06,0.0379148847,5.28e-06,1.00961507
6.28e-06,0.0197240826,6.28e-06,-0.00103021159,6.28e-06,0.0476384489,6.28e-06,1.01941291
7.28e-06,0.02286282,7.28e-06,0.00878142431,7.28e-06,0.0574432193,7.28e-06,1.02929324
8.28e-06,0.0260006547,8.28e-06,0.0186312372,8.28e-06,0.0672861102,8.28e-06,1.0392111
9.28e-06,0.0291374629,9.28e-06,0.0284978419,9.28e-06,0.0771457511,9.28e-06,1.04914645
1.028e-05,0.0322731209,1.028e-05,0.0383702068,1.028e-05,0.0870111176,1.028e-05,1.05908704
1.128e-05,0.0354075048,1.128e-05,0.0482442356,1.128e-05,0.0968781164,1.128e-05,1.06902969
1.228e-05,0.0385404908,1.228e-05,0.0581157443,1.228e-05,0.106742566,1.228e-05,1.07896949
1.328e-05,0.0416719553,1.328e-05,0.0679849874,1.328e-05,0.116604722,1.328e-05,1.0889072
1.428e-05,0.0448017747,1.428e-05,0.0778491144,1.428e-05,0.126461734,1.428e-05,1.09883964
1.528e-05,0.0479298254,1.528e-05,0.0877095148,1.528e-05,0.136314992,1.528e-05,1.10876837
1.628e-05,0.0510559839,1.628e-05,0.0975635994,1.628e-05,0.146161907,1.628e-05,1.11869075
1.728e-05,0.0541801268,1.728e-05,0.107412994,1.728e-05,0.156004106,1.728e-05,1.12860833
1.828e-05,0.0573021308,1.828e-05,0.117255251,1.828e-05,0.165839141,1.828e-05,1.13851884
1.928e-05,0.0604218726,1.928e-05,0.127091925,1.928e-05,0.175668567,1.928e-05,1.14842356
2.028e-05,0.063539229,2.028e-05,0.136920762,2.028e-05,0.185490131,2.028e-05,1.15832057
2.128e-05,0.066654077,2.128e-05,0.146743117,2.128e-05,0.195305186,2.128e-05,1.16821085
2.228e-05,0.0697662936,2.228e-05,0.156556979,2.228e-05,0.205111725,2.228e-05,1.17809279
2.328e-05,0.072875756,2.328e-05,0.166363449,2.328e-05,0.214910846,2.328e-05,1.18796705
2.428e-05,0.0759823414,2.428e-05,0.176160787,2.428e-05,0.224700811,2.428e-05,1.19783235
2.528e-05,0.0790859271,2.528e-05,0.185949821,2.528e-05,0.234482448,2.528e-05,1.20768905
2.628e-05,0.0821863906,2.628e-05,0.195729086,2.628e-05,0.244254291,2.628e-05,1.21753613
2.728e-05,0.0852836095,2.728e-05,0.205499143,2.728e-05,0.254016903,2.728e-05,1.22737372
2.828e-05,0.0883774616,2.828e-05,0.215258782,2.828e-05,0.263769074,2.828e-05,1.23720102
2.928e-05,0.0914678247,2.928e-05,0.225008327,2.928e-05,0.273511128,2.928e-05,1.24701796
3.028e-05,0.0945545769,3.028e-05,0.234746793,3.028e-05,0.283242079,3.028e-05,1.25682392
3.128e-05,0.0976375961,3.128e-05,0.244474294,3.128e-05,0.292962044,3.128e-05,1.26661866
3.228e-05,0.100716761,3.228e-05,0.254190038,3.228e-05,0.30267023,3.228e-05,1.27640172
3.328e-05,0.103791949,3.328e-05,0.263893969,3.328e-05,0.312366581,3.328e-05,1.28617274
3.428e-05,0.10686304,3.428e-05,0.27358545,3.428e-05,0.322050459,3.428e-05,1.29593134
3.528e-05,0.109929913,3.528e-05,0.283264287,3.528e-05,0.331721673,3.528e-05,1.30567709
3.628e-05,0.112992445,3.628e-05,0.292929964,3.628e-05,0.341379706,3.628e-05,1.3154097
3.728e-05,0.116050517,3.728e-05,0.302582187,3.728e-05,0.351024264,3.728e-05,1.32512865
3.828e-05,0.119104007,3.828e-05,0.312220527,3.828e-05,0.360654919,3.828e-05,1.33483371
3.928e-05,0.122152795,3.928e-05,0.321844619,3.928e-05,0.370271306,3.928e-05,1.34452434
4.028e-05,0.125196761,4.028e-05,0.331454094,4.028e-05,0.379873056,4.028e-05,1.35420031
4.128e-05,0.128235784,4.128e-05,0.341048541,4.128e-05,0.389459758,4.128e-05,1.36386109
4.228e-05,0.131269745,4.228e-05,0.350627627,4.228e-05,0.399031081,4.228e-05,1.37350645
4.328e-05,0.134298523,4.328e-05,0.360190919,4.328e-05,0.408586591,4.328e-05,1.38313586
4.428e-05,0.137322,4.428e-05,0.3697381,4.428e-05,0.418125971,4.428e-05,1.39274908
4.528e-05,0.140340055,4.528e-05,0.379268729,4.528e-05,0.427648782,4.528e-05,1.40234559
4.628e-05,0.14335257,4.628e-05,0.388782495,4.628e-05,0.437154711,4.628e-05,1.41192515
4.728e-05,0.146359426,4.728e-05,0.39827896,4.728e-05,0.446643322,4.728e-05,1.42148726
4.828e-05,0.149360503,4.828e-05,0.407757806,4.828e-05,0.456114296,4.828e-05,1.43103165
