mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,787943,71.0437,80.5508,100k
0db,1m,1,47p,789506,70.812,80.5508,100k
0db,1m,1,100p,791200,70.5475,80.5508,100k
0db,1m,1,220p,794747,69.9378,80.5508,100k
0db,1m,1,470p,800767,68.6358,80.5508,100k
0db,1m,1,1n,805512,65.9585,80.5508,100k
0db,1m,1,1.5n,800376,63.8526,80.5508,100k
0db,1m,1,2.2n,783408,61.8538,80.5508,100k
0db,1m,1,2.7n,768668,61.0174,80.5507,100k
0db,1m,1,3.3n,751119,60.4718,80.5507,100k
0db,1m,1,4.7n,716431,60.2845,80.5507,100k
0db,1m,2,1f,787943,71.0437,80.5508,100k
0db,1m,2,47p,789540,70.8122,80.5508,100k
0db,1m,2,100p,791348,70.5489,80.5508,100k
0db,1m,2,220p,795502,69.9431,80.5508,100k
0db,1m,2,470p,804465,68.6352,80.5508,100k
0db,1m,2,1n,824358,65.6519,80.5507,100k
0db,1m,2,1.5n,844322,62.5396,80.5507,100k
0db,1m,2,2.2n,873782,57.6319,80.5507,100k
0db,1m,2,2.7n,895215,53.7062,80.5507,100k
0db,1m,2,3.3n,919564,48.5819,80.5507,100k
0db,1m,2,4.7n,954137,36.2703,80.5507,100k
0db,1k,1,1f,787898,70.7964,80.5508,100k
0db,1k,1,47p,789461,70.5642,80.5508,100k
0db,1k,1,100p,791154,70.2992,80.5508,100k
0db,1k,1,220p,794700,69.6885,80.5508,100k
0db,1k,1,470p,800718,68.3847,80.5508,100k
0db,1k,1,1n,805463,65.7061,80.5508,100k
0db,1k,1,1.5n,800329,63.6018,80.5508,100k
0db,1k,1,2.2n,783367,61.6083,80.5508,100k
0db,1k,1,2.7n,768631,60.7765,80.5507,100k
0db,1k,1,3.3n,751086,60.2362,80.5507,100k
0db,1k,1,4.7n,716403,60.0596,80.5507,100k
0db,1k,2,1f,787898,70.7964,80.5508,100k
0db,1k,2,47p,789495,70.5644,80.5508,100k
0db,1k,2,100p,791302,70.3006,80.5508,100k
0db,1k,2,220p,795455,69.6936,80.5508,100k
0db,1k,2,470p,804416,68.3829,80.5508,100k
0db,1k,2,1n,824302,65.3937,80.5507,100k
0db,1k,2,1.5n,844260,62.2756,80.5507,100k
0db,1k,2,2.2n,873707,57.3595,80.5507,100k
0db,1k,2,2.7n,895132,53.4279,80.5507,100k
0db,1k,2,3.3n,919472,48.2971,80.5507,100k
0db,1k,2,4.7n,954044,35.9766,80.5507,100k
0db,2.5k,1,1f,787743,70.4286,80.5508,100k
0db,2.5k,1,47p,789305,70.1957,80.5508,100k
0db,2.5k,1,100p,790997,69.93,80.5508,100k
0db,2.5k,1,220p,794535,69.3179,80.5508,100k
0db,2.5k,1,470p,800549,68.0117,80.5508,100k
0db,2.5k,1,1n,805292,65.3316,80.5508,100k
0db,2.5k,1,1.5n,800165,63.2301,80.5508,100k
0db,2.5k,1,2.2n,783222,61.2444,80.5508,100k
0db,2.5k,1,2.7n,768499,60.419,80.5507,100k
0db,2.5k,1,3.3n,750966,59.8865,80.5507,100k
0db,2.5k,1,4.7n,716303,59.7254,80.5507,100k
0db,2.5k,2,1f,787743,70.4286,80.5508,100k
0db,2.5k,2,47p,789338,70.1959,80.5508,100k
0db,2.5k,2,100p,791145,69.9313,80.5508,100k
0db,2.5k,2,220p,795290,69.3226,80.5508,100k
