pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,917788,70.643,79.4778
1,10k,47p,919975,70.3607,79.4778
1,10k,100p,922324,70.0395,79.4778
1,10k,220p,927142,69.3045,79.4779
1,10k,470p,934638,67.7714,79.4779
1,10k,1n,937531,64.8407,79.4779
1,10k,1.5n,926026,62.8634,79.4779
1,10k,2.2n,898827,61.3988,79.478
1,10k,2.7n,878018,61.0017,79.478
1,10k,3.3n,854883,60.9395,79.4781
1,10k,4.7n,812357,61.584,79.4781
2,10k,1f,917788,70.643,79.4778
2,10k,47p,920048,70.3581,79.4778
2,10k,100p,922610,70.0336,79.4778
2,10k,220p,928463,69.2866,79.4778
2,10k,470p,941078,67.6667,79.4778
2,10k,1n,969432,63.929,79.4778
2,10k,1.5n,998059,59.9765,79.4778
2,10k,2.2n,1.04026E+06,53.6581,79.4778
2,10k,2.7n,1.06962E+06,48.6199,79.4778
2,10k,3.3n,1.09955E+06,42.2364,79.4778
2,10k,4.7n,1.12024E+06,28.9988,79.4778
1,50k,1f,918973,70.647,79.6399
1,50k,47p,921187,70.3618,79.6399
1,50k,100p,923566,70.0373,79.6399
1,50k,220p,928442,69.2945,79.6399
1,50k,470p,936054,67.7439,79.6399
1,50k,1n,938890,64.7852,79.6399
1,50k,1.5n,927108,62.7978,79.6399
1,50k,2.2n,899509,61.3362,79.6399
1,50k,2.7n,878480,60.9461,79.6399
1,50k,3.3n,855161,60.8928,79.6399
1,50k,4.7n,812414,61.5539,79.6399
2,50k,1f,918973,70.647,79.6399
2,50k,47p,921244,70.3613,79.6399
2,50k,100p,923819,70.036,79.6399
2,50k,220p,929703,69.2869,79.6399
2,50k,470p,942419,67.6613,79.6399
2,50k,1n,970983,63.9094,79.6399
2,50k,1.5n,999851,59.9386,79.6399
2,50k,2.2n,1.0425E+06,53.5813,79.6399
2,50k,2.7n,1.0722E+06,48.5063,79.6399
2,50k,3.3n,1.10249E+06,42.0699,79.6398
2,50k,4.7n,1.12292E+06,28.778,79.6398
