col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.6697782,-0.0182763305,-13.6697782,0.0,-13.6697782,-0.0153505068,-13.6697782,-0.165845157,-13.6697782,-0.0268832433,-13.6697782,0.0279056829
