modo_db,vin_pk,ppk_b132_ins,ppk_b133_ins,ppk_b132_mute,ppk_b133_mute,ppk_b132_rel,ppk_b133_rel,ppk_a132_ins,ppk_a132_mute,vjm_pk_prima,vjm_max_rel,vjm_min_rel,vj1_max_rel,vj1_min_rel,ppk_f1132_ins,ppk_f1133_ins,ppk_f1132_mute
0,3.818,0.704194,0.727723,0.706782,0.702669,0.5444,0.26833,0.265862,0.265862,3.81095,5.60762,-2.07073,5.56522,-2.35811,0.704198,0.727688,0.706782
3,3.818,0.885651,0.919163,0.889474,0.881892,0.75219,0.280917,0.265862,0.265862,5.41154,7.96577,-2.93746,5.56526,-2.35812,0.704201,0.727688,0.706784
10,3.818,1.42496,1.55139,1.44468,1.41593,1.43344,0.314857,0.265866,0.265866,12.0044,17.4098,-6.77174,5.56523,-2.3581,0.704215,0.727689,0.706787
0,0,0.214234,0.213267,0.214234,0.213267,0.214234,0.213267,0.213981,0.213981,7.57539E-08,4.40614E-12,-3.55021E-12,4.86546E-12,-4.8238E-12,0.214234,0.213267,0.214234
3,0,0.21437,0.213129,0.21437,0.213129,0.21437,0.213129,0.213981,0.213981,1.07533E-07,5.99749E-12,-5.99579E-12,4.7121E-12,-5.28868E-12,0.214234,0.213267,0.214234
10,0,0.214927,0.212559,0.214927,0.212559,0.214927,0.212559,0.213981,0.213981,2.32032E-07,1.21984E-11,-1.15397E-11,4.31862E-12,-4.43337E-12,0.214234,0.213267,0.214234
