col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0.0,0.214233802,0.0,0.213267534,0.0,0.213980715,0.0,0.213521778,0.0,0.0867043522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214233802
5e-08,0.214233796,5e-08,0.213267544,5e-08,0.213980383,5e-08,0.213522381,5e-08,0.0867049695,5e-08,2.96591116e-07,5e-08,2.94753467e-07,5e-08,0.0,5e-08,0.214233797
5.27526161e-08,0.214233796,5.27526161e-08,0.213267544,5.27526161e-08,0.213980354,5.27526161e-08,0.213522432,5.27526161e-08,0.0867050058,5.27526161e-08,3.12311584e-07,5.27526161e-08,3.10377893e-07,5.27526161e-08,0.0,5.27526161e-08,0.214233796
5.82578482e-08,0.214233797,5.82578482e-08,0.213267542,5.82578482e-08,0.213980268,5.82578482e-08,0.213522601,5.82578482e-08,0.086705086,5.82578482e-08,3.2855506e-07,5.82578482e-08,3.26538746e-07,5.82578482e-08,0.0,5.82578482e-08,0.214233798
6.92683125e-08,0.214233812,6.92683125e-08,0.21326749,6.92683125e-08,0.213980037,6.92683125e-08,0.213523458,6.92683125e-08,0.0867053685,6.92683125e-08,-1.15983722e-07,6.92683125e-08,-1.14504963e-07,6.92683125e-08,0.0,6.92683125e-08,0.214233812
9.1289241e-08,0.21423387,9.1289241e-08,0.21326709,9.1289241e-08,0.213979502,9.1289241e-08,0.213526972,9.1289241e-08,0.0867073728,9.1289241e-08,-6.79027844e-06,9.1289241e-08,-6.73749549e-06,9.1289241e-08,0.0,9.1289241e-08,0.214233866
1.35331098e-07,0.214234048,1.35331098e-07,0.213266533,1.35331098e-07,0.213976024,1.35331098e-07,0.213536805,1.35331098e-07,0.0867205074,1.35331098e-07,-3.43144531e-05,1.35331098e-07,-3.40793974e-05,1.35331098e-07,0.0,1.35331098e-07,0.214234026
1.86188725e-07,0.21423386,1.86188725e-07,0.213269072,1.86188725e-07,0.213966634,1.86188725e-07,0.213549335,1.86188725e-07,0.0867475624,1.86188725e-07,-2.36820578e-06,1.86188725e-07,-2.43483772e-06,1.86188725e-07,0.0,1.86188725e-07,0.214233858
2.51019375e-07,0.214230179,2.51019375e-07,0.213277918,2.51019375e-07,0.213950014,2.51019375e-07,0.21356767,2.51019375e-07,0.0867844749,2.51019375e-07,0.000322738166,2.51019375e-07,0.000320549021,2.51019375e-07,0.0,2.51019375e-07,0.214230388
3.10843279e-07,0.214221604,3.10843279e-07,0.213290114,3.10843279e-07,0.213932467,3.10843279e-07,0.213586861,3.10843279e-07,0.0868110745,3.10843279e-07,0.000964780103,3.10843279e-07,0.000958998094,3.10843279e-07,0.0,3.10843279e-07,0.214222223
4.20901774e-07,0.214195712,4.20901774e-07,0.213320586,4.20901774e-07,0.213896589,4.20901774e-07,0.213623874,4.20901774e-07,0.0868375105,4.20901774e-07,0.00282856557,4.20901774e-07,0.00281363077,4.20901774e-07,0.0,4.20901774e-07,0.214197508
