col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0.0,0.214927509,0.0,0.212559097,0.0,0.213980715,0.0,0.213521778,0.0,0.0871556609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214233802
5e-08,0.214927502,5e-08,0.212559105,5e-08,0.213980383,5e-08,0.213522381,5e-08,0.087156283,5e-08,2.93524244e-07,5e-08,2.9475373e-07,5e-08,0.0,5e-08,0.214233797
5.27526203e-08,0.214927502,5.27526203e-08,0.212559105,5.27526203e-08,0.213980354,5.27526203e-08,0.213522432,5.27526203e-08,0.0871563197,5.27526203e-08,3.08738138e-07,5.27526203e-08,3.10377682e-07,5.27526203e-08,0.0,5.27526203e-08,0.214233796
5.82578608e-08,0.214927503,5.82578608e-08,0.212559103,5.82578608e-08,0.213980268,5.82578608e-08,0.213522601,5.82578608e-08,0.0871564006,5.82578608e-08,3.23762742e-07,5.82578608e-08,3.26539159e-07,5.82578608e-08,0.0,5.82578608e-08,0.214233798
6.9268342e-08,0.214927517,6.9268342e-08,0.212559052,6.9268342e-08,0.213980037,6.9268342e-08,0.213523458,6.9268342e-08,0.0871566847,6.9268342e-08,-1.16250085e-07,6.9268342e-08,-1.14508856e-07,6.9268342e-08,0.0,6.9268342e-08,0.214233812
9.12893042e-08,0.214927549,9.12893042e-08,0.212558672,9.12893042e-08,0.213979502,9.12893042e-08,0.213526972,9.12893042e-08,0.0871586851,9.12893042e-08,-6.62261513e-06,9.12893042e-08,-6.73760761e-06,9.12893042e-08,0.0,9.12893042e-08,0.214233866
1.35331229e-07,0.214927551,1.35331229e-07,0.212558249,1.35331229e-07,0.213976023,1.35331229e-07,0.213536805,1.35331229e-07,0.0871717658,1.35331229e-07,-3.32222776e-05,1.35331229e-07,-3.40796928e-05,1.35331229e-07,0.0,1.35331229e-07,0.214234026
1.86189054e-07,0.21492747,1.86189054e-07,0.212560727,1.86189054e-07,0.213966634,1.86189054e-07,0.213549335,1.86189054e-07,0.087198963,1.86189054e-07,-2.53389781e-06,1.86189054e-07,-2.43319876e-06,1.86189054e-07,0.0,1.86189054e-07,0.214233858
2.51025259e-07,0.214925868,2.51025259e-07,0.212567933,2.51025259e-07,0.213950018,2.51025259e-07,0.213567668,2.51025259e-07,0.0872376132,2.51025259e-07,0.000311450628,2.51025259e-07,0.000320597514,2.51025259e-07,0.0,2.51025259e-07,0.214230387
3.10851367e-07,0.214921607,3.10851367e-07,0.21257652,3.10851367e-07,0.213932478,3.10851367e-07,0.213586852,3.10851367e-07,0.0872686092,3.10851367e-07,0.00094013925,3.10851367e-07,0.000959099718,3.10851367e-07,0.0,3.10851367e-07,0.214222222
4.20921535e-07,0.214906941,4.20921535e-07,0.212597864,4.20921535e-07,0.21389661,4.20921535e-07,0.213623854,4.20921535e-07,0.0873116135,4.20921535e-07,0.00286792267,4.20921535e-07,0.00281399629,4.20921535e-07,0.0,4.20921535e-07,0.214197503
6.38034416e-07,0.21485306,6.38034416e-07,0.212662822,6.38034416e-07,0.213821924,6.38034416e-07,0.213699304,6.38034416e-07,0.0873569932,6.38034416e-07,0.0090197653,6.38034416e-07,0.00786352387,6.38034416e-07,0.0,6.38034416e-07,0.214128552
8.39542041e-07,0.214776318,8.39542041e-07,0.212747501,8.39542041e-07,0.213752136,8.39542041e-07,0.213769266,8.39542041e-07,0.0873642982,8.39542041e-07,0.0169429522,8.39542041e-07,0.0131553624,8.39542041e-07,0.0,8.39542041e-07,0.214055227
1.19566743e-06,0.214595078,1.19566743e-06,0.212940195,1.19566743e-06,0.21363092,1.19566743e-06,0.21389083,1.19566743e-06,0.0873247503,1.19566743e-06,0.0345128464,1.19566743e-06,0.0223292203,1.19566743e-06,0.0,1.19566743e-06,0.213927893
1.77299193e-06,0.214221095,1.77299193e-06,0.213327036,1.77299193e-06,0.213437709,1.77299193e-06,0.214084988,1.77299193e-06,0.0871707831,1.77299193e-06,0.0692082029,1.77299193e-06,0.0365443165,1.77299193e-06,0.0,1.77299193e-06,0.213730436
2.48486735e-06,0.213685241,2.48486735e-06,0.213872839,2.48486735e-06,0.21320143,2.48486735e-06,0.214322473,2.48486735e-06,0.0868987717,2.48486735e-06,0.117777723,2.48486735e-06,0.0536226652,2.48486735e-06,0.0,2.48486735e-06,0.213493376
3.2882835e-06,0.213035285,3.2882835e-06,0.214528424,3.2882835e-06,0.212935357,3.2882835e-06,0.214589999,3.2882835e-06,0.0865437248,3.2882835e-06,0.176030999,3.2882835e-06,0.07280019,3.2882835e-06,0.0,3.2882835e-06,0.213227059
4.59488253e-06,0.211941416,4.59488253e-06,0.2156226,4.59488253e-06,0.212502693,4.59488253e-06,0.215024739,4.59488253e-06,0.0859298566,4.59488253e-06,0.273400295,4.59488253e-06,0.103963825,4.59488253e-06,0.0,4.59488253e-06,0.212794314
7.20808058e-06,0.20971296,7.20808058e-06,0.217822756,7.20808058e-06,0.211637468,7.20808058e-06,0.215893675,7.20808058e-06,0.0846720166,7.20808058e-06,0.470253734,7.20808058e-06,0.166268156,7.20808058e-06,0.0,7.20808058e-06,0.211928672
1.22080806e-05,0.20539532,1.22080806e-05,0.221985454,1.22080806e-05,0.209982694,1.22080806e-05,0.217553149,1.22080806e-05,0.0822575491,1.22080806e-05,0.847070797,1.22080806e-05,0.285327496,1.22080806e-05,0.0,1.22080806e-05,0.210273299
1.72080806e-05,0.201021297,1.72080806e-05,0.226073252,1.72080806e-05,0.208330379,1.72080806e-05,0.219207341,1.72080806e-05,0.0798461207,1.72080806e-05,1.22296106,1.72080806e-05,0.4040946,1.72080806e-05,0.0,1.72080806e-05,0.208620209
2.22080806e-05,0.19659433,2.22080806e-05,0.230084191,2.22080806e-05,0.206682086,2.22080806e-05,0.220854495,2.22080806e-05,0.0774386159,2.22080806e-05,1.59767324,2.22080806e-05,0.522447472,2.22080806e-05,0.0,2.22080806e-05,0.206971264
2.72080806e-05,0.192120149,2.72080806e-05,0.234014257,2.72080806e-05,0.205039541,2.72080806e-05,0.222493138,2.72080806e-05,0.0750382077,2.72080806e-05,1.97078202,2.72080806e-05,0.640273885,2.72080806e-05,0.0,2.72080806e-05,0.205327901
3.22080806e-05,0.187603867,3.22080806e-05,0.23786092,3.22080806e-05,0.203404308,3.22080806e-05,0.224121532,3.22080806e-05,0.072647029,3.22080806e-05,2.3419451,3.22080806e-05,0.75745333,3.22080806e-05,0.0,3.22080806e-05,0.203691964
3.72080806e-05,0.183051127,3.72080806e-05,0.241621205,3.72080806e-05,0.201778107,3.72080806e-05,0.225738234,3.72080806e-05,0.0702676811,3.72080806e-05,2.71078445,3.72080806e-05,0.873874053,3.72080806e-05,0.0,3.72080806e-05,0.202064905
