col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0.0,0.214369565,0.0,0.213129419,0.0,0.213980715,0.0,0.213521778,0.0,0.0867925136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214233802
5e-08,0.21436956,5e-08,0.213129428,5e-08,0.213980383,5e-08,0.213522381,5e-08,0.0867931319,5e-08,2.95717723e-07,5e-08,2.94752836e-07,5e-08,0.0,5e-08,0.214233797
5.27526167e-08,0.21436956,5.27526167e-08,0.213129429,5.27526167e-08,0.213980354,5.27526167e-08,0.213522432,5.27526167e-08,0.0867931682,5.27526167e-08,3.11387907e-07,5.27526167e-08,3.10377133e-07,5.27526167e-08,0.0,5.27526167e-08,0.214233796
5.82578501e-08,0.214369561,5.82578501e-08,0.213129427,5.82578501e-08,0.213980268,5.82578501e-08,0.213522601,5.82578501e-08,0.0867932486,5.82578501e-08,3.27534311e-07,5.82578501e-08,3.26539101e-07,5.82578501e-08,0.0,5.82578501e-08,0.214233798
6.92683168e-08,0.214369576,6.92683168e-08,0.213129375,6.92683168e-08,0.213980037,6.92683168e-08,0.213523458,6.92683168e-08,0.0867935314,6.92683168e-08,-1.16679928e-07,6.92683168e-08,-1.1450518e-07,6.92683168e-08,0.0,6.92683168e-08,0.214233812
9.12892504e-08,0.214369631,9.12892504e-08,0.213128976,9.12892504e-08,0.213979502,9.12892504e-08,0.213526972,9.12892504e-08,0.0867955366,9.12892504e-08,-6.77615582e-06,9.12892504e-08,-6.7375079e-06,9.12892504e-08,0.0,9.12892504e-08,0.214233866
1.35331117e-07,0.214369788,1.35331117e-07,0.213128436,1.35331117e-07,0.213976023,1.35331117e-07,0.213536805,1.35331117e-07,0.0868086704,1.35331117e-07,-3.41846774e-05,1.35331117e-07,-3.40794372e-05,1.35331117e-07,0.0,1.35331117e-07,0.214234026
1.86188743e-07,0.214369596,1.86188743e-07,0.21313098,1.86188743e-07,0.213966634,1.86188743e-07,0.213549335,1.86188743e-07,0.0868357425,1.86188743e-07,-2.29408619e-06,1.86188743e-07,-2.43472516e-06,1.86188743e-07,0.0,1.86188743e-07,0.214233858
2.51025013e-07,0.214366176,2.51025013e-07,0.213139622,2.51025013e-07,0.213950013,2.51025013e-07,0.213567672,2.51025013e-07,0.0868728818,2.51025013e-07,0.000321386249,2.51025013e-07,0.000320594009,2.51025013e-07,0.0,2.51025013e-07,0.214230387
3.10850889e-07,0.214358301,3.10850889e-07,0.213151239,3.10850889e-07,0.213932466,3.10850889e-07,0.213586862,3.10850889e-07,0.086900153,3.10850889e-07,0.000960864297,3.10850889e-07,0.000959097058,3.10850889e-07,0.0,3.10850889e-07,0.214222222
4.20918523e-07,0.214334753,4.20918523e-07,0.213179777,4.20918523e-07,0.213896589,4.20918523e-07,0.213623875,4.20918523e-07,0.0869297072,4.20918523e-07,0.00283218395,4.20918523e-07,0.00281395816,4.20918523e-07,0.0,4.20918523e-07,0.214197504
6.38025332e-07,0.214267581,6.38025332e-07,0.213252538,6.38025332e-07,0.213821897,6.38025332e-07,0.213699331,6.38025332e-07,0.0869374386,6.38025332e-07,0.00811289873,6.38025332e-07,0.00786332162,6.38025332e-07,0.0,6.38025332e-07,0.214128554
8.39528232e-07,0.214191932,8.39528232e-07,0.213330288,8.39528232e-07,0.213752114,8.39528232e-07,0.213769288,8.39528232e-07,0.0869140216,8.39528232e-07,0.0139980981,8.39528232e-07,0.0131550053,8.39528232e-07,0.0,8.39528232e-07,0.214055232
1.19564827e-06,0.214047614,1.19564827e-06,0.213477193,1.19564827e-06,0.213630908,1.19564827e-06,0.213890842,1.19564827e-06,0.0868546179,1.19564827e-06,0.0251674635,1.19564827e-06,0.0223287246,1.19564827e-06,0.0,1.19564827e-06,0.2139279
1.77297044e-06,0.213800583,1.77297044e-06,0.2137268,1.77297044e-06,0.213437707,1.77297044e-06,0.21408499,1.77297044e-06,0.0867408411,1.77297044e-06,0.0441780752,1.77297044e-06,0.0365437931,1.77297044e-06,0.0,1.77297044e-06,0.213730444
2.48486107e-06,0.213487808,2.48486107e-06,0.214042061,2.48486107e-06,0.213201428,2.48486107e-06,0.214322475,2.48486107e-06,0.0865900259,2.48486107e-06,0.0681914126,2.48486107e-06,0.0536225147,2.48486107e-06,0.0,2.48486107e-06,0.213493378
3.28826989e-06,0.213131912,3.28826989e-06,0.21440003,3.28826989e-06,0.21293536,3.28826989e-06,0.214589996,3.28826989e-06,0.086416249,3.28826989e-06,0.0954796737,3.28826989e-06,0.0727998648,3.28826989e-06,0.0,3.28826989e-06,0.213227063
4.59484399e-06,0.212552132,4.59484399e-06,0.214982674,4.59484399e-06,0.212502705,4.59484399e-06,0.215024727,4.59484399e-06,0.0861326459,4.59484399e-06,0.139910856,4.59484399e-06,0.103962906,4.59484399e-06,0.0,4.59484399e-06,0.212794327
7.20799218e-06,0.211391344,7.20799218e-06,0.216146426,7.20799218e-06,0.211637497,7.20799218e-06,0.215893645,7.20799218e-06,0.0855651339,7.20799218e-06,0.228758398,7.20799218e-06,0.166266049,7.20799218e-06,0.0,7.20799218e-06,0.211928702
1.22079922e-05,0.209168219,1.22079922e-05,0.21836623,1.22079922e-05,0.209982724,1.22079922e-05,0.21755312,1.22079922e-05,0.084480094,1.22079922e-05,0.398561019,1.22079922e-05,0.285325394,1.22079922e-05,0.0,1.22079922e-05,0.210273328
1.72079922e-05,0.206943908,1.72079922e-05,0.220574984,1.72079922e-05,0.208330408,1.72079922e-05,0.219207312,1.72079922e-05,0.0833967943,1.72079922e-05,0.567971155,1.72079922e-05,0.404092503,1.72079922e-05,0.0,1.72079922e-05,0.208620238
2.22079922e-05,0.204720899,2.22079922e-05,0.222770648,2.22079922e-05,0.206682115,2.22079922e-05,0.220854466,2.22079922e-05,0.0823165125,2.22079922e-05,0.736814769,2.22079922e-05,0.522445384,2.22079922e-05,0.0,2.22079922e-05,0.206971293
2.72079922e-05,0.202501246,2.72079922e-05,0.224951009,2.72079922e-05,0.20503957,2.72079922e-05,0.222493109,2.72079922e-05,0.0812401718,2.72079922e-05,0.904930541,2.72079922e-05,0.640271807,2.72079922e-05,0.0,2.72079922e-05,0.20532793
3.22079922e-05,0.200287424,3.22079922e-05,0.22711412,3.22079922e-05,0.203404337,3.22079922e-05,0.224121503,3.22079922e-05,0.0801689792,3.22079922e-05,1.07214841,3.22079922e-05,0.757451264,3.22079922e-05,0.0,3.22079922e-05,0.203691993
3.72079922e-05,0.198081547,3.72079922e-05,0.229257812,3.72079922e-05,0.201778136,3.72079922e-05,0.225738205,3.72079922e-05,0.0791039008,3.72079922e-05,1.23830672,3.72079922e-05,0.873872003,3.72079922e-05,0.0,3.72079922e-05,0.202064933
4.22079922e-05,0.195886083,4.22079922e-05,0.231380222,4.22079922e-05,0.200162525,4.22079922e-05,0.227341506,4.22079922e-05,0.0780460964,4.22079922e-05,1.40323878,4.22079922e-05,0.98941564,4.22079922e-05,0.0,4.22079922e-05,0.20044857
4.72079922e-05,0.193703183,4.72079922e-05,0.233479242,4.72079922e-05,0.198559213,4.72079922e-05,0.228929994,4.72079922e-05,0.0769965505,4.72079922e-05,1.56678412,4.72079922e-05,1.1039713,4.72079922e-05,0.0,4.72079922e-05,0.198844359
5.22079922e-05,0.191535307,5.22079922e-05,0.235553093,5.22079922e-05,0.196969742,5.22079922e-05,0.230501994,5.22079922e-05,0.0759563858,5.22079922e-05,1.72877944,5.22079922e-05,1.21742314,5.22079922e-05,0.0,5.22079922e-05,0.197254089
5.72079922e-05,0.189384625,5.72079922e-05,0.23759974,5.72079922e-05,0.195395803,5.72079922e-05,0.232056135,5.72079922e-05,0.07492659,5.72079922e-05,1.88906652,5.72079922e-05,1.32966171,5.72079922e-05,0.0,5.72079922e-05,0.195679213
6.22079922e-05,0.187253583,6.22079922e-05,0.239617485,6.22079922e-05,0.193838917,6.22079922e-05,0.233590781,6.22079922e-05,0.0739082524,6.22079922e-05,2.04748581,6.22079922e-05,1.44057405,6.22079922e-05,0.0,6.22079922e-05,0.194121483
6.72079922e-05,0.185144353,6.72079922e-05,0.241604374,6.72079922e-05,0.19230075,6.72079922e-05,0.235104604,6.72079922e-05,0.072902353,6.72079922e-05,2.20388221,6.72079922e-05,1.55005265,6.72079922e-05,0.0,6.72079922e-05,0.192582339
7.22079922e-05,0.183059357,7.22079922e-05,0.243558797,7.22079922e-05,0.190782793,7.22079922e-05,0.236596014,7.22079922e-05,0.0719099481,7.22079922e-05,2.35810033,7.22079922e-05,1.65798778,7.22079922e-05,0.0,7.22079922e-05,0.191063495
7.72079922e-05,0.181000755,7.72079922e-05,0.245478885,7.72079922e-05,0.189286681,7.72079922e-05,0.238063733,7.72079922e-05,0.070932002,7.72079922e-05,2.50998894,7.72079922e-05,1.76427445,7.72079922e-05,0.0,7.72079922e-05,0.189566368
8.22079922e-05,0.178970935,8.22079922e-05,0.247363119,8.22079922e-05,0.187813867,8.22079922e-05,0.239506221,8.22079922e-05,0.0699695369,8.22079922e-05,2.65939734,8.22079922e-05,1.86880644,8.22079922e-05,0.0,8.22079922e-05,0.188092625
8.72079922e-05,0.176972032,8.72079922e-05,0.249209718,8.72079922e-05,0.186365949,8.72079922e-05,0.240922252,8.72079922e-05,0.0690234941,8.72079922e-05,2.80617886,8.72079922e-05,1.97148179,8.72079922e-05,0.0,8.72079922e-05,0.186643655
9.22079922e-05,0.175006387,9.22079922e-05,0.251017255,9.22079922e-05,0.184944337,9.22079922e-05,0.242310342,9.22079922e-05,0.0680948596,9.22079922e-05,2.95018798,9.22079922e-05,2.07219814,9.22079922e-05,0.0,9.22079922e-05,0.185221072
9.72079922e-05,0.173076097,9.72079922e-05,0.252784044,9.72079922e-05,0.183550582,9.72079922e-05,0.243669324,9.72079922e-05,0.0671845462,9.72079922e-05,3.09128323,9.72079922e-05,2.17085704,9.72079922e-05,0.0,9.72079922e-05,0.183826226
0.000102207992,0.171183445,0.000102207992,0.25450875,0.000102207992,0.182186044,0.000102207992,0.244997774,0.000102207992,0.0662935007,0.000102207992,3.22932483,0.000102207992,2.26736031,0.000102207992,0.0,0.000102207992,0.182460677
0.000107207992,0.169330473,0.000107207992,0.256189784,0.000107207992,0.180852221,0.000107207992,0.246294586,0.000107207992,0.065422602,0.000107207992,3.36417711,0.000107207992,2.36161347,0.000107207992,0.0,0.000107207992,0.181125727
