mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,622064,68.1992,82.2466,100k
0db,1m,1,47p,622826,68.0293,82.2466,100k
0db,1m,1,100p,623652,67.8363,82.2466,100k
0db,1m,1,220p,625376,67.3955,82.2466,100k
0db,1m,1,470p,628278,66.4681,82.2466,100k
0db,1m,1,1n,631020,64.5463,82.2466,100k
0db,1m,1,1.5n,629366,62.9269,82.2466,100k
0db,1m,1,2.2n,621622,61.159,82.2465,100k
0db,1m,1,2.7n,613785,60.269,82.2465,100k
0db,1m,1,3.3n,603446,59.5484,82.2465,100k
0db,1m,1,4.7n,580278,58.8681,82.2465,100k
0db,1m,2,1f,622064,68.1992,82.2466,100k
0db,1m,2,47p,622842,68.0292,82.2466,100k
0db,1m,2,100p,623720,67.8365,82.2466,100k
0db,1m,2,220p,625710,67.3964,82.2466,100k
0db,1m,2,470p,629864,66.4627,82.2466,100k
0db,1m,2,1n,638896,64.399,82.2465,100k
0db,1m,2,1.5n,647448,62.3502,82.2465,100k
0db,1m,2,2.2n,659454,59.307,82.2465,100k
0db,1m,2,2.7n,667917,57.0086,82.2465,100k
0db,1m,2,3.3n,677542,54.1328,82.2465,100k
0db,1m,2,4.7n,696324,47.0517,82.2464,100k
0db,1k,1,1f,622041,68.0042,82.2466,100k
0db,1k,1,47p,622804,67.8339,82.2466,100k
0db,1k,1,100p,623629,67.6408,82.2466,100k
0db,1k,1,220p,625354,67.1995,82.2466,100k
0db,1k,1,470p,628255,66.2712,82.2466,100k
0db,1k,1,1n,630996,64.3486,82.2466,100k
0db,1k,1,1.5n,629343,62.7297,82.2466,100k
0db,1k,1,2.2n,621600,60.9642,82.2465,100k
0db,1k,1,2.7n,613766,60.0767,82.2465,100k
0db,1k,1,3.3n,603428,59.3593,82.2465,100k
0db,1k,1,4.7n,580262,58.6862,82.2465,100k
0db,1k,2,1f,622041,68.0042,82.2466,100k
0db,1k,2,47p,622819,67.8339,82.2466,100k
0db,1k,2,100p,623697,67.6409,82.2466,100k
0db,1k,2,220p,625688,67.2002,82.2466,100k
0db,1k,2,470p,629841,66.2653,82.2466,100k
0db,1k,2,1n,638871,64.1988,82.2465,100k
0db,1k,2,1.5n,647421,62.1475,82.2465,100k
0db,1k,2,2.2n,659425,59.1008,82.2465,100k
0db,1k,2,2.7n,667886,56.7999,82.2465,100k
0db,1k,2,3.3n,677508,53.9214,82.2465,100k
0db,1k,2,4.7n,696286,46.8351,82.2464,100k
0db,2.5k,1,1f,621965,67.7137,82.2466,100k
0db,2.5k,1,47p,622727,67.5431,82.2466,100k
0db,2.5k,1,100p,623552,67.3496,82.2466,100k
0db,2.5k,1,220p,625276,66.9075,82.2466,100k
0db,2.5k,1,470p,628175,65.978,82.2466,100k
0db,2.5k,1,1n,630915,64.0545,82.2466,100k
0db,2.5k,1,1.5n,629264,62.4366,82.2466,100k
0db,2.5k,1,2.2n,621525,60.6748,82.2465,100k
0db,2.5k,1,2.7n,613696,59.7908,82.2465,100k
0db,2.5k,1,3.3n,603362,59.0781,82.2465,100k
0db,2.5k,1,4.7n,580207,58.4154,82.2465,100k
0db,2.5k,2,1f,621965,67.7137,82.2466,100k
0db,2.5k,2,47p,622742,67.543,82.2466,100k
0db,2.5k,2,100p,623620,67.3497,82.2466,100k
0db,2.5k,2,220p,625609,66.9081,82.2466,100k
0db,2.5k,2,470p,629760,65.9714,82.2466,100k
0db,2.5k,2,1n,638784,63.9012,82.2465,100k
0db,2.5k,2,1.5n,647327,61.8464,82.2465,100k
0db,2.5k,2,2.2n,659324,58.7948,82.2465,100k
0db,2.5k,2,2.7n,667777,56.4908,82.2465,100k
0db,2.5k,2,3.3n,677389,53.6088,82.2465,100k
0db,2.5k,2,4.7n,696152,46.5163,82.2464,100k
0db,2.571k,1,1f,621960,67.7,82.2465,100k
0db,2.571k,1,47p,622722,67.5294,82.2465,100k
0db,2.571k,1,100p,623547,67.3359,82.2465,100k
0db,2.571k,1,220p,625271,66.8938,82.2465,100k
0db,2.571k,1,470p,628170,65.9642,82.2465,100k
0db,2.571k,1,1n,630910,64.0407,82.2465,100k
0db,2.571k,1,1.5n,629259,62.4228,82.2465,100k
0db,2.571k,1,2.2n,621520,60.6612,82.2465,100k
0db,2.571k,1,2.7n,613692,59.7774,82.2465,100k
0db,2.571k,1,3.3n,603358,59.0649,82.2465,100k
0db,2.571k,1,4.7n,580204,58.4026,82.2465,100k
0db,2.571k,2,1f,621960,67.7,82.2465,100k
0db,2.571k,2,47p,622738,67.5293,82.2465,100k
0db,2.571k,2,100p,623615,67.3359,82.2465,100k
0db,2.571k,2,220p,625604,66.8944,82.2465,100k
0db,2.571k,2,470p,629755,65.9576,82.2465,100k
0db,2.571k,2,1n,638778,63.8873,82.2465,100k
0db,2.571k,2,1.5n,647321,61.8323,82.2465,100k
0db,2.571k,2,2.2n,659317,58.7805,82.2465,100k
0db,2.571k,2,2.7n,667770,56.4763,82.2464,100k
0db,2.571k,2,3.3n,677381,53.5942,82.2464,100k
0db,2.571k,2,4.7n,696143,46.5015,82.2464,100k
0db,2.611k,1,1f,621957,67.6923,82.2466,100k
0db,2.611k,1,47p,622719,67.5217,82.2466,100k
0db,2.611k,1,100p,623544,67.3281,82.2466,100k
0db,2.611k,1,220p,625268,66.886,82.2466,100k
0db,2.611k,1,470p,628167,65.9565,82.2466,100k
0db,2.611k,1,1n,630907,64.0328,82.2466,100k
0db,2.611k,1,1.5n,629256,62.415,82.2466,100k
0db,2.611k,1,2.2n,621518,60.6535,82.2465,100k
0db,2.611k,1,2.7n,613689,59.7698,82.2465,100k
0db,2.611k,1,3.3n,603356,59.0574,82.2465,100k
0db,2.611k,1,4.7n,580202,58.3954,82.2465,100k
0db,2.611k,2,1f,621957,67.6923,82.2466,100k
0db,2.611k,2,47p,622735,67.5216,82.2466,100k
0db,2.611k,2,100p,623612,67.3282,82.2466,100k
0db,2.611k,2,220p,625601,66.8866,82.2466,100k
0db,2.611k,2,470p,629752,65.9498,82.2466,100k
0db,2.611k,2,1n,638775,63.8793,82.2465,100k
0db,2.611k,2,1.5n,647317,61.8243,82.2465,100k
0db,2.611k,2,2.2n,659314,58.7724,82.2465,100k
0db,2.611k,2,2.7n,667766,56.4681,82.2465,100k
0db,2.611k,2,3.3n,677377,53.5859,82.2465,100k
0db,2.611k,2,4.7n,696138,46.493,82.2464,100k
0db,1m,1,1f,621258,68.1887,82.0367,10k
0db,1m,1,47p,622010,68.0206,82.0367,10k
0db,1m,1,100p,622824,67.8298,82.0367,10k
0db,1m,1,220p,624526,67.3939,82.0368,10k
0db,1m,1,470p,627393,66.4771,82.0368,10k
0db,1m,1,1n,630120,64.5767,82.0368,10k
0db,1m,1,1.5n,628528,62.9729,82.0368,10k
0db,1m,1,2.2n,620940,61.2168,82.0369,10k
0db,1m,1,2.7n,613241,60.3286,82.0369,10k
0db,1m,1,3.3n,603034,59.6066,82.0369,10k
0db,1m,1,4.7n,580096,58.9156,82.037,10k
0db,1m,2,1f,621258,68.1887,82.0367,10k
0db,1m,2,47p,622032,68.0191,82.0367,10k
0db,1m,2,100p,622905,67.8269,82.0367,10k
0db,1m,2,220p,624885,67.3879,82.0367,10k
0db,1m,2,470p,629016,66.4568,82.0367,10k
0db,1m,2,1n,637972,64.4,82.0367,10k
0db,1m,2,1.5n,646444,62.359,82.0367,10k
0db,1m,2,2.2n,658372,59.327,82.0367,10k
0db,1m,2,2.7n,666742,57.0398,82.0367,10k
0db,1m,2,3.3n,676255,54.1793,82.0366,10k
0db,1m,2,4.7n,694859,47.1364,82.0366,10k
0db,1k,1,1f,621236,67.9939,82.0367,10k
0db,1k,1,47p,621988,67.8255,82.0367,10k
0db,1k,1,100p,622802,67.6345,82.0367,10k
0db,1k,1,220p,624504,67.1981,82.0368,10k
0db,1k,1,470p,627370,66.2804,82.0368,10k
0db,1k,1,1n,630097,64.3792,82.0368,10k
0db,1k,1,1.5n,628506,62.776,82.0368,10k
0db,1k,1,2.2n,620918,61.0223,82.0369,10k
0db,1k,1,2.7n,613221,60.1364,82.0369,10k
0db,1k,1,3.3n,603015,59.4176,82.0369,10k
0db,1k,1,4.7n,580080,58.7337,82.037,10k
0db,1k,2,1f,621236,67.9939,82.0367,10k
0db,1k,2,47p,622009,67.824,82.0367,10k
0db,1k,2,100p,622883,67.6315,82.0367,10k
0db,1k,2,220p,624862,67.192,82.0367,10k
0db,1k,2,470p,628993,66.2596,82.0367,10k
0db,1k,2,1n,637947,64.2001,82.0367,10k
0db,1k,2,1.5n,646416,62.1567,82.0367,10k
0db,1k,2,2.2n,658344,59.1211,82.0367,10k
0db,1k,2,2.7n,666711,56.8314,82.0367,10k
0db,1k,2,3.3n,676222,53.9682,82.0366,10k
0db,1k,2,4.7n,694822,46.9202,82.0366,10k
0db,2.5k,1,1f,621159,67.7037,82.0367,10k
0db,2.5k,1,47p,621911,67.5351,82.0367,10k
0db,2.5k,1,100p,622725,67.3437,82.0367,10k
0db,2.5k,1,220p,624426,66.9066,82.0368,10k
0db,2.5k,1,470p,627290,65.9877,82.0368,10k
0db,2.5k,1,1n,630017,64.0855,82.0368,10k
0db,2.5k,1,1.5n,628427,62.4832,82.0368,10k
0db,2.5k,1,2.2n,620844,60.7332,82.0369,10k
