pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,641482,73.1907,79.4081
1,10k,47p,642222,73.0194,79.4081
1,10k,100p,643017,72.8255,79.4081
1,10k,220p,644649,72.3856,79.4081
1,10k,470p,647299,71.4722,79.4082
1,10k,1n,649085,69.6432,79.4082
1,10k,1.5n,646118,68.1822,79.4082
1,10k,2.2n,636556,66.6904,79.4083
1,10k,2.7n,627568,66.0033,79.4083
1,10k,3.3n,616059,65.5084,79.4083
1,10k,4.7n,590938,65.2418,79.4084
2,10k,1f,641482,73.1907,79.4081
2,10k,47p,642246,73.0176,79.4081
2,10k,100p,643107,72.8216,79.4081
2,10k,220p,645054,72.3745,79.4081
2,10k,470p,649188,71.4257,79.4081
2,10k,1n,657905,69.3479,79.4081
2,10k,1.5n,666103,67.3017,79.4081
2,10k,2.2n,677244,64.3065,79.4081
2,10k,2.7n,684898,62.0767,79.4081
2,10k,3.3n,693332,59.3285,79.4081
2,10k,4.7n,708589,52.7581,79.408
1,50k,1f,642258,73.1888,79.5711
1,50k,47p,643007,73.0157,79.5711
1,50k,100p,643810,72.82,79.5711
1,50k,220p,645462,72.3756,79.5711
1,50k,470p,648161,71.4521,79.5711
1,50k,1n,649942,69.6053,79.5711
1,50k,1.5n,646902,68.1328,79.5711
1,50k,2.2n,637164,66.6348,79.5711
1,50k,2.7n,628046,65.9483,79.5711
1,50k,3.3n,616407,65.4568,79.5711
1,50k,4.7n,591088,65.2015,79.5711
2,50k,1f,642258,73.1888,79.5711
2,50k,47p,643025,73.0153,79.5711
2,50k,100p,643890,72.8188,79.5711
2,50k,220p,645851,72.3704,79.5711
2,50k,470p,650020,71.4186,79.5711
2,50k,1n,658782,69.3351,79.5711
2,50k,1.5n,667048,67.2818,79.5711
2,50k,2.2n,678281,64.2753,79.571
2,50k,2.7n,685980,62.0376,79.571
2,50k,3.3n,694500,59.2768,79.571
2,50k,4.7n,709884,52.6771,79.571
